simulation_id,strategy_id,strategy,rank,adaptive_learning_value,winner
1952,AM004,Infrastructure Memory and Maintenance Analytics,5,7.0123,Adaptive Governance Decision-Trigger Framework
1952,AM002,Institutional After-Action Learning System,6,7.0008,Adaptive Governance Decision-Trigger Framework
1953,AM003,Community Knowledge and Early Warning Network,1,7.70114,Community Knowledge and Early Warning Network
1953,AM005,Adaptive Governance Decision-Trigger Framework,2,7.6245,Community Knowledge and Early Warning Network
1953,AM002,Institutional After-Action Learning System,3,7.49896,Community Knowledge and Early Warning Network
1953,AM001,Ecological Monitoring and Threshold Review,4,7.36631,Community Knowledge and Early Warning Network
1953,AM006,Safe-to-Fail Climate Adaptation Pilots,5,7.12753,Community Knowledge and Early Warning Network
1953,AM004,Infrastructure Memory and Maintenance Analytics,6,6.82976,Community Knowledge and Early Warning Network
1954,AM003,Community Knowledge and Early Warning Network,1,7.39348,Community Knowledge and Early Warning Network
1954,AM002,Institutional After-Action Learning System,2,7.28343,Community Knowledge and Early Warning Network
1954,AM005,Adaptive Governance Decision-Trigger Framework,3,7.2414,Community Knowledge and Early Warning Network
1954,AM004,Infrastructure Memory and Maintenance Analytics,4,7.22392,Community Knowledge and Early Warning Network
1954,AM001,Ecological Monitoring and Threshold Review,5,7.05985,Community Knowledge and Early Warning Network
1954,AM006,Safe-to-Fail Climate Adaptation Pilots,6,6.90499,Community Knowledge and Early Warning Network
1955,AM001,Ecological Monitoring and Threshold Review,1,7.64285,Ecological Monitoring and Threshold Review
1955,AM005,Adaptive Governance Decision-Trigger Framework,2,7.52763,Ecological Monitoring and Threshold Review
1955,AM006,Safe-to-Fail Climate Adaptation Pilots,3,7.31789,Ecological Monitoring and Threshold Review
1955,AM003,Community Knowledge and Early Warning Network,4,7.27097,Ecological Monitoring and Threshold Review
1955,AM004,Infrastructure Memory and Maintenance Analytics,5,7.14957,Ecological Monitoring and Threshold Review
1955,AM002,Institutional After-Action Learning System,6,6.93317,Ecological Monitoring and Threshold Review
1956,AM001,Ecological Monitoring and Threshold Review,1,7.52201,Ecological Monitoring and Threshold Review
1956,AM006,Safe-to-Fail Climate Adaptation Pilots,2,7.42793,Ecological Monitoring and Threshold Review
1956,AM005,Adaptive Governance Decision-Trigger Framework,3,7.33658,Ecological Monitoring and Threshold Review
1956,AM004,Infrastructure Memory and Maintenance Analytics,4,7.2556,Ecological Monitoring and Threshold Review
1956,AM003,Community Knowledge and Early Warning Network,5,7.25381,Ecological Monitoring and Threshold Review
1956,AM002,Institutional After-Action Learning System,6,6.98189,Ecological Monitoring and Threshold Review
1957,AM002,Institutional After-Action Learning System,1,7.58896,Institutional After-Action Learning System
1957,AM005,Adaptive Governance Decision-Trigger Framework,2,7.51264,Institutional After-Action Learning System
1957,AM004,Infrastructure Memory and Maintenance Analytics,3,7.43089,Institutional After-Action Learning System
1957,AM003,Community Knowledge and Early Warning Network,4,7.40713,Institutional After-Action Learning System
1957,AM006,Safe-to-Fail Climate Adaptation Pilots,5,7.03711,Institutional After-Action Learning System
1957,AM001,Ecological Monitoring and Threshold Review,6,6.80585,Institutional After-Action Learning System
1958,AM001,Ecological Monitoring and Threshold Review,1,7.68843,Ecological Monitoring and Threshold Review
1958,AM002,Institutional After-Action Learning System,2,7.57672,Ecological Monitoring and Threshold Review
1958,AM003,Community Knowledge and Early Warning Network,3,7.38802,Ecological Monitoring and Threshold Review
1958,AM004,Infrastructure Memory and Maintenance Analytics,4,7.23194,Ecological Monitoring and Threshold Review
1958,AM006,Safe-to-Fail Climate Adaptation Pilots,5,7.17766,Ecological Monitoring and Threshold Review
1958,AM005,Adaptive Governance Decision-Trigger Framework,6,6.90678,Ecological Monitoring and Threshold Review
1959,AM005,Adaptive Governance Decision-Trigger Framework,1,7.64824,Adaptive Governance Decision-Trigger Framework
1959,AM006,Safe-to-Fail Climate Adaptation Pilots,2,7.4463,Adaptive Governance Decision-Trigger Framework
1959,AM001,Ecological Monitoring and Threshold Review,3,7.39914,Adaptive Governance Decision-Trigger Framework
1959,AM002,Institutional After-Action Learning System,4,7.27688,Adaptive Governance Decision-Trigger Framework
1959,AM003,Community Knowledge and Early Warning Network,5,7.19417,Adaptive Governance Decision-Trigger Framework
1959,AM004,Infrastructure Memory and Maintenance Analytics,6,6.93382,Adaptive Governance Decision-Trigger Framework
1960,AM005,Adaptive Governance Decision-Trigger Framework,1,7.49376,Adaptive Governance Decision-Trigger Framework
1960,AM006,Safe-to-Fail Climate Adaptation Pilots,2,7.41212,Adaptive Governance Decision-Trigger Framework
1960,AM002,Institutional After-Action Learning System,3,7.23943,Adaptive Governance Decision-Trigger Framework
1960,AM003,Community Knowledge and Early Warning Network,4,7.15512,Adaptive Governance Decision-Trigger Framework
1960,AM001,Ecological Monitoring and Threshold Review,5,7.09179,Adaptive Governance Decision-Trigger Framework
1960,AM004,Infrastructure Memory and Maintenance Analytics,6,7.04721,Adaptive Governance Decision-Trigger Framework
1961,AM005,Adaptive Governance Decision-Trigger Framework,1,7.50441,Adaptive Governance Decision-Trigger Framework
1961,AM002,Institutional After-Action Learning System,2,7.36335,Adaptive Governance Decision-Trigger Framework
1961,AM003,Community Knowledge and Early Warning Network,3,7.36193,Adaptive Governance Decision-Trigger Framework
1961,AM006,Safe-to-Fail Climate Adaptation Pilots,4,7.22679,Adaptive Governance Decision-Trigger Framework
1961,AM001,Ecological Monitoring and Threshold Review,5,7.14561,Adaptive Governance Decision-Trigger Framework
1961,AM004,Infrastructure Memory and Maintenance Analytics,6,6.79611,Adaptive Governance Decision-Trigger Framework
1962,AM001,Ecological Monitoring and Threshold Review,1,7.29065,Ecological Monitoring and Threshold Review
1962,AM005,Adaptive Governance Decision-Trigger Framework,2,7.20329,Ecological Monitoring and Threshold Review
1962,AM002,Institutional After-Action Learning System,3,7.12672,Ecological Monitoring and Threshold Review
1962,AM003,Community Knowledge and Early Warning Network,4,7.11381,Ecological Monitoring and Threshold Review
1962,AM006,Safe-to-Fail Climate Adaptation Pilots,5,7.05688,Ecological Monitoring and Threshold Review
1962,AM004,Infrastructure Memory and Maintenance Analytics,6,6.99319,Ecological Monitoring and Threshold Review
1963,AM003,Community Knowledge and Early Warning Network,1,7.74988,Community Knowledge and Early Warning Network
1963,AM005,Adaptive Governance Decision-Trigger Framework,2,7.4932,Community Knowledge and Early Warning Network
1963,AM001,Ecological Monitoring and Threshold Review,3,7.4297,Community Knowledge and Early Warning Network
1963,AM006,Safe-to-Fail Climate Adaptation Pilots,4,7.28056,Community Knowledge and Early Warning Network
1963,AM002,Institutional After-Action Learning System,5,7.17479,Community Knowledge and Early Warning Network
1963,AM004,Infrastructure Memory and Maintenance Analytics,6,6.98794,Community Knowledge and Early Warning Network
1964,AM003,Community Knowledge and Early Warning Network,1,7.64149,Community Knowledge and Early Warning Network
1964,AM002,Institutional After-Action Learning System,2,7.18142,Community Knowledge and Early Warning Network
1964,AM004,Infrastructure Memory and Maintenance Analytics,3,7.15391,Community Knowledge and Early Warning Network
1964,AM001,Ecological Monitoring and Threshold Review,4,6.98459,Community Knowledge and Early Warning Network
1964,AM005,Adaptive Governance Decision-Trigger Framework,5,6.84893,Community Knowledge and Early Warning Network
1964,AM006,Safe-to-Fail Climate Adaptation Pilots,6,6.81814,Community Knowledge and Early Warning Network
1965,AM005,Adaptive Governance Decision-Trigger Framework,1,7.67556,Adaptive Governance Decision-Trigger Framework
1965,AM003,Community Knowledge and Early Warning Network,2,7.52465,Adaptive Governance Decision-Trigger Framework
1965,AM001,Ecological Monitoring and Threshold Review,3,7.31268,Adaptive Governance Decision-Trigger Framework
1965,AM002,Institutional After-Action Learning System,4,7.28788,Adaptive Governance Decision-Trigger Framework
1965,AM004,Infrastructure Memory and Maintenance Analytics,5,7.25773,Adaptive Governance Decision-Trigger Framework
1965,AM006,Safe-to-Fail Climate Adaptation Pilots,6,7.22915,Adaptive Governance Decision-Trigger Framework
1966,AM005,Adaptive Governance Decision-Trigger Framework,1,7.57079,Adaptive Governance Decision-Trigger Framework
1966,AM001,Ecological Monitoring and Threshold Review,2,7.46819,Adaptive Governance Decision-Trigger Framework
1966,AM003,Community Knowledge and Early Warning Network,3,7.38669,Adaptive Governance Decision-Trigger Framework
1966,AM004,Infrastructure Memory and Maintenance Analytics,4,7.20593,Adaptive Governance Decision-Trigger Framework
1966,AM002,Institutional After-Action Learning System,5,7.17923,Adaptive Governance Decision-Trigger Framework
1966,AM006,Safe-to-Fail Climate Adaptation Pilots,6,6.75855,Adaptive Governance Decision-Trigger Framework
1967,AM005,Adaptive Governance Decision-Trigger Framework,1,7.79262,Adaptive Governance Decision-Trigger Framework
1967,AM002,Institutional After-Action Learning System,2,7.42421,Adaptive Governance Decision-Trigger Framework
1967,AM004,Infrastructure Memory and Maintenance Analytics,3,7.23729,Adaptive Governance Decision-Trigger Framework
1967,AM006,Safe-to-Fail Climate Adaptation Pilots,4,7.21984,Adaptive Governance Decision-Trigger Framework
1967,AM003,Community Knowledge and Early Warning Network,5,7.21391,Adaptive Governance Decision-Trigger Framework
1967,AM001,Ecological Monitoring and Threshold Review,6,7.20063,Adaptive Governance Decision-Trigger Framework
1968,AM003,Community Knowledge and Early Warning Network,1,7.69474,Community Knowledge and Early Warning Network
1968,AM005,Adaptive Governance Decision-Trigger Framework,2,7.47486,Community Knowledge and Early Warning Network
1968,AM002,Institutional After-Action Learning System,3,7.47215,Community Knowledge and Early Warning Network
1968,AM006,Safe-to-Fail Climate Adaptation Pilots,4,7.3946,Community Knowledge and Early Warning Network
1968,AM001,Ecological Monitoring and Threshold Review,5,7.08158,Community Knowledge and Early Warning Network
1968,AM004,Infrastructure Memory and Maintenance Analytics,6,7.0761,Community Knowledge and Early Warning Network
1969,AM003,Community Knowledge and Early Warning Network,1,7.64201,Community Knowledge and Early Warning Network
1969,AM006,Safe-to-Fail Climate Adaptation Pilots,2,7.36935,Community Knowledge and Early Warning Network
1969,AM005,Adaptive Governance Decision-Trigger Framework,3,7.01425,Community Knowledge and Early Warning Network
1969,AM001,Ecological Monitoring and Threshold Review,4,6.98183,Community Knowledge and Early Warning Network
1969,AM004,Infrastructure Memory and Maintenance Analytics,5,6.9743,Community Knowledge and Early Warning Network
1969,AM002,Institutional After-Action Learning System,6,6.90095,Community Knowledge and Early Warning Network
1970,AM005,Adaptive Governance Decision-Trigger Framework,1,7.37912,Adaptive Governance Decision-Trigger Framework
1970,AM002,Institutional After-Action Learning System,2,7.17295,Adaptive Governance Decision-Trigger Framework
1970,AM003,Community Knowledge and Early Warning Network,3,7.157,Adaptive Governance Decision-Trigger Framework
1970,AM006,Safe-to-Fail Climate Adaptation Pilots,4,6.91796,Adaptive Governance Decision-Trigger Framework
1970,AM004,Infrastructure Memory and Maintenance Analytics,5,6.86503,Adaptive Governance Decision-Trigger Framework
1970,AM001,Ecological Monitoring and Threshold Review,6,6.78136,Adaptive Governance Decision-Trigger Framework
1971,AM003,Community Knowledge and Early Warning Network,1,7.57374,Community Knowledge and Early Warning Network
1971,AM002,Institutional After-Action Learning System,2,7.40366,Community Knowledge and Early Warning Network
1971,AM005,Adaptive Governance Decision-Trigger Framework,3,7.39107,Community Knowledge and Early Warning Network
1971,AM004,Infrastructure Memory and Maintenance Analytics,4,7.19743,Community Knowledge and Early Warning Network
1971,AM006,Safe-to-Fail Climate Adaptation Pilots,5,6.86292,Community Knowledge and Early Warning Network
1971,AM001,Ecological Monitoring and Threshold Review,6,6.67208,Community Knowledge and Early Warning Network
1972,AM005,Adaptive Governance Decision-Trigger Framework,1,7.68983,Adaptive Governance Decision-Trigger Framework
1972,AM003,Community Knowledge and Early Warning Network,2,7.5617,Adaptive Governance Decision-Trigger Framework
1972,AM001,Ecological Monitoring and Threshold Review,3,7.36313,Adaptive Governance Decision-Trigger Framework
1972,AM004,Infrastructure Memory and Maintenance Analytics,4,7.14149,Adaptive Governance Decision-Trigger Framework
1972,AM002,Institutional After-Action Learning System,5,6.93621,Adaptive Governance Decision-Trigger Framework
1972,AM006,Safe-to-Fail Climate Adaptation Pilots,6,6.92323,Adaptive Governance Decision-Trigger Framework
1973,AM005,Adaptive Governance Decision-Trigger Framework,1,7.71675,Adaptive Governance Decision-Trigger Framework
