simulation_id,portfolio_id,portfolio,rank,slack_resilience_value,winner
1928,SS006,Adaptive Governance and Emergency Decision Space,5,7.19334,Workforce Depth and Recovery Time
1928,SS001,Cash Reserves and Liquidity Buffer,6,6.7558,Workforce Depth and Recovery Time
1929,SS005,Supplier and Partner Optionality,1,7.63974,Supplier and Partner Optionality
1929,SS002,Workforce Depth and Recovery Time,2,7.62178,Supplier and Partner Optionality
1929,SS003,Critical Operations Redundancy,3,7.32954,Supplier and Partner Optionality
1929,SS006,Adaptive Governance and Emergency Decision Space,4,7.28562,Supplier and Partner Optionality
1929,SS004,Knowledge Architecture and Institutional Memory,5,7.15825,Supplier and Partner Optionality
1929,SS001,Cash Reserves and Liquidity Buffer,6,7.00499,Supplier and Partner Optionality
1930,SS002,Workforce Depth and Recovery Time,1,7.76625,Workforce Depth and Recovery Time
1930,SS005,Supplier and Partner Optionality,2,7.76144,Workforce Depth and Recovery Time
1930,SS004,Knowledge Architecture and Institutional Memory,3,7.62862,Workforce Depth and Recovery Time
1930,SS006,Adaptive Governance and Emergency Decision Space,4,7.60388,Workforce Depth and Recovery Time
1930,SS003,Critical Operations Redundancy,5,7.11797,Workforce Depth and Recovery Time
1930,SS001,Cash Reserves and Liquidity Buffer,6,6.81986,Workforce Depth and Recovery Time
1931,SS006,Adaptive Governance and Emergency Decision Space,1,7.6762,Adaptive Governance and Emergency Decision Space
1931,SS002,Workforce Depth and Recovery Time,2,7.32168,Adaptive Governance and Emergency Decision Space
1931,SS005,Supplier and Partner Optionality,3,7.29607,Adaptive Governance and Emergency Decision Space
1931,SS003,Critical Operations Redundancy,4,7.27306,Adaptive Governance and Emergency Decision Space
1931,SS004,Knowledge Architecture and Institutional Memory,5,7.23395,Adaptive Governance and Emergency Decision Space
1931,SS001,Cash Reserves and Liquidity Buffer,6,6.90365,Adaptive Governance and Emergency Decision Space
1932,SS004,Knowledge Architecture and Institutional Memory,1,7.61905,Knowledge Architecture and Institutional Memory
1932,SS005,Supplier and Partner Optionality,2,7.45651,Knowledge Architecture and Institutional Memory
1932,SS006,Adaptive Governance and Emergency Decision Space,3,7.35802,Knowledge Architecture and Institutional Memory
1932,SS002,Workforce Depth and Recovery Time,4,7.32711,Knowledge Architecture and Institutional Memory
1932,SS001,Cash Reserves and Liquidity Buffer,5,6.97934,Knowledge Architecture and Institutional Memory
1932,SS003,Critical Operations Redundancy,6,6.81347,Knowledge Architecture and Institutional Memory
1933,SS002,Workforce Depth and Recovery Time,1,7.73691,Workforce Depth and Recovery Time
1933,SS005,Supplier and Partner Optionality,2,7.56433,Workforce Depth and Recovery Time
1933,SS006,Adaptive Governance and Emergency Decision Space,3,7.46425,Workforce Depth and Recovery Time
1933,SS003,Critical Operations Redundancy,4,7.29615,Workforce Depth and Recovery Time
1933,SS004,Knowledge Architecture and Institutional Memory,5,7.28489,Workforce Depth and Recovery Time
1933,SS001,Cash Reserves and Liquidity Buffer,6,6.97668,Workforce Depth and Recovery Time
1934,SS006,Adaptive Governance and Emergency Decision Space,1,7.66055,Adaptive Governance and Emergency Decision Space
1934,SS004,Knowledge Architecture and Institutional Memory,2,7.311,Adaptive Governance and Emergency Decision Space
1934,SS003,Critical Operations Redundancy,3,7.14442,Adaptive Governance and Emergency Decision Space
1934,SS002,Workforce Depth and Recovery Time,4,7.1314,Adaptive Governance and Emergency Decision Space
1934,SS005,Supplier and Partner Optionality,5,7.04966,Adaptive Governance and Emergency Decision Space
1934,SS001,Cash Reserves and Liquidity Buffer,6,6.55745,Adaptive Governance and Emergency Decision Space
1935,SS006,Adaptive Governance and Emergency Decision Space,1,7.63288,Adaptive Governance and Emergency Decision Space
1935,SS005,Supplier and Partner Optionality,2,7.55269,Adaptive Governance and Emergency Decision Space
1935,SS004,Knowledge Architecture and Institutional Memory,3,7.53714,Adaptive Governance and Emergency Decision Space
1935,SS002,Workforce Depth and Recovery Time,4,7.51532,Adaptive Governance and Emergency Decision Space
1935,SS003,Critical Operations Redundancy,5,7.17466,Adaptive Governance and Emergency Decision Space
1935,SS001,Cash Reserves and Liquidity Buffer,6,6.74902,Adaptive Governance and Emergency Decision Space
1936,SS004,Knowledge Architecture and Institutional Memory,1,7.61614,Knowledge Architecture and Institutional Memory
1936,SS006,Adaptive Governance and Emergency Decision Space,2,7.53015,Knowledge Architecture and Institutional Memory
1936,SS003,Critical Operations Redundancy,3,7.50701,Knowledge Architecture and Institutional Memory
1936,SS002,Workforce Depth and Recovery Time,4,7.33627,Knowledge Architecture and Institutional Memory
1936,SS005,Supplier and Partner Optionality,5,6.8947,Knowledge Architecture and Institutional Memory
1936,SS001,Cash Reserves and Liquidity Buffer,6,6.78407,Knowledge Architecture and Institutional Memory
1937,SS006,Adaptive Governance and Emergency Decision Space,1,7.74605,Adaptive Governance and Emergency Decision Space
1937,SS003,Critical Operations Redundancy,2,7.655,Adaptive Governance and Emergency Decision Space
1937,SS002,Workforce Depth and Recovery Time,3,7.50095,Adaptive Governance and Emergency Decision Space
1937,SS004,Knowledge Architecture and Institutional Memory,4,7.23214,Adaptive Governance and Emergency Decision Space
1937,SS005,Supplier and Partner Optionality,5,6.71396,Adaptive Governance and Emergency Decision Space
1937,SS001,Cash Reserves and Liquidity Buffer,6,6.70062,Adaptive Governance and Emergency Decision Space
1938,SS003,Critical Operations Redundancy,1,7.42778,Critical Operations Redundancy
1938,SS006,Adaptive Governance and Emergency Decision Space,2,7.39902,Critical Operations Redundancy
1938,SS005,Supplier and Partner Optionality,3,7.34925,Critical Operations Redundancy
1938,SS002,Workforce Depth and Recovery Time,4,7.26004,Critical Operations Redundancy
1938,SS001,Cash Reserves and Liquidity Buffer,5,7.25262,Critical Operations Redundancy
1938,SS004,Knowledge Architecture and Institutional Memory,6,7.21676,Critical Operations Redundancy
1939,SS002,Workforce Depth and Recovery Time,1,7.75808,Workforce Depth and Recovery Time
1939,SS004,Knowledge Architecture and Institutional Memory,2,7.51287,Workforce Depth and Recovery Time
1939,SS005,Supplier and Partner Optionality,3,7.49078,Workforce Depth and Recovery Time
1939,SS006,Adaptive Governance and Emergency Decision Space,4,7.32225,Workforce Depth and Recovery Time
1939,SS003,Critical Operations Redundancy,5,7.21656,Workforce Depth and Recovery Time
1939,SS001,Cash Reserves and Liquidity Buffer,6,7.1141,Workforce Depth and Recovery Time
1940,SS002,Workforce Depth and Recovery Time,1,7.71371,Workforce Depth and Recovery Time
1940,SS005,Supplier and Partner Optionality,2,7.55229,Workforce Depth and Recovery Time
1940,SS004,Knowledge Architecture and Institutional Memory,3,7.46639,Workforce Depth and Recovery Time
1940,SS006,Adaptive Governance and Emergency Decision Space,4,7.44836,Workforce Depth and Recovery Time
1940,SS001,Cash Reserves and Liquidity Buffer,5,7.14503,Workforce Depth and Recovery Time
1940,SS003,Critical Operations Redundancy,6,7.05987,Workforce Depth and Recovery Time
1941,SS006,Adaptive Governance and Emergency Decision Space,1,7.58588,Adaptive Governance and Emergency Decision Space
1941,SS005,Supplier and Partner Optionality,2,7.56836,Adaptive Governance and Emergency Decision Space
1941,SS003,Critical Operations Redundancy,3,7.31565,Adaptive Governance and Emergency Decision Space
1941,SS004,Knowledge Architecture and Institutional Memory,4,7.27588,Adaptive Governance and Emergency Decision Space
1941,SS001,Cash Reserves and Liquidity Buffer,5,7.19085,Adaptive Governance and Emergency Decision Space
1941,SS002,Workforce Depth and Recovery Time,6,7.18707,Adaptive Governance and Emergency Decision Space
1942,SS006,Adaptive Governance and Emergency Decision Space,1,7.53673,Adaptive Governance and Emergency Decision Space
1942,SS002,Workforce Depth and Recovery Time,2,7.50296,Adaptive Governance and Emergency Decision Space
1942,SS003,Critical Operations Redundancy,3,7.46826,Adaptive Governance and Emergency Decision Space
1942,SS004,Knowledge Architecture and Institutional Memory,4,7.22585,Adaptive Governance and Emergency Decision Space
1942,SS001,Cash Reserves and Liquidity Buffer,5,7.00925,Adaptive Governance and Emergency Decision Space
1942,SS005,Supplier and Partner Optionality,6,6.98879,Adaptive Governance and Emergency Decision Space
1943,SS006,Adaptive Governance and Emergency Decision Space,1,7.61247,Adaptive Governance and Emergency Decision Space
1943,SS005,Supplier and Partner Optionality,2,7.56857,Adaptive Governance and Emergency Decision Space
1943,SS002,Workforce Depth and Recovery Time,3,7.5125,Adaptive Governance and Emergency Decision Space
1943,SS004,Knowledge Architecture and Institutional Memory,4,7.4095,Adaptive Governance and Emergency Decision Space
1943,SS003,Critical Operations Redundancy,5,7.15963,Adaptive Governance and Emergency Decision Space
1943,SS001,Cash Reserves and Liquidity Buffer,6,6.7967,Adaptive Governance and Emergency Decision Space
1944,SS004,Knowledge Architecture and Institutional Memory,1,7.40928,Knowledge Architecture and Institutional Memory
1944,SS005,Supplier and Partner Optionality,2,7.33831,Knowledge Architecture and Institutional Memory
1944,SS002,Workforce Depth and Recovery Time,3,7.22086,Knowledge Architecture and Institutional Memory
1944,SS001,Cash Reserves and Liquidity Buffer,4,7.17749,Knowledge Architecture and Institutional Memory
1944,SS006,Adaptive Governance and Emergency Decision Space,5,7.16846,Knowledge Architecture and Institutional Memory
1944,SS003,Critical Operations Redundancy,6,7.01283,Knowledge Architecture and Institutional Memory
1945,SS005,Supplier and Partner Optionality,1,7.6488,Supplier and Partner Optionality
1945,SS006,Adaptive Governance and Emergency Decision Space,2,7.6098,Supplier and Partner Optionality
1945,SS004,Knowledge Architecture and Institutional Memory,3,7.52879,Supplier and Partner Optionality
1945,SS003,Critical Operations Redundancy,4,7.21587,Supplier and Partner Optionality
1945,SS002,Workforce Depth and Recovery Time,5,7.16924,Supplier and Partner Optionality
1945,SS001,Cash Reserves and Liquidity Buffer,6,7.00813,Supplier and Partner Optionality
1946,SS006,Adaptive Governance and Emergency Decision Space,1,7.53783,Adaptive Governance and Emergency Decision Space
1946,SS005,Supplier and Partner Optionality,2,7.4145,Adaptive Governance and Emergency Decision Space
1946,SS003,Critical Operations Redundancy,3,7.32577,Adaptive Governance and Emergency Decision Space
1946,SS004,Knowledge Architecture and Institutional Memory,4,7.15666,Adaptive Governance and Emergency Decision Space
1946,SS002,Workforce Depth and Recovery Time,5,7.10972,Adaptive Governance and Emergency Decision Space
1946,SS001,Cash Reserves and Liquidity Buffer,6,6.92451,Adaptive Governance and Emergency Decision Space
1947,SS003,Critical Operations Redundancy,1,7.53795,Critical Operations Redundancy
1947,SS005,Supplier and Partner Optionality,2,7.45972,Critical Operations Redundancy
1947,SS004,Knowledge Architecture and Institutional Memory,3,7.41592,Critical Operations Redundancy
1947,SS002,Workforce Depth and Recovery Time,4,7.40231,Critical Operations Redundancy
1947,SS006,Adaptive Governance and Emergency Decision Space,5,7.18603,Critical Operations Redundancy
1947,SS001,Cash Reserves and Liquidity Buffer,6,6.92997,Critical Operations Redundancy
1948,SS006,Adaptive Governance and Emergency Decision Space,1,7.61071,Adaptive Governance and Emergency Decision Space
1948,SS005,Supplier and Partner Optionality,2,7.38823,Adaptive Governance and Emergency Decision Space
1948,SS002,Workforce Depth and Recovery Time,3,7.34849,Adaptive Governance and Emergency Decision Space
1948,SS003,Critical Operations Redundancy,4,7.32702,Adaptive Governance and Emergency Decision Space
1948,SS004,Knowledge Architecture and Institutional Memory,5,7.27782,Adaptive Governance and Emergency Decision Space
1948,SS001,Cash Reserves and Liquidity Buffer,6,6.46812,Adaptive Governance and Emergency Decision Space
1949,SS006,Adaptive Governance and Emergency Decision Space,1,7.65691,Adaptive Governance and Emergency Decision Space
1949,SS003,Critical Operations Redundancy,2,7.51985,Adaptive Governance and Emergency Decision Space
1949,SS002,Workforce Depth and Recovery Time,3,7.48721,Adaptive Governance and Emergency Decision Space
1949,SS001,Cash Reserves and Liquidity Buffer,4,7.42265,Adaptive Governance and Emergency Decision Space
1949,SS005,Supplier and Partner Optionality,5,7.34923,Adaptive Governance and Emergency Decision Space
1949,SS004,Knowledge Architecture and Institutional Memory,6,7.33577,Adaptive Governance and Emergency Decision Space
1950,SS006,Adaptive Governance and Emergency Decision Space,1,7.64361,Adaptive Governance and Emergency Decision Space
1950,SS003,Critical Operations Redundancy,2,7.50917,Adaptive Governance and Emergency Decision Space
1950,SS004,Knowledge Architecture and Institutional Memory,3,7.32658,Adaptive Governance and Emergency Decision Space
1950,SS005,Supplier and Partner Optionality,4,7.31663,Adaptive Governance and Emergency Decision Space
1950,SS002,Workforce Depth and Recovery Time,5,7.29703,Adaptive Governance and Emergency Decision Space
1950,SS001,Cash Reserves and Liquidity Buffer,6,6.92357,Adaptive Governance and Emergency Decision Space
1951,SS002,Workforce Depth and Recovery Time,1,7.50371,Workforce Depth and Recovery Time
1951,SS006,Adaptive Governance and Emergency Decision Space,2,7.44941,Workforce Depth and Recovery Time
1951,SS004,Knowledge Architecture and Institutional Memory,3,7.26471,Workforce Depth and Recovery Time
1951,SS003,Critical Operations Redundancy,4,7.19908,Workforce Depth and Recovery Time
1951,SS005,Supplier and Partner Optionality,5,7.15019,Workforce Depth and Recovery Time
