simulation_id,strategy_id,strategy,rank,adaptive_governance_value,winner
1449,AG006,Responsible Policy Experimentation Portfolio,2,8.38342,Equity Accountability and Rights Safeguard
1449,AG001,Adaptive Pathways and Decision Triggers,3,8.24481,Equity Accountability and Rights Safeguard
1449,AG003,Community Knowledge Co-Production Platform,4,8.19292,Equity Accountability and Rights Safeguard
1449,AG004,Monitoring Feedback and Learning System,5,7.95202,Equity Accountability and Rights Safeguard
1449,AG002,Polycentric Cross-Scale Coordination Forum,6,7.72758,Equity Accountability and Rights Safeguard
1450,AG005,Equity Accountability and Rights Safeguard,1,8.90188,Equity Accountability and Rights Safeguard
1450,AG003,Community Knowledge Co-Production Platform,2,8.74809,Equity Accountability and Rights Safeguard
1450,AG006,Responsible Policy Experimentation Portfolio,3,8.2505,Equity Accountability and Rights Safeguard
1450,AG001,Adaptive Pathways and Decision Triggers,4,8.15334,Equity Accountability and Rights Safeguard
1450,AG004,Monitoring Feedback and Learning System,5,8.0625,Equity Accountability and Rights Safeguard
1450,AG002,Polycentric Cross-Scale Coordination Forum,6,7.88085,Equity Accountability and Rights Safeguard
1451,AG004,Monitoring Feedback and Learning System,1,8.4456,Monitoring Feedback and Learning System
1451,AG005,Equity Accountability and Rights Safeguard,2,8.39313,Monitoring Feedback and Learning System
1451,AG003,Community Knowledge Co-Production Platform,3,8.17446,Monitoring Feedback and Learning System
1451,AG002,Polycentric Cross-Scale Coordination Forum,4,8.03806,Monitoring Feedback and Learning System
1451,AG006,Responsible Policy Experimentation Portfolio,5,7.91649,Monitoring Feedback and Learning System
1451,AG001,Adaptive Pathways and Decision Triggers,6,7.68291,Monitoring Feedback and Learning System
1452,AG004,Monitoring Feedback and Learning System,1,8.55567,Monitoring Feedback and Learning System
1452,AG005,Equity Accountability and Rights Safeguard,2,8.40977,Monitoring Feedback and Learning System
1452,AG006,Responsible Policy Experimentation Portfolio,3,8.35994,Monitoring Feedback and Learning System
1452,AG003,Community Knowledge Co-Production Platform,4,8.32134,Monitoring Feedback and Learning System
1452,AG002,Polycentric Cross-Scale Coordination Forum,5,8.19187,Monitoring Feedback and Learning System
1452,AG001,Adaptive Pathways and Decision Triggers,6,7.97175,Monitoring Feedback and Learning System
1453,AG004,Monitoring Feedback and Learning System,1,8.31329,Monitoring Feedback and Learning System
1453,AG005,Equity Accountability and Rights Safeguard,2,8.17236,Monitoring Feedback and Learning System
1453,AG002,Polycentric Cross-Scale Coordination Forum,3,8.11663,Monitoring Feedback and Learning System
1453,AG001,Adaptive Pathways and Decision Triggers,4,7.97018,Monitoring Feedback and Learning System
1453,AG003,Community Knowledge Co-Production Platform,5,7.94222,Monitoring Feedback and Learning System
1453,AG006,Responsible Policy Experimentation Portfolio,6,7.74546,Monitoring Feedback and Learning System
1454,AG005,Equity Accountability and Rights Safeguard,1,8.67048,Equity Accountability and Rights Safeguard
1454,AG003,Community Knowledge Co-Production Platform,2,8.59285,Equity Accountability and Rights Safeguard
1454,AG004,Monitoring Feedback and Learning System,3,8.31449,Equity Accountability and Rights Safeguard
1454,AG001,Adaptive Pathways and Decision Triggers,4,8.10815,Equity Accountability and Rights Safeguard
1454,AG002,Polycentric Cross-Scale Coordination Forum,5,8.06198,Equity Accountability and Rights Safeguard
1454,AG006,Responsible Policy Experimentation Portfolio,6,7.91033,Equity Accountability and Rights Safeguard
1455,AG005,Equity Accountability and Rights Safeguard,1,8.69021,Equity Accountability and Rights Safeguard
1455,AG006,Responsible Policy Experimentation Portfolio,2,8.25276,Equity Accountability and Rights Safeguard
1455,AG004,Monitoring Feedback and Learning System,3,8.02872,Equity Accountability and Rights Safeguard
1455,AG003,Community Knowledge Co-Production Platform,4,7.95349,Equity Accountability and Rights Safeguard
1455,AG002,Polycentric Cross-Scale Coordination Forum,5,7.83053,Equity Accountability and Rights Safeguard
1455,AG001,Adaptive Pathways and Decision Triggers,6,7.68622,Equity Accountability and Rights Safeguard
1456,AG005,Equity Accountability and Rights Safeguard,1,8.94997,Equity Accountability and Rights Safeguard
1456,AG004,Monitoring Feedback and Learning System,2,8.4796,Equity Accountability and Rights Safeguard
1456,AG002,Polycentric Cross-Scale Coordination Forum,3,8.32284,Equity Accountability and Rights Safeguard
1456,AG003,Community Knowledge Co-Production Platform,4,8.18571,Equity Accountability and Rights Safeguard
1456,AG001,Adaptive Pathways and Decision Triggers,5,8.16924,Equity Accountability and Rights Safeguard
1456,AG006,Responsible Policy Experimentation Portfolio,6,8.05382,Equity Accountability and Rights Safeguard
1457,AG004,Monitoring Feedback and Learning System,1,8.52893,Monitoring Feedback and Learning System
1457,AG001,Adaptive Pathways and Decision Triggers,2,8.28374,Monitoring Feedback and Learning System
1457,AG006,Responsible Policy Experimentation Portfolio,3,8.25276,Monitoring Feedback and Learning System
1457,AG003,Community Knowledge Co-Production Platform,4,8.16648,Monitoring Feedback and Learning System
1457,AG002,Polycentric Cross-Scale Coordination Forum,5,8.11802,Monitoring Feedback and Learning System
1457,AG005,Equity Accountability and Rights Safeguard,6,8.00231,Monitoring Feedback and Learning System
1458,AG005,Equity Accountability and Rights Safeguard,1,8.63733,Equity Accountability and Rights Safeguard
1458,AG001,Adaptive Pathways and Decision Triggers,2,8.43207,Equity Accountability and Rights Safeguard
1458,AG003,Community Knowledge Co-Production Platform,3,8.22982,Equity Accountability and Rights Safeguard
1458,AG004,Monitoring Feedback and Learning System,4,8.20134,Equity Accountability and Rights Safeguard
1458,AG002,Polycentric Cross-Scale Coordination Forum,5,8.02946,Equity Accountability and Rights Safeguard
1458,AG006,Responsible Policy Experimentation Portfolio,6,7.77108,Equity Accountability and Rights Safeguard
1459,AG004,Monitoring Feedback and Learning System,1,8.48169,Monitoring Feedback and Learning System
1459,AG003,Community Knowledge Co-Production Platform,2,8.40247,Monitoring Feedback and Learning System
1459,AG002,Polycentric Cross-Scale Coordination Forum,3,8.27559,Monitoring Feedback and Learning System
1459,AG005,Equity Accountability and Rights Safeguard,4,8.23837,Monitoring Feedback and Learning System
1459,AG001,Adaptive Pathways and Decision Triggers,5,8.18999,Monitoring Feedback and Learning System
1459,AG006,Responsible Policy Experimentation Portfolio,6,8.10333,Monitoring Feedback and Learning System
1460,AG001,Adaptive Pathways and Decision Triggers,1,8.30657,Adaptive Pathways and Decision Triggers
1460,AG002,Polycentric Cross-Scale Coordination Forum,2,8.2235,Adaptive Pathways and Decision Triggers
1460,AG004,Monitoring Feedback and Learning System,3,8.17774,Adaptive Pathways and Decision Triggers
1460,AG005,Equity Accountability and Rights Safeguard,4,8.11755,Adaptive Pathways and Decision Triggers
1460,AG003,Community Knowledge Co-Production Platform,5,8.11723,Adaptive Pathways and Decision Triggers
1460,AG006,Responsible Policy Experimentation Portfolio,6,7.98016,Adaptive Pathways and Decision Triggers
1461,AG006,Responsible Policy Experimentation Portfolio,1,8.81195,Responsible Policy Experimentation Portfolio
1461,AG003,Community Knowledge Co-Production Platform,2,8.65601,Responsible Policy Experimentation Portfolio
1461,AG001,Adaptive Pathways and Decision Triggers,3,8.5489,Responsible Policy Experimentation Portfolio
1461,AG005,Equity Accountability and Rights Safeguard,4,8.50305,Responsible Policy Experimentation Portfolio
1461,AG004,Monitoring Feedback and Learning System,5,8.34578,Responsible Policy Experimentation Portfolio
1461,AG002,Polycentric Cross-Scale Coordination Forum,6,8.18311,Responsible Policy Experimentation Portfolio
1462,AG004,Monitoring Feedback and Learning System,1,8.56269,Monitoring Feedback and Learning System
1462,AG003,Community Knowledge Co-Production Platform,2,8.33606,Monitoring Feedback and Learning System
1462,AG005,Equity Accountability and Rights Safeguard,3,8.17468,Monitoring Feedback and Learning System
1462,AG001,Adaptive Pathways and Decision Triggers,4,8.03995,Monitoring Feedback and Learning System
1462,AG002,Polycentric Cross-Scale Coordination Forum,5,7.91008,Monitoring Feedback and Learning System
1462,AG006,Responsible Policy Experimentation Portfolio,6,7.67623,Monitoring Feedback and Learning System
1463,AG005,Equity Accountability and Rights Safeguard,1,8.68007,Equity Accountability and Rights Safeguard
1463,AG001,Adaptive Pathways and Decision Triggers,2,8.29138,Equity Accountability and Rights Safeguard
1463,AG002,Polycentric Cross-Scale Coordination Forum,3,8.26279,Equity Accountability and Rights Safeguard
1463,AG004,Monitoring Feedback and Learning System,4,8.22965,Equity Accountability and Rights Safeguard
1463,AG006,Responsible Policy Experimentation Portfolio,5,8.0357,Equity Accountability and Rights Safeguard
1463,AG003,Community Knowledge Co-Production Platform,6,7.97184,Equity Accountability and Rights Safeguard
1464,AG003,Community Knowledge Co-Production Platform,1,8.79,Community Knowledge Co-Production Platform
1464,AG002,Polycentric Cross-Scale Coordination Forum,2,8.4982,Community Knowledge Co-Production Platform
1464,AG005,Equity Accountability and Rights Safeguard,3,8.40188,Community Knowledge Co-Production Platform
1464,AG006,Responsible Policy Experimentation Portfolio,4,8.25326,Community Knowledge Co-Production Platform
1464,AG004,Monitoring Feedback and Learning System,5,8.09336,Community Knowledge Co-Production Platform
1464,AG001,Adaptive Pathways and Decision Triggers,6,7.92471,Community Knowledge Co-Production Platform
1465,AG005,Equity Accountability and Rights Safeguard,1,8.504,Equity Accountability and Rights Safeguard
1465,AG004,Monitoring Feedback and Learning System,2,8.45356,Equity Accountability and Rights Safeguard
1465,AG003,Community Knowledge Co-Production Platform,3,8.32546,Equity Accountability and Rights Safeguard
1465,AG006,Responsible Policy Experimentation Portfolio,4,8.30812,Equity Accountability and Rights Safeguard
1465,AG001,Adaptive Pathways and Decision Triggers,5,7.96402,Equity Accountability and Rights Safeguard
1465,AG002,Polycentric Cross-Scale Coordination Forum,6,7.91251,Equity Accountability and Rights Safeguard
1466,AG004,Monitoring Feedback and Learning System,1,8.39208,Monitoring Feedback and Learning System
1466,AG005,Equity Accountability and Rights Safeguard,2,8.36657,Monitoring Feedback and Learning System
1466,AG002,Polycentric Cross-Scale Coordination Forum,3,8.33659,Monitoring Feedback and Learning System
1466,AG003,Community Knowledge Co-Production Platform,4,8.27266,Monitoring Feedback and Learning System
1466,AG006,Responsible Policy Experimentation Portfolio,5,8.20649,Monitoring Feedback and Learning System
1466,AG001,Adaptive Pathways and Decision Triggers,6,8.13613,Monitoring Feedback and Learning System
1467,AG006,Responsible Policy Experimentation Portfolio,1,8.38522,Responsible Policy Experimentation Portfolio
1467,AG004,Monitoring Feedback and Learning System,2,8.35304,Responsible Policy Experimentation Portfolio
1467,AG003,Community Knowledge Co-Production Platform,3,8.11368,Responsible Policy Experimentation Portfolio
1467,AG005,Equity Accountability and Rights Safeguard,4,8.09949,Responsible Policy Experimentation Portfolio
1467,AG002,Polycentric Cross-Scale Coordination Forum,5,7.97876,Responsible Policy Experimentation Portfolio
1467,AG001,Adaptive Pathways and Decision Triggers,6,7.94902,Responsible Policy Experimentation Portfolio
1468,AG003,Community Knowledge Co-Production Platform,1,8.47574,Community Knowledge Co-Production Platform
1468,AG002,Polycentric Cross-Scale Coordination Forum,2,8.41186,Community Knowledge Co-Production Platform
1468,AG005,Equity Accountability and Rights Safeguard,3,8.29795,Community Knowledge Co-Production Platform
1468,AG004,Monitoring Feedback and Learning System,4,8.1662,Community Knowledge Co-Production Platform
1468,AG001,Adaptive Pathways and Decision Triggers,5,8.06481,Community Knowledge Co-Production Platform
1468,AG006,Responsible Policy Experimentation Portfolio,6,8.05752,Community Knowledge Co-Production Platform
1469,AG003,Community Knowledge Co-Production Platform,1,8.64106,Community Knowledge Co-Production Platform
1469,AG004,Monitoring Feedback and Learning System,2,8.54228,Community Knowledge Co-Production Platform
1469,AG005,Equity Accountability and Rights Safeguard,3,8.30028,Community Knowledge Co-Production Platform
1469,AG006,Responsible Policy Experimentation Portfolio,4,8.17958,Community Knowledge Co-Production Platform
1469,AG002,Polycentric Cross-Scale Coordination Forum,5,7.96437,Community Knowledge Co-Production Platform
1469,AG001,Adaptive Pathways and Decision Triggers,6,7.79503,Community Knowledge Co-Production Platform
1470,AG005,Equity Accountability and Rights Safeguard,1,8.40524,Equity Accountability and Rights Safeguard
1470,AG003,Community Knowledge Co-Production Platform,2,8.40434,Equity Accountability and Rights Safeguard
1470,AG001,Adaptive Pathways and Decision Triggers,3,8.14963,Equity Accountability and Rights Safeguard
1470,AG002,Polycentric Cross-Scale Coordination Forum,4,8.0605,Equity Accountability and Rights Safeguard
1470,AG006,Responsible Policy Experimentation Portfolio,5,7.91967,Equity Accountability and Rights Safeguard
1470,AG004,Monitoring Feedback and Learning System,6,7.85258,Equity Accountability and Rights Safeguard
1471,AG004,Monitoring Feedback and Learning System,1,8.35954,Monitoring Feedback and Learning System
1471,AG005,Equity Accountability and Rights Safeguard,2,8.20362,Monitoring Feedback and Learning System
