simulation_id,strategy_id,strategy,rank,adjusted_value,abandonment_risk
1126,ROA003,Community-Led Cooling and Care Network,5,6.42274,0.85542
1126,ROA004,Flood Defense for High-Value Assets,6,2.774,3.02073
1126,ROA001,Household Preparedness Campaign,7,-1.12661,4.72019
1126,ROA007,Risk Mapping Dashboard Without Funding,8,-1.38864,4.93993
1127,ROA006,Drainage Repair and Social Protection Package,1,7.72104,0.40159
1127,ROA005,Managed Retreat with Long-Term Support,2,7.24859,0.61687
1127,ROA008,Mutual Aid Network with Public Capacity Agreement,3,7.23326,0.20204
1127,ROA003,Community-Led Cooling and Care Network,4,6.92972,0.69051
1127,ROA002,Public Housing Climate Retrofit,5,6.69341,0.74014
1127,ROA004,Flood Defense for High-Value Assets,6,2.82623,2.82482
1127,ROA001,Household Preparedness Campaign,7,-0.64518,4.29565
1127,ROA007,Risk Mapping Dashboard Without Funding,8,-1.63694,5.01044
1128,ROA002,Public Housing Climate Retrofit,1,7.82199,0.43977
1128,ROA006,Drainage Repair and Social Protection Package,2,7.51792,0.38486
1128,ROA005,Managed Retreat with Long-Term Support,3,7.22223,0.43789
1128,ROA008,Mutual Aid Network with Public Capacity Agreement,4,6.95634,0.63318
1128,ROA003,Community-Led Cooling and Care Network,5,6.8137,0.74712
1128,ROA004,Flood Defense for High-Value Assets,6,3.4592,2.50133
1128,ROA001,Household Preparedness Campaign,7,-0.80005,4.64858
1128,ROA007,Risk Mapping Dashboard Without Funding,8,-1.07242,4.77613
1129,ROA006,Drainage Repair and Social Protection Package,1,7.85055,0.41873
1129,ROA002,Public Housing Climate Retrofit,2,7.64279,0.62921
1129,ROA005,Managed Retreat with Long-Term Support,3,7.62189,0.48747
1129,ROA008,Mutual Aid Network with Public Capacity Agreement,4,7.33649,0.46588
1129,ROA003,Community-Led Cooling and Care Network,5,6.14964,0.90692
1129,ROA004,Flood Defense for High-Value Assets,6,2.11744,3.36497
1129,ROA001,Household Preparedness Campaign,7,-0.52857,4.40737
1129,ROA007,Risk Mapping Dashboard Without Funding,8,-1.38391,5.0986
1130,ROA002,Public Housing Climate Retrofit,1,7.60329,0.57266
1130,ROA008,Mutual Aid Network with Public Capacity Agreement,2,7.40905,0.44067
1130,ROA006,Drainage Repair and Social Protection Package,3,7.2738,0.55125
1130,ROA005,Managed Retreat with Long-Term Support,4,7.18114,0.37015
1130,ROA003,Community-Led Cooling and Care Network,5,6.48937,0.80023
1130,ROA004,Flood Defense for High-Value Assets,6,3.4493,2.57642
1130,ROA001,Household Preparedness Campaign,7,0.0481,4.11393
1130,ROA007,Risk Mapping Dashboard Without Funding,8,-1.7231,5.10783
1131,ROA005,Managed Retreat with Long-Term Support,1,7.79592,0.44472
1131,ROA006,Drainage Repair and Social Protection Package,2,7.77784,0.30475
1131,ROA002,Public Housing Climate Retrofit,3,7.53833,0.46519
1131,ROA008,Mutual Aid Network with Public Capacity Agreement,4,7.36835,0.42822
1131,ROA003,Community-Led Cooling and Care Network,5,7.22728,0.47217
1131,ROA004,Flood Defense for High-Value Assets,6,2.57515,3.19785
1131,ROA001,Household Preparedness Campaign,7,-0.10813,4.22852
1131,ROA007,Risk Mapping Dashboard Without Funding,8,-1.25704,4.76956
1132,ROA002,Public Housing Climate Retrofit,1,7.89657,0.39964
1132,ROA006,Drainage Repair and Social Protection Package,2,7.82456,0.5003
1132,ROA005,Managed Retreat with Long-Term Support,3,7.75222,0.38955
1132,ROA008,Mutual Aid Network with Public Capacity Agreement,4,7.41255,0.33179
1132,ROA003,Community-Led Cooling and Care Network,5,6.28275,0.76934
1132,ROA004,Flood Defense for High-Value Assets,6,2.97621,2.85428
1132,ROA001,Household Preparedness Campaign,7,-1.08482,4.91563
1132,ROA007,Risk Mapping Dashboard Without Funding,8,-1.35271,4.8887
1133,ROA005,Managed Retreat with Long-Term Support,1,7.78949,0.45984
1133,ROA002,Public Housing Climate Retrofit,2,7.68613,0.46375
1133,ROA006,Drainage Repair and Social Protection Package,3,7.2047,0.58163
1133,ROA008,Mutual Aid Network with Public Capacity Agreement,4,6.76351,0.58815
1133,ROA003,Community-Led Cooling and Care Network,5,5.63166,1.15632
1133,ROA004,Flood Defense for High-Value Assets,6,3.05117,2.75084
1133,ROA001,Household Preparedness Campaign,7,-0.91689,4.6605
1133,ROA007,Risk Mapping Dashboard Without Funding,8,-1.35089,4.99563
1134,ROA006,Drainage Repair and Social Protection Package,1,7.75724,0.3797
1134,ROA008,Mutual Aid Network with Public Capacity Agreement,2,7.63656,0.51095
1134,ROA002,Public Housing Climate Retrofit,3,7.54942,0.41874
1134,ROA005,Managed Retreat with Long-Term Support,4,6.88307,0.63174
1134,ROA003,Community-Led Cooling and Care Network,5,5.98438,0.99133
1134,ROA004,Flood Defense for High-Value Assets,6,2.51372,3.11097
1134,ROA001,Household Preparedness Campaign,7,-0.79655,4.58436
1134,ROA007,Risk Mapping Dashboard Without Funding,8,-1.3866,4.91837
1135,ROA002,Public Housing Climate Retrofit,1,7.62679,0.49249
1135,ROA006,Drainage Repair and Social Protection Package,2,7.58668,0.46289
1135,ROA008,Mutual Aid Network with Public Capacity Agreement,3,7.24283,0.33848
1135,ROA005,Managed Retreat with Long-Term Support,4,7.20727,0.56736
1135,ROA003,Community-Led Cooling and Care Network,5,6.79178,0.54493
1135,ROA004,Flood Defense for High-Value Assets,6,2.32696,3.24239
1135,ROA007,Risk Mapping Dashboard Without Funding,7,-0.99445,4.80345
1135,ROA001,Household Preparedness Campaign,8,-1.36302,4.76522
1136,ROA002,Public Housing Climate Retrofit,1,7.37725,0.49839
1136,ROA006,Drainage Repair and Social Protection Package,2,7.18278,0.37521
1136,ROA005,Managed Retreat with Long-Term Support,3,7.1767,0.52331
1136,ROA008,Mutual Aid Network with Public Capacity Agreement,4,7.14631,0.50445
1136,ROA003,Community-Led Cooling and Care Network,5,6.20098,1.08754
1136,ROA004,Flood Defense for High-Value Assets,6,2.59004,3.00509
1136,ROA001,Household Preparedness Campaign,7,-0.97016,4.57913
1136,ROA007,Risk Mapping Dashboard Without Funding,8,-1.5692,5.07166
1137,ROA005,Managed Retreat with Long-Term Support,1,7.81065,0.37258
1137,ROA006,Drainage Repair and Social Protection Package,2,7.78835,0.30464
1137,ROA002,Public Housing Climate Retrofit,3,7.50693,0.44894
1137,ROA008,Mutual Aid Network with Public Capacity Agreement,4,7.2195,0.36986
1137,ROA003,Community-Led Cooling and Care Network,5,6.7412,0.67195
1137,ROA004,Flood Defense for High-Value Assets,6,2.9006,2.81325
1137,ROA007,Risk Mapping Dashboard Without Funding,7,-0.63548,4.49751
1137,ROA001,Household Preparedness Campaign,8,-1.52891,4.96158
1138,ROA006,Drainage Repair and Social Protection Package,1,7.70524,0.31468
1138,ROA002,Public Housing Climate Retrofit,2,7.56014,0.49368
1138,ROA003,Community-Led Cooling and Care Network,3,7.24333,0.42382
1138,ROA005,Managed Retreat with Long-Term Support,4,7.20439,0.48147
1138,ROA008,Mutual Aid Network with Public Capacity Agreement,5,6.68547,0.57394
1138,ROA004,Flood Defense for High-Value Assets,6,2.33097,3.19148
1138,ROA001,Household Preparedness Campaign,7,-0.85069,4.65751
1138,ROA007,Risk Mapping Dashboard Without Funding,8,-1.74909,5.18698
1139,ROA006,Drainage Repair and Social Protection Package,1,7.91307,0.40701
1139,ROA002,Public Housing Climate Retrofit,2,7.69645,0.29488
1139,ROA005,Managed Retreat with Long-Term Support,3,7.36435,0.60251
1139,ROA008,Mutual Aid Network with Public Capacity Agreement,4,6.93179,0.52082
1139,ROA003,Community-Led Cooling and Care Network,5,6.4653,0.65129
1139,ROA004,Flood Defense for High-Value Assets,6,2.56658,2.88487
1139,ROA007,Risk Mapping Dashboard Without Funding,7,-0.77514,4.59395
1139,ROA001,Household Preparedness Campaign,8,-1.00169,4.77123
1140,ROA005,Managed Retreat with Long-Term Support,1,7.80307,0.4098
1140,ROA008,Mutual Aid Network with Public Capacity Agreement,2,7.49724,0.44399
1140,ROA006,Drainage Repair and Social Protection Package,3,7.45643,0.26937
1140,ROA002,Public Housing Climate Retrofit,4,7.00001,0.5423
1140,ROA003,Community-Led Cooling and Care Network,5,6.4615,0.79012
1140,ROA004,Flood Defense for High-Value Assets,6,2.37092,2.97561
1140,ROA001,Household Preparedness Campaign,7,-0.79376,4.60797
1140,ROA007,Risk Mapping Dashboard Without Funding,8,-2.00226,5.33538
1141,ROA008,Mutual Aid Network with Public Capacity Agreement,1,7.43625,0.4932
1141,ROA005,Managed Retreat with Long-Term Support,2,7.33165,0.6117
1141,ROA006,Drainage Repair and Social Protection Package,3,7.13287,0.48641
1141,ROA002,Public Housing Climate Retrofit,4,7.13129,0.33938
1141,ROA003,Community-Led Cooling and Care Network,5,7.11443,0.63778
1141,ROA004,Flood Defense for High-Value Assets,6,1.92082,3.49047
1141,ROA001,Household Preparedness Campaign,7,-1.00219,4.67271
1141,ROA007,Risk Mapping Dashboard Without Funding,8,-1.45989,5.01175
1142,ROA005,Managed Retreat with Long-Term Support,1,7.74478,0.55077
1142,ROA008,Mutual Aid Network with Public Capacity Agreement,2,7.60883,0.43988
1142,ROA006,Drainage Repair and Social Protection Package,3,7.34075,0.43761
1142,ROA002,Public Housing Climate Retrofit,4,6.98349,0.73851
1142,ROA003,Community-Led Cooling and Care Network,5,6.53001,0.70027
1142,ROA004,Flood Defense for High-Value Assets,6,3.22315,2.64474
1142,ROA001,Household Preparedness Campaign,7,-0.06143,4.05837
1142,ROA007,Risk Mapping Dashboard Without Funding,8,-2.07245,5.28907
1143,ROA005,Managed Retreat with Long-Term Support,1,7.66212,0.56318
1143,ROA006,Drainage Repair and Social Protection Package,2,7.57964,0.44838
1143,ROA002,Public Housing Climate Retrofit,3,7.23983,0.55026
1143,ROA008,Mutual Aid Network with Public Capacity Agreement,4,7.11735,0.3695
1143,ROA003,Community-Led Cooling and Care Network,5,6.39082,0.68107
1143,ROA004,Flood Defense for High-Value Assets,6,3.28595,2.75518
1143,ROA001,Household Preparedness Campaign,7,-1.0979,4.65202
1143,ROA007,Risk Mapping Dashboard Without Funding,8,-1.56349,5.05752
1144,ROA006,Drainage Repair and Social Protection Package,1,7.40814,0.48218
1144,ROA005,Managed Retreat with Long-Term Support,2,7.257,0.6267
1144,ROA002,Public Housing Climate Retrofit,3,7.1058,0.62754
1144,ROA003,Community-Led Cooling and Care Network,4,6.74599,0.75246
1144,ROA008,Mutual Aid Network with Public Capacity Agreement,5,6.6899,0.7717
1144,ROA004,Flood Defense for High-Value Assets,6,3.40144,2.68373
1144,ROA007,Risk Mapping Dashboard Without Funding,7,-1.35031,4.86965
1144,ROA001,Household Preparedness Campaign,8,-1.6413,5.04033
1145,ROA002,Public Housing Climate Retrofit,1,7.61854,0.42573
1145,ROA006,Drainage Repair and Social Protection Package,2,7.53469,0.47867
1145,ROA005,Managed Retreat with Long-Term Support,3,7.52964,0.36671
1145,ROA008,Mutual Aid Network with Public Capacity Agreement,4,7.18084,0.39465
1145,ROA003,Community-Led Cooling and Care Network,5,6.17488,0.87065
1145,ROA004,Flood Defense for High-Value Assets,6,2.12512,3.45249
1145,ROA001,Household Preparedness Campaign,7,-1.76861,4.9679
1145,ROA007,Risk Mapping Dashboard Without Funding,8,-1.9013,5.23666
1146,ROA002,Public Housing Climate Retrofit,1,8.01184,0.39508
1146,ROA006,Drainage Repair and Social Protection Package,2,7.37978,0.4553
1146,ROA005,Managed Retreat with Long-Term Support,3,7.07757,0.51312
1146,ROA008,Mutual Aid Network with Public Capacity Agreement,4,6.95752,0.52901
1146,ROA003,Community-Led Cooling and Care Network,5,6.71646,0.59526
1146,ROA004,Flood Defense for High-Value Assets,6,1.85772,3.29876
1146,ROA001,Household Preparedness Campaign,7,-1.09146,4.77744
1146,ROA007,Risk Mapping Dashboard Without Funding,8,-2.25522,5.40267
1147,ROA005,Managed Retreat with Long-Term Support,1,7.62705,0.42734
1147,ROA006,Drainage Repair and Social Protection Package,2,7.543,0.45369
1147,ROA002,Public Housing Climate Retrofit,3,7.0632,0.49834
1147,ROA008,Mutual Aid Network with Public Capacity Agreement,4,6.81549,0.62482
1147,ROA003,Community-Led Cooling and Care Network,5,6.62132,0.77254
1147,ROA004,Flood Defense for High-Value Assets,6,1.31719,3.78119
1147,ROA001,Household Preparedness Campaign,7,-0.92477,4.61859
1147,ROA007,Risk Mapping Dashboard Without Funding,8,-2.17841,5.30544
1148,ROA002,Public Housing Climate Retrofit,1,7.74928,0.34654
1148,ROA006,Drainage Repair and Social Protection Package,2,7.15199,0.5338
1148,ROA005,Managed Retreat with Long-Term Support,3,7.13122,0.55677
1148,ROA003,Community-Led Cooling and Care Network,4,7.09576,0.397
1148,ROA008,Mutual Aid Network with Public Capacity Agreement,5,6.93637,0.62596
1148,ROA004,Flood Defense for High-Value Assets,6,2.64698,3.29514
1148,ROA001,Household Preparedness Campaign,7,-0.60766,4.55863
1148,ROA007,Risk Mapping Dashboard Without Funding,8,-1.42493,4.85962
1149,ROA006,Drainage Repair and Social Protection Package,1,8.17752,0.30387
1149,ROA002,Public Housing Climate Retrofit,2,7.59374,0.44688
1149,ROA008,Mutual Aid Network with Public Capacity Agreement,3,7.4412,0.34089
1149,ROA005,Managed Retreat with Long-Term Support,4,6.96935,0.57916
1149,ROA003,Community-Led Cooling and Care Network,5,6.58773,0.85143
1149,ROA004,Flood Defense for High-Value Assets,6,1.69695,3.53658
1149,ROA007,Risk Mapping Dashboard Without Funding,7,-0.88649,4.66041
1149,ROA001,Household Preparedness Campaign,8,-1.24071,4.70538
1150,ROA006,Drainage Repair and Social Protection Package,1,8.03619,0.30404
1150,ROA005,Managed Retreat with Long-Term Support,2,7.6818,0.31154
1150,ROA008,Mutual Aid Network with Public Capacity Agreement,3,7.07776,0.55579
1150,ROA002,Public Housing Climate Retrofit,4,7.06561,0.61445
1150,ROA003,Community-Led Cooling and Care Network,5,6.40961,0.84035
1150,ROA004,Flood Defense for High-Value Assets,6,2.81587,2.93547
1150,ROA001,Household Preparedness Campaign,7,-0.60888,4.54756
1150,ROA007,Risk Mapping Dashboard Without Funding,8,-2.12281,5.42798
1151,ROA002,Public Housing Climate Retrofit,1,7.74655,0.3343
1151,ROA006,Drainage Repair and Social Protection Package,2,7.42149,0.57022
1151,ROA005,Managed Retreat with Long-Term Support,3,7.23434,0.38974
1151,ROA008,Mutual Aid Network with Public Capacity Agreement,4,6.92006,0.59371
1151,ROA003,Community-Led Cooling and Care Network,5,6.22347,0.92664
1151,ROA004,Flood Defense for High-Value Assets,6,3.19455,2.69347
1151,ROA007,Risk Mapping Dashboard Without Funding,7,-1.07258,4.76981
1151,ROA001,Household Preparedness Campaign,8,-1.21381,4.81146
1152,ROA005,Managed Retreat with Long-Term Support,1,7.53941,0.51507
1152,ROA002,Public Housing Climate Retrofit,2,7.22059,0.58414
1152,ROA008,Mutual Aid Network with Public Capacity Agreement,3,6.84718,0.53446
1152,ROA006,Drainage Repair and Social Protection Package,4,6.76705,0.77853
1152,ROA003,Community-Led Cooling and Care Network,5,6.72442,0.7047
1152,ROA004,Flood Defense for High-Value Assets,6,3.29043,2.59808
1152,ROA001,Household Preparedness Campaign,7,-0.327,4.13493
1152,ROA007,Risk Mapping Dashboard Without Funding,8,-1.33694,4.83311
1153,ROA002,Public Housing Climate Retrofit,1,8.0924,0.33697
1153,ROA006,Drainage Repair and Social Protection Package,2,7.63274,0.48566
1153,ROA005,Managed Retreat with Long-Term Support,3,7.265,0.43395
1153,ROA008,Mutual Aid Network with Public Capacity Agreement,4,6.94161,0.61245
1153,ROA003,Community-Led Cooling and Care Network,5,6.62761,0.75362
1153,ROA004,Flood Defense for High-Value Assets,6,2.66344,2.89592
1153,ROA001,Household Preparedness Campaign,7,-0.32424,4.22801
1153,ROA007,Risk Mapping Dashboard Without Funding,8,-2.05784,5.50474
1154,ROA006,Drainage Repair and Social Protection Package,1,7.542,0.60546
1154,ROA005,Managed Retreat with Long-Term Support,2,7.44118,0.5227
1154,ROA002,Public Housing Climate Retrofit,3,7.31807,0.53439
1154,ROA008,Mutual Aid Network with Public Capacity Agreement,4,7.03247,0.80041
1154,ROA003,Community-Led Cooling and Care Network,5,6.01504,0.84616
1154,ROA004,Flood Defense for High-Value Assets,6,2.37289,3.14353
1154,ROA001,Household Preparedness Campaign,7,-0.63115,4.46212
1154,ROA007,Risk Mapping Dashboard Without Funding,8,-1.58775,4.95262
1155,ROA005,Managed Retreat with Long-Term Support,1,7.45082,0.54856
1155,ROA006,Drainage Repair and Social Protection Package,2,7.27968,0.39792
1155,ROA002,Public Housing Climate Retrofit,3,7.15673,0.40451
1155,ROA008,Mutual Aid Network with Public Capacity Agreement,4,7.09677,0.61589
1155,ROA003,Community-Led Cooling and Care Network,5,6.72499,0.68128
1155,ROA004,Flood Defense for High-Value Assets,6,2.36995,2.99619
1155,ROA001,Household Preparedness Campaign,7,-0.54901,4.35468
1155,ROA007,Risk Mapping Dashboard Without Funding,8,-1.82231,5.23044
1156,ROA005,Managed Retreat with Long-Term Support,1,7.5341,0.52702
1156,ROA008,Mutual Aid Network with Public Capacity Agreement,2,7.52707,0.36471
1156,ROA006,Drainage Repair and Social Protection Package,3,7.4078,0.38799
1156,ROA002,Public Housing Climate Retrofit,4,7.32271,0.40186
1156,ROA003,Community-Led Cooling and Care Network,5,6.45639,0.80553
1156,ROA004,Flood Defense for High-Value Assets,6,2.93707,2.79746
1156,ROA001,Household Preparedness Campaign,7,-0.95325,4.74285
1156,ROA007,Risk Mapping Dashboard Without Funding,8,-1.74727,5.08636
1157,ROA005,Managed Retreat with Long-Term Support,1,7.6014,0.42716
1157,ROA002,Public Housing Climate Retrofit,2,7.50993,0.43783
1157,ROA008,Mutual Aid Network with Public Capacity Agreement,3,7.40962,0.37489
1157,ROA006,Drainage Repair and Social Protection Package,4,7.23625,0.54021
1157,ROA003,Community-Led Cooling and Care Network,5,7.13908,0.49959
1157,ROA004,Flood Defense for High-Value Assets,6,2.61127,3.08682
1157,ROA001,Household Preparedness Campaign,7,-0.46714,4.3674
1157,ROA007,Risk Mapping Dashboard Without Funding,8,-2.13908,5.45852
1158,ROA005,Managed Retreat with Long-Term Support,1,7.80549,0.42842
1158,ROA002,Public Housing Climate Retrofit,2,7.72763,0.41127
1158,ROA006,Drainage Repair and Social Protection Package,3,7.45706,0.41239
1158,ROA008,Mutual Aid Network with Public Capacity Agreement,4,7.16711,0.32777
