simulation_id,pathway_id,pathway,rank,viability_value,winner
1389,SR004,Climate-Resilient Food and Water Strategy,3,7.81758,Distributed Renewable Infrastructure
1389,SR003,Inclusive Urban Resilience Transition,4,7.54587,Distributed Renewable Infrastructure
1389,SR005,Ecosystem Restoration and Livelihood Diversification,5,7.51327,Distributed Renewable Infrastructure
1389,SR002,Circular Regional Production System,6,7.33267,Distributed Renewable Infrastructure
1390,SR004,Climate-Resilient Food and Water Strategy,1,7.68125,Climate-Resilient Food and Water Strategy
1390,SR002,Circular Regional Production System,2,7.527,Climate-Resilient Food and Water Strategy
1390,SR006,Public Health Housing and Heat Resilience Compact,3,7.45445,Climate-Resilient Food and Water Strategy
1390,SR005,Ecosystem Restoration and Livelihood Diversification,4,7.38164,Climate-Resilient Food and Water Strategy
1390,SR003,Inclusive Urban Resilience Transition,5,7.24353,Climate-Resilient Food and Water Strategy
1390,SR001,Distributed Renewable Infrastructure,6,7.172,Climate-Resilient Food and Water Strategy
1391,SR003,Inclusive Urban Resilience Transition,1,7.89935,Inclusive Urban Resilience Transition
1391,SR005,Ecosystem Restoration and Livelihood Diversification,2,7.88279,Inclusive Urban Resilience Transition
1391,SR006,Public Health Housing and Heat Resilience Compact,3,7.81563,Inclusive Urban Resilience Transition
1391,SR002,Circular Regional Production System,4,7.73824,Inclusive Urban Resilience Transition
1391,SR001,Distributed Renewable Infrastructure,5,7.6142,Inclusive Urban Resilience Transition
1391,SR004,Climate-Resilient Food and Water Strategy,6,7.35375,Inclusive Urban Resilience Transition
1392,SR004,Climate-Resilient Food and Water Strategy,1,7.91933,Climate-Resilient Food and Water Strategy
1392,SR003,Inclusive Urban Resilience Transition,2,7.72423,Climate-Resilient Food and Water Strategy
1392,SR002,Circular Regional Production System,3,7.68907,Climate-Resilient Food and Water Strategy
1392,SR005,Ecosystem Restoration and Livelihood Diversification,4,7.61996,Climate-Resilient Food and Water Strategy
1392,SR006,Public Health Housing and Heat Resilience Compact,5,7.49268,Climate-Resilient Food and Water Strategy
1392,SR001,Distributed Renewable Infrastructure,6,7.29924,Climate-Resilient Food and Water Strategy
1393,SR002,Circular Regional Production System,1,7.85521,Circular Regional Production System
1393,SR004,Climate-Resilient Food and Water Strategy,2,7.84733,Circular Regional Production System
1393,SR003,Inclusive Urban Resilience Transition,3,7.74002,Circular Regional Production System
1393,SR006,Public Health Housing and Heat Resilience Compact,4,7.60561,Circular Regional Production System
1393,SR005,Ecosystem Restoration and Livelihood Diversification,5,7.54253,Circular Regional Production System
1393,SR001,Distributed Renewable Infrastructure,6,7.20633,Circular Regional Production System
1394,SR005,Ecosystem Restoration and Livelihood Diversification,1,8.00845,Ecosystem Restoration and Livelihood Diversification
1394,SR003,Inclusive Urban Resilience Transition,2,7.7269,Ecosystem Restoration and Livelihood Diversification
1394,SR001,Distributed Renewable Infrastructure,3,7.70791,Ecosystem Restoration and Livelihood Diversification
1394,SR006,Public Health Housing and Heat Resilience Compact,4,7.49019,Ecosystem Restoration and Livelihood Diversification
1394,SR004,Climate-Resilient Food and Water Strategy,5,7.23644,Ecosystem Restoration and Livelihood Diversification
1394,SR002,Circular Regional Production System,6,7.13243,Ecosystem Restoration and Livelihood Diversification
1395,SR004,Climate-Resilient Food and Water Strategy,1,8.15411,Climate-Resilient Food and Water Strategy
1395,SR002,Circular Regional Production System,2,7.75732,Climate-Resilient Food and Water Strategy
1395,SR005,Ecosystem Restoration and Livelihood Diversification,3,7.58051,Climate-Resilient Food and Water Strategy
1395,SR006,Public Health Housing and Heat Resilience Compact,4,7.49786,Climate-Resilient Food and Water Strategy
1395,SR003,Inclusive Urban Resilience Transition,5,7.43217,Climate-Resilient Food and Water Strategy
1395,SR001,Distributed Renewable Infrastructure,6,7.32344,Climate-Resilient Food and Water Strategy
1396,SR004,Climate-Resilient Food and Water Strategy,1,7.89949,Climate-Resilient Food and Water Strategy
1396,SR005,Ecosystem Restoration and Livelihood Diversification,2,7.71291,Climate-Resilient Food and Water Strategy
1396,SR006,Public Health Housing and Heat Resilience Compact,3,7.5629,Climate-Resilient Food and Water Strategy
1396,SR001,Distributed Renewable Infrastructure,4,7.50936,Climate-Resilient Food and Water Strategy
1396,SR002,Circular Regional Production System,5,7.26368,Climate-Resilient Food and Water Strategy
1396,SR003,Inclusive Urban Resilience Transition,6,6.95255,Climate-Resilient Food and Water Strategy
1397,SR006,Public Health Housing and Heat Resilience Compact,1,7.90492,Public Health Housing and Heat Resilience Compact
1397,SR005,Ecosystem Restoration and Livelihood Diversification,2,7.70933,Public Health Housing and Heat Resilience Compact
1397,SR004,Climate-Resilient Food and Water Strategy,3,7.56168,Public Health Housing and Heat Resilience Compact
1397,SR002,Circular Regional Production System,4,7.51412,Public Health Housing and Heat Resilience Compact
1397,SR003,Inclusive Urban Resilience Transition,5,7.42112,Public Health Housing and Heat Resilience Compact
1397,SR001,Distributed Renewable Infrastructure,6,7.13269,Public Health Housing and Heat Resilience Compact
1398,SR006,Public Health Housing and Heat Resilience Compact,1,7.82115,Public Health Housing and Heat Resilience Compact
1398,SR005,Ecosystem Restoration and Livelihood Diversification,2,7.66756,Public Health Housing and Heat Resilience Compact
1398,SR001,Distributed Renewable Infrastructure,3,7.55331,Public Health Housing and Heat Resilience Compact
1398,SR004,Climate-Resilient Food and Water Strategy,4,7.51101,Public Health Housing and Heat Resilience Compact
1398,SR003,Inclusive Urban Resilience Transition,5,7.36632,Public Health Housing and Heat Resilience Compact
1398,SR002,Circular Regional Production System,6,7.25923,Public Health Housing and Heat Resilience Compact
1399,SR005,Ecosystem Restoration and Livelihood Diversification,1,7.93714,Ecosystem Restoration and Livelihood Diversification
1399,SR003,Inclusive Urban Resilience Transition,2,7.85816,Ecosystem Restoration and Livelihood Diversification
1399,SR006,Public Health Housing and Heat Resilience Compact,3,7.81229,Ecosystem Restoration and Livelihood Diversification
1399,SR004,Climate-Resilient Food and Water Strategy,4,7.4954,Ecosystem Restoration and Livelihood Diversification
1399,SR001,Distributed Renewable Infrastructure,5,7.4194,Ecosystem Restoration and Livelihood Diversification
1399,SR002,Circular Regional Production System,6,7.082,Ecosystem Restoration and Livelihood Diversification
1400,SR004,Climate-Resilient Food and Water Strategy,1,7.84176,Climate-Resilient Food and Water Strategy
1400,SR003,Inclusive Urban Resilience Transition,2,7.60623,Climate-Resilient Food and Water Strategy
1400,SR002,Circular Regional Production System,3,7.59816,Climate-Resilient Food and Water Strategy
1400,SR006,Public Health Housing and Heat Resilience Compact,4,7.48729,Climate-Resilient Food and Water Strategy
1400,SR005,Ecosystem Restoration and Livelihood Diversification,5,7.33147,Climate-Resilient Food and Water Strategy
1400,SR001,Distributed Renewable Infrastructure,6,7.20945,Climate-Resilient Food and Water Strategy
1401,SR006,Public Health Housing and Heat Resilience Compact,1,7.97212,Public Health Housing and Heat Resilience Compact
1401,SR005,Ecosystem Restoration and Livelihood Diversification,2,7.83232,Public Health Housing and Heat Resilience Compact
1401,SR002,Circular Regional Production System,3,7.69401,Public Health Housing and Heat Resilience Compact
1401,SR004,Climate-Resilient Food and Water Strategy,4,7.36412,Public Health Housing and Heat Resilience Compact
1401,SR003,Inclusive Urban Resilience Transition,5,7.33572,Public Health Housing and Heat Resilience Compact
1401,SR001,Distributed Renewable Infrastructure,6,7.0706,Public Health Housing and Heat Resilience Compact
1402,SR006,Public Health Housing and Heat Resilience Compact,1,7.92995,Public Health Housing and Heat Resilience Compact
1402,SR005,Ecosystem Restoration and Livelihood Diversification,2,7.69756,Public Health Housing and Heat Resilience Compact
1402,SR001,Distributed Renewable Infrastructure,3,7.53012,Public Health Housing and Heat Resilience Compact
1402,SR003,Inclusive Urban Resilience Transition,4,7.42832,Public Health Housing and Heat Resilience Compact
1402,SR004,Climate-Resilient Food and Water Strategy,5,7.32387,Public Health Housing and Heat Resilience Compact
1402,SR002,Circular Regional Production System,6,7.1282,Public Health Housing and Heat Resilience Compact
1403,SR003,Inclusive Urban Resilience Transition,1,7.86111,Inclusive Urban Resilience Transition
1403,SR005,Ecosystem Restoration and Livelihood Diversification,2,7.68998,Inclusive Urban Resilience Transition
1403,SR002,Circular Regional Production System,3,7.6601,Inclusive Urban Resilience Transition
1403,SR004,Climate-Resilient Food and Water Strategy,4,7.55957,Inclusive Urban Resilience Transition
1403,SR006,Public Health Housing and Heat Resilience Compact,5,7.31655,Inclusive Urban Resilience Transition
1403,SR001,Distributed Renewable Infrastructure,6,7.26336,Inclusive Urban Resilience Transition
1404,SR002,Circular Regional Production System,1,7.74991,Circular Regional Production System
1404,SR006,Public Health Housing and Heat Resilience Compact,2,7.74493,Circular Regional Production System
1404,SR004,Climate-Resilient Food and Water Strategy,3,7.66625,Circular Regional Production System
1404,SR003,Inclusive Urban Resilience Transition,4,7.34798,Circular Regional Production System
1404,SR005,Ecosystem Restoration and Livelihood Diversification,5,7.34153,Circular Regional Production System
1404,SR001,Distributed Renewable Infrastructure,6,7.13187,Circular Regional Production System
1405,SR004,Climate-Resilient Food and Water Strategy,1,7.68009,Climate-Resilient Food and Water Strategy
1405,SR006,Public Health Housing and Heat Resilience Compact,2,7.57445,Climate-Resilient Food and Water Strategy
1405,SR005,Ecosystem Restoration and Livelihood Diversification,3,7.50086,Climate-Resilient Food and Water Strategy
1405,SR003,Inclusive Urban Resilience Transition,4,7.23293,Climate-Resilient Food and Water Strategy
1405,SR002,Circular Regional Production System,5,7.21056,Climate-Resilient Food and Water Strategy
1405,SR001,Distributed Renewable Infrastructure,6,7.08185,Climate-Resilient Food and Water Strategy
1406,SR006,Public Health Housing and Heat Resilience Compact,1,7.7494,Public Health Housing and Heat Resilience Compact
1406,SR004,Climate-Resilient Food and Water Strategy,2,7.70426,Public Health Housing and Heat Resilience Compact
1406,SR005,Ecosystem Restoration and Livelihood Diversification,3,7.58551,Public Health Housing and Heat Resilience Compact
1406,SR003,Inclusive Urban Resilience Transition,4,7.55489,Public Health Housing and Heat Resilience Compact
1406,SR002,Circular Regional Production System,5,7.55304,Public Health Housing and Heat Resilience Compact
1406,SR001,Distributed Renewable Infrastructure,6,7.53765,Public Health Housing and Heat Resilience Compact
1407,SR002,Circular Regional Production System,1,7.47849,Circular Regional Production System
1407,SR006,Public Health Housing and Heat Resilience Compact,2,7.43052,Circular Regional Production System
1407,SR004,Climate-Resilient Food and Water Strategy,3,7.42479,Circular Regional Production System
1407,SR005,Ecosystem Restoration and Livelihood Diversification,4,7.34786,Circular Regional Production System
1407,SR003,Inclusive Urban Resilience Transition,5,7.34295,Circular Regional Production System
1407,SR001,Distributed Renewable Infrastructure,6,7.33412,Circular Regional Production System
1408,SR002,Circular Regional Production System,1,8.07113,Circular Regional Production System
1408,SR004,Climate-Resilient Food and Water Strategy,2,7.87739,Circular Regional Production System
1408,SR006,Public Health Housing and Heat Resilience Compact,3,7.7445,Circular Regional Production System
1408,SR001,Distributed Renewable Infrastructure,4,7.55853,Circular Regional Production System
1408,SR003,Inclusive Urban Resilience Transition,5,7.37301,Circular Regional Production System
1408,SR005,Ecosystem Restoration and Livelihood Diversification,6,7.20389,Circular Regional Production System
1409,SR005,Ecosystem Restoration and Livelihood Diversification,1,7.87056,Ecosystem Restoration and Livelihood Diversification
1409,SR006,Public Health Housing and Heat Resilience Compact,2,7.7923,Ecosystem Restoration and Livelihood Diversification
1409,SR002,Circular Regional Production System,3,7.715,Ecosystem Restoration and Livelihood Diversification
1409,SR001,Distributed Renewable Infrastructure,4,7.54518,Ecosystem Restoration and Livelihood Diversification
1409,SR003,Inclusive Urban Resilience Transition,5,7.48057,Ecosystem Restoration and Livelihood Diversification
