simulation_id,strategy_id,strategy,rank,supply_chain_resilience_value,winner
1705,SC001,Supplier Diversification and Qualification Program,2,7.17931,Climate-Adjusted Infrastructure and Port Resilience Plan
1705,SC002,Regional Buffer Inventory for Critical Goods,3,7.04327,Climate-Adjusted Infrastructure and Port Resilience Plan
1705,SC004,Multi-Route Logistics and Chokepoint Redesign,4,6.98965,Climate-Adjusted Infrastructure and Port Resilience Plan
1705,SC003,Digital End-to-End Visibility and Cyber Resilience Platform,5,6.98255,Climate-Adjusted Infrastructure and Port Resilience Plan
1705,SC006,Fair Supplier Finance and Labor Continuity Program,6,6.75053,Climate-Adjusted Infrastructure and Port Resilience Plan
1706,SC004,Multi-Route Logistics and Chokepoint Redesign,1,7.4476,Multi-Route Logistics and Chokepoint Redesign
1706,SC001,Supplier Diversification and Qualification Program,2,7.25089,Multi-Route Logistics and Chokepoint Redesign
1706,SC005,Climate-Adjusted Infrastructure and Port Resilience Plan,3,7.09381,Multi-Route Logistics and Chokepoint Redesign
1706,SC003,Digital End-to-End Visibility and Cyber Resilience Platform,4,6.95833,Multi-Route Logistics and Chokepoint Redesign
1706,SC006,Fair Supplier Finance and Labor Continuity Program,5,6.8432,Multi-Route Logistics and Chokepoint Redesign
1706,SC002,Regional Buffer Inventory for Critical Goods,6,6.64076,Multi-Route Logistics and Chokepoint Redesign
1707,SC005,Climate-Adjusted Infrastructure and Port Resilience Plan,1,7.2913,Climate-Adjusted Infrastructure and Port Resilience Plan
1707,SC004,Multi-Route Logistics and Chokepoint Redesign,2,7.19129,Climate-Adjusted Infrastructure and Port Resilience Plan
1707,SC003,Digital End-to-End Visibility and Cyber Resilience Platform,3,7.032,Climate-Adjusted Infrastructure and Port Resilience Plan
1707,SC001,Supplier Diversification and Qualification Program,4,6.93363,Climate-Adjusted Infrastructure and Port Resilience Plan
1707,SC006,Fair Supplier Finance and Labor Continuity Program,5,6.46833,Climate-Adjusted Infrastructure and Port Resilience Plan
1707,SC002,Regional Buffer Inventory for Critical Goods,6,6.44721,Climate-Adjusted Infrastructure and Port Resilience Plan
1708,SC001,Supplier Diversification and Qualification Program,1,7.12211,Supplier Diversification and Qualification Program
1708,SC004,Multi-Route Logistics and Chokepoint Redesign,2,7.10892,Supplier Diversification and Qualification Program
1708,SC005,Climate-Adjusted Infrastructure and Port Resilience Plan,3,7.02343,Supplier Diversification and Qualification Program
1708,SC002,Regional Buffer Inventory for Critical Goods,4,6.88711,Supplier Diversification and Qualification Program
1708,SC006,Fair Supplier Finance and Labor Continuity Program,5,6.82775,Supplier Diversification and Qualification Program
1708,SC003,Digital End-to-End Visibility and Cyber Resilience Platform,6,6.80361,Supplier Diversification and Qualification Program
1709,SC004,Multi-Route Logistics and Chokepoint Redesign,1,7.43076,Multi-Route Logistics and Chokepoint Redesign
1709,SC005,Climate-Adjusted Infrastructure and Port Resilience Plan,2,7.08421,Multi-Route Logistics and Chokepoint Redesign
1709,SC006,Fair Supplier Finance and Labor Continuity Program,3,7.06191,Multi-Route Logistics and Chokepoint Redesign
1709,SC003,Digital End-to-End Visibility and Cyber Resilience Platform,4,6.82389,Multi-Route Logistics and Chokepoint Redesign
1709,SC001,Supplier Diversification and Qualification Program,5,6.81586,Multi-Route Logistics and Chokepoint Redesign
1709,SC002,Regional Buffer Inventory for Critical Goods,6,6.80929,Multi-Route Logistics and Chokepoint Redesign
1710,SC005,Climate-Adjusted Infrastructure and Port Resilience Plan,1,7.4438,Climate-Adjusted Infrastructure and Port Resilience Plan
1710,SC004,Multi-Route Logistics and Chokepoint Redesign,2,7.32963,Climate-Adjusted Infrastructure and Port Resilience Plan
1710,SC006,Fair Supplier Finance and Labor Continuity Program,3,6.90838,Climate-Adjusted Infrastructure and Port Resilience Plan
1710,SC003,Digital End-to-End Visibility and Cyber Resilience Platform,4,6.88437,Climate-Adjusted Infrastructure and Port Resilience Plan
1710,SC001,Supplier Diversification and Qualification Program,5,6.81692,Climate-Adjusted Infrastructure and Port Resilience Plan
1710,SC002,Regional Buffer Inventory for Critical Goods,6,6.04285,Climate-Adjusted Infrastructure and Port Resilience Plan
1711,SC001,Supplier Diversification and Qualification Program,1,7.48334,Supplier Diversification and Qualification Program
1711,SC006,Fair Supplier Finance and Labor Continuity Program,2,7.24598,Supplier Diversification and Qualification Program
1711,SC004,Multi-Route Logistics and Chokepoint Redesign,3,7.146,Supplier Diversification and Qualification Program
1711,SC005,Climate-Adjusted Infrastructure and Port Resilience Plan,4,7.1039,Supplier Diversification and Qualification Program
1711,SC003,Digital End-to-End Visibility and Cyber Resilience Platform,5,7.01879,Supplier Diversification and Qualification Program
1711,SC002,Regional Buffer Inventory for Critical Goods,6,7.01184,Supplier Diversification and Qualification Program
1712,SC004,Multi-Route Logistics and Chokepoint Redesign,1,7.08091,Multi-Route Logistics and Chokepoint Redesign
1712,SC003,Digital End-to-End Visibility and Cyber Resilience Platform,2,7.04443,Multi-Route Logistics and Chokepoint Redesign
1712,SC001,Supplier Diversification and Qualification Program,3,7.02622,Multi-Route Logistics and Chokepoint Redesign
1712,SC005,Climate-Adjusted Infrastructure and Port Resilience Plan,4,6.83891,Multi-Route Logistics and Chokepoint Redesign
1712,SC002,Regional Buffer Inventory for Critical Goods,5,6.83021,Multi-Route Logistics and Chokepoint Redesign
1712,SC006,Fair Supplier Finance and Labor Continuity Program,6,6.68079,Multi-Route Logistics and Chokepoint Redesign
1713,SC004,Multi-Route Logistics and Chokepoint Redesign,1,7.35704,Multi-Route Logistics and Chokepoint Redesign
1713,SC005,Climate-Adjusted Infrastructure and Port Resilience Plan,2,7.31974,Multi-Route Logistics and Chokepoint Redesign
1713,SC001,Supplier Diversification and Qualification Program,3,7.29834,Multi-Route Logistics and Chokepoint Redesign
1713,SC003,Digital End-to-End Visibility and Cyber Resilience Platform,4,7.06107,Multi-Route Logistics and Chokepoint Redesign
1713,SC006,Fair Supplier Finance and Labor Continuity Program,5,6.93267,Multi-Route Logistics and Chokepoint Redesign
1713,SC002,Regional Buffer Inventory for Critical Goods,6,6.79301,Multi-Route Logistics and Chokepoint Redesign
1714,SC004,Multi-Route Logistics and Chokepoint Redesign,1,7.21857,Multi-Route Logistics and Chokepoint Redesign
1714,SC006,Fair Supplier Finance and Labor Continuity Program,2,7.03679,Multi-Route Logistics and Chokepoint Redesign
1714,SC005,Climate-Adjusted Infrastructure and Port Resilience Plan,3,7.02696,Multi-Route Logistics and Chokepoint Redesign
1714,SC002,Regional Buffer Inventory for Critical Goods,4,6.98908,Multi-Route Logistics and Chokepoint Redesign
1714,SC001,Supplier Diversification and Qualification Program,5,6.93993,Multi-Route Logistics and Chokepoint Redesign
1714,SC003,Digital End-to-End Visibility and Cyber Resilience Platform,6,6.70286,Multi-Route Logistics and Chokepoint Redesign
1715,SC005,Climate-Adjusted Infrastructure and Port Resilience Plan,1,7.55179,Climate-Adjusted Infrastructure and Port Resilience Plan
1715,SC003,Digital End-to-End Visibility and Cyber Resilience Platform,2,7.44245,Climate-Adjusted Infrastructure and Port Resilience Plan
1715,SC001,Supplier Diversification and Qualification Program,3,7.1496,Climate-Adjusted Infrastructure and Port Resilience Plan
1715,SC004,Multi-Route Logistics and Chokepoint Redesign,4,7.12772,Climate-Adjusted Infrastructure and Port Resilience Plan
1715,SC006,Fair Supplier Finance and Labor Continuity Program,5,7.08959,Climate-Adjusted Infrastructure and Port Resilience Plan
1715,SC002,Regional Buffer Inventory for Critical Goods,6,6.81359,Climate-Adjusted Infrastructure and Port Resilience Plan
1716,SC005,Climate-Adjusted Infrastructure and Port Resilience Plan,1,7.20208,Climate-Adjusted Infrastructure and Port Resilience Plan
1716,SC004,Multi-Route Logistics and Chokepoint Redesign,2,7.0725,Climate-Adjusted Infrastructure and Port Resilience Plan
1716,SC006,Fair Supplier Finance and Labor Continuity Program,3,7.04538,Climate-Adjusted Infrastructure and Port Resilience Plan
1716,SC001,Supplier Diversification and Qualification Program,4,6.88213,Climate-Adjusted Infrastructure and Port Resilience Plan
1716,SC003,Digital End-to-End Visibility and Cyber Resilience Platform,5,6.87129,Climate-Adjusted Infrastructure and Port Resilience Plan
1716,SC002,Regional Buffer Inventory for Critical Goods,6,6.81437,Climate-Adjusted Infrastructure and Port Resilience Plan
1717,SC004,Multi-Route Logistics and Chokepoint Redesign,1,7.19848,Multi-Route Logistics and Chokepoint Redesign
1717,SC003,Digital End-to-End Visibility and Cyber Resilience Platform,2,7.12491,Multi-Route Logistics and Chokepoint Redesign
1717,SC005,Climate-Adjusted Infrastructure and Port Resilience Plan,3,7.02458,Multi-Route Logistics and Chokepoint Redesign
1717,SC002,Regional Buffer Inventory for Critical Goods,4,6.99563,Multi-Route Logistics and Chokepoint Redesign
1717,SC001,Supplier Diversification and Qualification Program,5,6.93556,Multi-Route Logistics and Chokepoint Redesign
1717,SC006,Fair Supplier Finance and Labor Continuity Program,6,6.46671,Multi-Route Logistics and Chokepoint Redesign
1718,SC005,Climate-Adjusted Infrastructure and Port Resilience Plan,1,7.52451,Climate-Adjusted Infrastructure and Port Resilience Plan
1718,SC001,Supplier Diversification and Qualification Program,2,7.44438,Climate-Adjusted Infrastructure and Port Resilience Plan
1718,SC003,Digital End-to-End Visibility and Cyber Resilience Platform,3,7.07431,Climate-Adjusted Infrastructure and Port Resilience Plan
1718,SC006,Fair Supplier Finance and Labor Continuity Program,4,6.97126,Climate-Adjusted Infrastructure and Port Resilience Plan
1718,SC004,Multi-Route Logistics and Chokepoint Redesign,5,6.88873,Climate-Adjusted Infrastructure and Port Resilience Plan
1718,SC002,Regional Buffer Inventory for Critical Goods,6,6.64584,Climate-Adjusted Infrastructure and Port Resilience Plan
1719,SC005,Climate-Adjusted Infrastructure and Port Resilience Plan,1,7.36121,Climate-Adjusted Infrastructure and Port Resilience Plan
1719,SC004,Multi-Route Logistics and Chokepoint Redesign,2,7.25929,Climate-Adjusted Infrastructure and Port Resilience Plan
1719,SC006,Fair Supplier Finance and Labor Continuity Program,3,7.09324,Climate-Adjusted Infrastructure and Port Resilience Plan
1719,SC003,Digital End-to-End Visibility and Cyber Resilience Platform,4,7.00249,Climate-Adjusted Infrastructure and Port Resilience Plan
1719,SC001,Supplier Diversification and Qualification Program,5,6.73549,Climate-Adjusted Infrastructure and Port Resilience Plan
1719,SC002,Regional Buffer Inventory for Critical Goods,6,6.66238,Climate-Adjusted Infrastructure and Port Resilience Plan
1720,SC001,Supplier Diversification and Qualification Program,1,7.14927,Supplier Diversification and Qualification Program
1720,SC006,Fair Supplier Finance and Labor Continuity Program,2,7.05113,Supplier Diversification and Qualification Program
1720,SC005,Climate-Adjusted Infrastructure and Port Resilience Plan,3,7.04907,Supplier Diversification and Qualification Program
1720,SC004,Multi-Route Logistics and Chokepoint Redesign,4,6.98131,Supplier Diversification and Qualification Program
1720,SC002,Regional Buffer Inventory for Critical Goods,5,6.67047,Supplier Diversification and Qualification Program
1720,SC003,Digital End-to-End Visibility and Cyber Resilience Platform,6,6.60284,Supplier Diversification and Qualification Program
1721,SC005,Climate-Adjusted Infrastructure and Port Resilience Plan,1,7.47366,Climate-Adjusted Infrastructure and Port Resilience Plan
1721,SC004,Multi-Route Logistics and Chokepoint Redesign,2,7.16342,Climate-Adjusted Infrastructure and Port Resilience Plan
1721,SC001,Supplier Diversification and Qualification Program,3,7.10683,Climate-Adjusted Infrastructure and Port Resilience Plan
1721,SC003,Digital End-to-End Visibility and Cyber Resilience Platform,4,6.88899,Climate-Adjusted Infrastructure and Port Resilience Plan
1721,SC006,Fair Supplier Finance and Labor Continuity Program,5,6.80077,Climate-Adjusted Infrastructure and Port Resilience Plan
1721,SC002,Regional Buffer Inventory for Critical Goods,6,6.62545,Climate-Adjusted Infrastructure and Port Resilience Plan
1722,SC004,Multi-Route Logistics and Chokepoint Redesign,1,7.53105,Multi-Route Logistics and Chokepoint Redesign
1722,SC005,Climate-Adjusted Infrastructure and Port Resilience Plan,2,6.99757,Multi-Route Logistics and Chokepoint Redesign
1722,SC006,Fair Supplier Finance and Labor Continuity Program,3,6.99431,Multi-Route Logistics and Chokepoint Redesign
1722,SC003,Digital End-to-End Visibility and Cyber Resilience Platform,4,6.96574,Multi-Route Logistics and Chokepoint Redesign
1722,SC001,Supplier Diversification and Qualification Program,5,6.84068,Multi-Route Logistics and Chokepoint Redesign
1722,SC002,Regional Buffer Inventory for Critical Goods,6,6.72612,Multi-Route Logistics and Chokepoint Redesign
1723,SC005,Climate-Adjusted Infrastructure and Port Resilience Plan,1,7.40774,Climate-Adjusted Infrastructure and Port Resilience Plan
1723,SC004,Multi-Route Logistics and Chokepoint Redesign,2,7.29479,Climate-Adjusted Infrastructure and Port Resilience Plan
1723,SC006,Fair Supplier Finance and Labor Continuity Program,3,7.09521,Climate-Adjusted Infrastructure and Port Resilience Plan
1723,SC003,Digital End-to-End Visibility and Cyber Resilience Platform,4,7.04624,Climate-Adjusted Infrastructure and Port Resilience Plan
1723,SC001,Supplier Diversification and Qualification Program,5,6.88166,Climate-Adjusted Infrastructure and Port Resilience Plan
1723,SC002,Regional Buffer Inventory for Critical Goods,6,6.50908,Climate-Adjusted Infrastructure and Port Resilience Plan
1724,SC004,Multi-Route Logistics and Chokepoint Redesign,1,7.25174,Multi-Route Logistics and Chokepoint Redesign
1724,SC001,Supplier Diversification and Qualification Program,2,7.17297,Multi-Route Logistics and Chokepoint Redesign
1724,SC003,Digital End-to-End Visibility and Cyber Resilience Platform,3,7.12835,Multi-Route Logistics and Chokepoint Redesign
1724,SC005,Climate-Adjusted Infrastructure and Port Resilience Plan,4,7.04285,Multi-Route Logistics and Chokepoint Redesign
1724,SC006,Fair Supplier Finance and Labor Continuity Program,5,6.80273,Multi-Route Logistics and Chokepoint Redesign
1724,SC002,Regional Buffer Inventory for Critical Goods,6,6.71393,Multi-Route Logistics and Chokepoint Redesign
1725,SC003,Digital End-to-End Visibility and Cyber Resilience Platform,1,7.1754,Digital End-to-End Visibility and Cyber Resilience Platform
