simulation_id,strategy_id,strategy,rank,ai_resilience_value,winner
1131,AIR006,AI Governance Audit and Drift Monitoring,3,8.07318,AI Decision Support with Human Oversight
1131,AIR005,Participatory AI and Local Knowledge Integration,4,8.01381,AI Decision Support with Human Oversight
1131,AIR007,AI Security and Misuse Resistance,5,8.01206,AI Decision Support with Human Oversight
1131,AIR001,AI Early Warning and Anomaly Detection,6,7.82728,AI Decision Support with Human Oversight
1131,AIR003,AI-Assisted Infrastructure Maintenance,7,7.80494,AI Decision Support with Human Oversight
1132,AIR006,AI Governance Audit and Drift Monitoring,1,8.42494,AI Governance Audit and Drift Monitoring
1132,AIR007,AI Security and Misuse Resistance,2,8.19972,AI Governance Audit and Drift Monitoring
1132,AIR002,AI Scenario Modeling and Stress Testing,3,8.16226,AI Governance Audit and Drift Monitoring
1132,AIR004,AI Decision Support with Human Oversight,4,8.15704,AI Governance Audit and Drift Monitoring
1132,AIR005,Participatory AI and Local Knowledge Integration,5,8.03108,AI Governance Audit and Drift Monitoring
1132,AIR003,AI-Assisted Infrastructure Maintenance,6,7.83861,AI Governance Audit and Drift Monitoring
1132,AIR001,AI Early Warning and Anomaly Detection,7,7.65873,AI Governance Audit and Drift Monitoring
1133,AIR006,AI Governance Audit and Drift Monitoring,1,8.80839,AI Governance Audit and Drift Monitoring
1133,AIR007,AI Security and Misuse Resistance,2,8.27602,AI Governance Audit and Drift Monitoring
1133,AIR005,Participatory AI and Local Knowledge Integration,3,8.09774,AI Governance Audit and Drift Monitoring
1133,AIR002,AI Scenario Modeling and Stress Testing,4,8.06303,AI Governance Audit and Drift Monitoring
1133,AIR001,AI Early Warning and Anomaly Detection,5,7.87592,AI Governance Audit and Drift Monitoring
1133,AIR004,AI Decision Support with Human Oversight,6,7.86974,AI Governance Audit and Drift Monitoring
1133,AIR003,AI-Assisted Infrastructure Maintenance,7,7.71803,AI Governance Audit and Drift Monitoring
1134,AIR005,Participatory AI and Local Knowledge Integration,1,8.31879,Participatory AI and Local Knowledge Integration
1134,AIR007,AI Security and Misuse Resistance,2,8.0705,Participatory AI and Local Knowledge Integration
1134,AIR006,AI Governance Audit and Drift Monitoring,3,8.05903,Participatory AI and Local Knowledge Integration
1134,AIR002,AI Scenario Modeling and Stress Testing,4,7.88815,Participatory AI and Local Knowledge Integration
1134,AIR004,AI Decision Support with Human Oversight,5,7.82098,Participatory AI and Local Knowledge Integration
1134,AIR003,AI-Assisted Infrastructure Maintenance,6,7.77685,Participatory AI and Local Knowledge Integration
1134,AIR001,AI Early Warning and Anomaly Detection,7,7.66995,Participatory AI and Local Knowledge Integration
1135,AIR002,AI Scenario Modeling and Stress Testing,1,8.11848,AI Scenario Modeling and Stress Testing
1135,AIR006,AI Governance Audit and Drift Monitoring,2,7.99645,AI Scenario Modeling and Stress Testing
1135,AIR004,AI Decision Support with Human Oversight,3,7.93737,AI Scenario Modeling and Stress Testing
1135,AIR007,AI Security and Misuse Resistance,4,7.92885,AI Scenario Modeling and Stress Testing
1135,AIR005,Participatory AI and Local Knowledge Integration,5,7.83953,AI Scenario Modeling and Stress Testing
1135,AIR003,AI-Assisted Infrastructure Maintenance,6,7.74573,AI Scenario Modeling and Stress Testing
1135,AIR001,AI Early Warning and Anomaly Detection,7,7.6191,AI Scenario Modeling and Stress Testing
1136,AIR006,AI Governance Audit and Drift Monitoring,1,8.27732,AI Governance Audit and Drift Monitoring
1136,AIR004,AI Decision Support with Human Oversight,2,8.09252,AI Governance Audit and Drift Monitoring
1136,AIR005,Participatory AI and Local Knowledge Integration,3,8.00769,AI Governance Audit and Drift Monitoring
1136,AIR007,AI Security and Misuse Resistance,4,7.95945,AI Governance Audit and Drift Monitoring
1136,AIR001,AI Early Warning and Anomaly Detection,5,7.82958,AI Governance Audit and Drift Monitoring
1136,AIR002,AI Scenario Modeling and Stress Testing,6,7.80274,AI Governance Audit and Drift Monitoring
1136,AIR003,AI-Assisted Infrastructure Maintenance,7,7.67749,AI Governance Audit and Drift Monitoring
1137,AIR006,AI Governance Audit and Drift Monitoring,1,8.34962,AI Governance Audit and Drift Monitoring
1137,AIR005,Participatory AI and Local Knowledge Integration,2,8.1052,AI Governance Audit and Drift Monitoring
1137,AIR003,AI-Assisted Infrastructure Maintenance,3,7.90691,AI Governance Audit and Drift Monitoring
1137,AIR004,AI Decision Support with Human Oversight,4,7.8551,AI Governance Audit and Drift Monitoring
1137,AIR002,AI Scenario Modeling and Stress Testing,5,7.8491,AI Governance Audit and Drift Monitoring
1137,AIR001,AI Early Warning and Anomaly Detection,6,7.72258,AI Governance Audit and Drift Monitoring
1137,AIR007,AI Security and Misuse Resistance,7,7.64592,AI Governance Audit and Drift Monitoring
1138,AIR007,AI Security and Misuse Resistance,1,8.2206,AI Security and Misuse Resistance
1138,AIR006,AI Governance Audit and Drift Monitoring,2,8.17761,AI Security and Misuse Resistance
1138,AIR005,Participatory AI and Local Knowledge Integration,3,8.08112,AI Security and Misuse Resistance
1138,AIR004,AI Decision Support with Human Oversight,4,7.87129,AI Security and Misuse Resistance
1138,AIR003,AI-Assisted Infrastructure Maintenance,5,7.84992,AI Security and Misuse Resistance
1138,AIR002,AI Scenario Modeling and Stress Testing,6,7.82611,AI Security and Misuse Resistance
1138,AIR001,AI Early Warning and Anomaly Detection,7,7.74573,AI Security and Misuse Resistance
1139,AIR006,AI Governance Audit and Drift Monitoring,1,8.42833,AI Governance Audit and Drift Monitoring
1139,AIR005,Participatory AI and Local Knowledge Integration,2,8.20952,AI Governance Audit and Drift Monitoring
1139,AIR001,AI Early Warning and Anomaly Detection,3,8.08237,AI Governance Audit and Drift Monitoring
1139,AIR007,AI Security and Misuse Resistance,4,8.02149,AI Governance Audit and Drift Monitoring
1139,AIR004,AI Decision Support with Human Oversight,5,7.9453,AI Governance Audit and Drift Monitoring
1139,AIR002,AI Scenario Modeling and Stress Testing,6,7.94119,AI Governance Audit and Drift Monitoring
1139,AIR003,AI-Assisted Infrastructure Maintenance,7,7.64142,AI Governance Audit and Drift Monitoring
1140,AIR006,AI Governance Audit and Drift Monitoring,1,8.36217,AI Governance Audit and Drift Monitoring
1140,AIR005,Participatory AI and Local Knowledge Integration,2,8.14415,AI Governance Audit and Drift Monitoring
1140,AIR004,AI Decision Support with Human Oversight,3,7.99839,AI Governance Audit and Drift Monitoring
1140,AIR007,AI Security and Misuse Resistance,4,7.96386,AI Governance Audit and Drift Monitoring
1140,AIR002,AI Scenario Modeling and Stress Testing,5,7.94302,AI Governance Audit and Drift Monitoring
1140,AIR003,AI-Assisted Infrastructure Maintenance,6,7.7398,AI Governance Audit and Drift Monitoring
1140,AIR001,AI Early Warning and Anomaly Detection,7,7.62139,AI Governance Audit and Drift Monitoring
1141,AIR006,AI Governance Audit and Drift Monitoring,1,8.57428,AI Governance Audit and Drift Monitoring
1141,AIR004,AI Decision Support with Human Oversight,2,8.16481,AI Governance Audit and Drift Monitoring
1141,AIR005,Participatory AI and Local Knowledge Integration,3,7.92057,AI Governance Audit and Drift Monitoring
1141,AIR002,AI Scenario Modeling and Stress Testing,4,7.84519,AI Governance Audit and Drift Monitoring
1141,AIR007,AI Security and Misuse Resistance,5,7.81986,AI Governance Audit and Drift Monitoring
1141,AIR001,AI Early Warning and Anomaly Detection,6,7.6752,AI Governance Audit and Drift Monitoring
1141,AIR003,AI-Assisted Infrastructure Maintenance,7,7.66704,AI Governance Audit and Drift Monitoring
1142,AIR005,Participatory AI and Local Knowledge Integration,1,8.16996,Participatory AI and Local Knowledge Integration
1142,AIR004,AI Decision Support with Human Oversight,2,8.10815,Participatory AI and Local Knowledge Integration
1142,AIR006,AI Governance Audit and Drift Monitoring,3,8.07795,Participatory AI and Local Knowledge Integration
1142,AIR001,AI Early Warning and Anomaly Detection,4,8.02516,Participatory AI and Local Knowledge Integration
1142,AIR003,AI-Assisted Infrastructure Maintenance,5,7.87652,Participatory AI and Local Knowledge Integration
1142,AIR007,AI Security and Misuse Resistance,6,7.75848,Participatory AI and Local Knowledge Integration
1142,AIR002,AI Scenario Modeling and Stress Testing,7,7.69658,Participatory AI and Local Knowledge Integration
1143,AIR004,AI Decision Support with Human Oversight,1,8.42876,AI Decision Support with Human Oversight
1143,AIR006,AI Governance Audit and Drift Monitoring,2,8.38931,AI Decision Support with Human Oversight
1143,AIR005,Participatory AI and Local Knowledge Integration,3,8.07374,AI Decision Support with Human Oversight
1143,AIR007,AI Security and Misuse Resistance,4,7.93373,AI Decision Support with Human Oversight
1143,AIR003,AI-Assisted Infrastructure Maintenance,5,7.87927,AI Decision Support with Human Oversight
1143,AIR001,AI Early Warning and Anomaly Detection,6,7.82663,AI Decision Support with Human Oversight
1143,AIR002,AI Scenario Modeling and Stress Testing,7,7.79539,AI Decision Support with Human Oversight
1144,AIR006,AI Governance Audit and Drift Monitoring,1,8.24199,AI Governance Audit and Drift Monitoring
1144,AIR007,AI Security and Misuse Resistance,2,8.07353,AI Governance Audit and Drift Monitoring
1144,AIR004,AI Decision Support with Human Oversight,3,8.00248,AI Governance Audit and Drift Monitoring
1144,AIR002,AI Scenario Modeling and Stress Testing,4,7.88696,AI Governance Audit and Drift Monitoring
1144,AIR005,Participatory AI and Local Knowledge Integration,5,7.76156,AI Governance Audit and Drift Monitoring
1144,AIR001,AI Early Warning and Anomaly Detection,6,7.70231,AI Governance Audit and Drift Monitoring
1144,AIR003,AI-Assisted Infrastructure Maintenance,7,7.6365,AI Governance Audit and Drift Monitoring
1145,AIR006,AI Governance Audit and Drift Monitoring,1,8.30051,AI Governance Audit and Drift Monitoring
1145,AIR004,AI Decision Support with Human Oversight,2,8.10256,AI Governance Audit and Drift Monitoring
1145,AIR007,AI Security and Misuse Resistance,3,8.07389,AI Governance Audit and Drift Monitoring
1145,AIR005,Participatory AI and Local Knowledge Integration,4,8.02711,AI Governance Audit and Drift Monitoring
1145,AIR003,AI-Assisted Infrastructure Maintenance,5,7.9579,AI Governance Audit and Drift Monitoring
1145,AIR002,AI Scenario Modeling and Stress Testing,6,7.90933,AI Governance Audit and Drift Monitoring
1145,AIR001,AI Early Warning and Anomaly Detection,7,7.90687,AI Governance Audit and Drift Monitoring
1146,AIR006,AI Governance Audit and Drift Monitoring,1,8.33926,AI Governance Audit and Drift Monitoring
1146,AIR007,AI Security and Misuse Resistance,2,8.3127,AI Governance Audit and Drift Monitoring
1146,AIR002,AI Scenario Modeling and Stress Testing,3,8.17395,AI Governance Audit and Drift Monitoring
1146,AIR004,AI Decision Support with Human Oversight,4,8.05777,AI Governance Audit and Drift Monitoring
1146,AIR005,Participatory AI and Local Knowledge Integration,5,8.04689,AI Governance Audit and Drift Monitoring
1146,AIR001,AI Early Warning and Anomaly Detection,6,7.96143,AI Governance Audit and Drift Monitoring
1146,AIR003,AI-Assisted Infrastructure Maintenance,7,7.65781,AI Governance Audit and Drift Monitoring
1147,AIR006,AI Governance Audit and Drift Monitoring,1,8.34676,AI Governance Audit and Drift Monitoring
1147,AIR002,AI Scenario Modeling and Stress Testing,2,8.20136,AI Governance Audit and Drift Monitoring
1147,AIR005,Participatory AI and Local Knowledge Integration,3,8.12209,AI Governance Audit and Drift Monitoring
1147,AIR004,AI Decision Support with Human Oversight,4,7.92729,AI Governance Audit and Drift Monitoring
1147,AIR003,AI-Assisted Infrastructure Maintenance,5,7.80071,AI Governance Audit and Drift Monitoring
1147,AIR001,AI Early Warning and Anomaly Detection,6,7.77507,AI Governance Audit and Drift Monitoring
1147,AIR007,AI Security and Misuse Resistance,7,7.62723,AI Governance Audit and Drift Monitoring
1148,AIR004,AI Decision Support with Human Oversight,1,8.36102,AI Decision Support with Human Oversight
1148,AIR007,AI Security and Misuse Resistance,2,8.22689,AI Decision Support with Human Oversight
1148,AIR006,AI Governance Audit and Drift Monitoring,3,8.1053,AI Decision Support with Human Oversight
1148,AIR002,AI Scenario Modeling and Stress Testing,4,8.09606,AI Decision Support with Human Oversight
1148,AIR001,AI Early Warning and Anomaly Detection,5,8.00867,AI Decision Support with Human Oversight
1148,AIR005,Participatory AI and Local Knowledge Integration,6,7.91738,AI Decision Support with Human Oversight
1148,AIR003,AI-Assisted Infrastructure Maintenance,7,7.87353,AI Decision Support with Human Oversight
1149,AIR004,AI Decision Support with Human Oversight,1,8.52194,AI Decision Support with Human Oversight
1149,AIR006,AI Governance Audit and Drift Monitoring,2,8.24555,AI Decision Support with Human Oversight
1149,AIR007,AI Security and Misuse Resistance,3,8.06492,AI Decision Support with Human Oversight
1149,AIR005,Participatory AI and Local Knowledge Integration,4,8.00716,AI Decision Support with Human Oversight
1149,AIR002,AI Scenario Modeling and Stress Testing,5,8.0055,AI Decision Support with Human Oversight
1149,AIR003,AI-Assisted Infrastructure Maintenance,6,7.7143,AI Decision Support with Human Oversight
1149,AIR001,AI Early Warning and Anomaly Detection,7,7.57298,AI Decision Support with Human Oversight
1150,AIR005,Participatory AI and Local Knowledge Integration,1,8.16008,Participatory AI and Local Knowledge Integration
1150,AIR004,AI Decision Support with Human Oversight,2,8.14114,Participatory AI and Local Knowledge Integration
1150,AIR007,AI Security and Misuse Resistance,3,8.11618,Participatory AI and Local Knowledge Integration
1150,AIR006,AI Governance Audit and Drift Monitoring,4,8.02114,Participatory AI and Local Knowledge Integration
1150,AIR002,AI Scenario Modeling and Stress Testing,5,7.87592,Participatory AI and Local Knowledge Integration
1150,AIR001,AI Early Warning and Anomaly Detection,6,7.749,Participatory AI and Local Knowledge Integration
1150,AIR003,AI-Assisted Infrastructure Maintenance,7,7.56275,Participatory AI and Local Knowledge Integration
1151,AIR006,AI Governance Audit and Drift Monitoring,1,8.28513,AI Governance Audit and Drift Monitoring
1151,AIR004,AI Decision Support with Human Oversight,2,8.19631,AI Governance Audit and Drift Monitoring
1151,AIR005,Participatory AI and Local Knowledge Integration,3,7.91341,AI Governance Audit and Drift Monitoring
1151,AIR002,AI Scenario Modeling and Stress Testing,4,7.88099,AI Governance Audit and Drift Monitoring
1151,AIR007,AI Security and Misuse Resistance,5,7.76725,AI Governance Audit and Drift Monitoring
1151,AIR001,AI Early Warning and Anomaly Detection,6,7.73131,AI Governance Audit and Drift Monitoring
1151,AIR003,AI-Assisted Infrastructure Maintenance,7,7.53527,AI Governance Audit and Drift Monitoring
