simulation_id,strategy_id,strategy,rank,adjusted_ethical_resilience_value
1580,ERS008,Data Rights and Anti-Surveillance Resilience Program,4,7.33197
1580,ERS007,Equity-Weighted Recovery Fund,5,7.28812
1580,ERS002,Managed Retreat with Social Protection,6,7.23823
1580,ERS001,Targeted Flood Defense Upgrade,7,5.84689
1580,ERS004,Critical Infrastructure Hardening Only,8,5.00491
1581,ERS007,Equity-Weighted Recovery Fund,1,7.6111
1581,ERS003,Community-Led Heat Resilience Network,2,7.47614
1581,ERS005,Public Housing Climate Retrofit Program,3,7.47056
1581,ERS008,Data Rights and Anti-Surveillance Resilience Program,4,7.38563
1581,ERS006,Watershed Restoration with Indigenous Co-Governance,5,7.35219
1581,ERS002,Managed Retreat with Social Protection,6,7.33253
1581,ERS001,Targeted Flood Defense Upgrade,7,6.12524
1581,ERS004,Critical Infrastructure Hardening Only,8,4.91575
1582,ERS006,Watershed Restoration with Indigenous Co-Governance,1,7.85445
1582,ERS002,Managed Retreat with Social Protection,2,7.6245
1582,ERS005,Public Housing Climate Retrofit Program,3,7.58898
1582,ERS003,Community-Led Heat Resilience Network,4,7.48992
1582,ERS008,Data Rights and Anti-Surveillance Resilience Program,5,7.32143
1582,ERS007,Equity-Weighted Recovery Fund,6,6.97172
1582,ERS001,Targeted Flood Defense Upgrade,7,5.81261
1582,ERS004,Critical Infrastructure Hardening Only,8,5.47885
1583,ERS006,Watershed Restoration with Indigenous Co-Governance,1,7.92155
1583,ERS007,Equity-Weighted Recovery Fund,2,7.62718
1583,ERS002,Managed Retreat with Social Protection,3,7.42717
1583,ERS005,Public Housing Climate Retrofit Program,4,7.42223
1583,ERS003,Community-Led Heat Resilience Network,5,7.31453
1583,ERS008,Data Rights and Anti-Surveillance Resilience Program,6,7.10215
1583,ERS001,Targeted Flood Defense Upgrade,7,6.3351
1583,ERS004,Critical Infrastructure Hardening Only,8,5.32605
1584,ERS006,Watershed Restoration with Indigenous Co-Governance,1,7.79232
1584,ERS007,Equity-Weighted Recovery Fund,2,7.66262
1584,ERS008,Data Rights and Anti-Surveillance Resilience Program,3,7.58938
1584,ERS005,Public Housing Climate Retrofit Program,4,7.28955
1584,ERS003,Community-Led Heat Resilience Network,5,7.04422
1584,ERS002,Managed Retreat with Social Protection,6,6.60944
1584,ERS001,Targeted Flood Defense Upgrade,7,5.94509
1584,ERS004,Critical Infrastructure Hardening Only,8,4.83779
1585,ERS007,Equity-Weighted Recovery Fund,1,8.19647
1585,ERS005,Public Housing Climate Retrofit Program,2,7.78917
1585,ERS006,Watershed Restoration with Indigenous Co-Governance,3,7.5496
1585,ERS002,Managed Retreat with Social Protection,4,7.47111
1585,ERS003,Community-Led Heat Resilience Network,5,7.34639
1585,ERS008,Data Rights and Anti-Surveillance Resilience Program,6,7.26444
1585,ERS001,Targeted Flood Defense Upgrade,7,5.89986
1585,ERS004,Critical Infrastructure Hardening Only,8,5.28278
1586,ERS005,Public Housing Climate Retrofit Program,1,7.79481
1586,ERS006,Watershed Restoration with Indigenous Co-Governance,2,7.76219
1586,ERS007,Equity-Weighted Recovery Fund,3,7.50496
1586,ERS008,Data Rights and Anti-Surveillance Resilience Program,4,7.46553
1586,ERS002,Managed Retreat with Social Protection,5,7.43301
1586,ERS003,Community-Led Heat Resilience Network,6,7.36973
1586,ERS001,Targeted Flood Defense Upgrade,7,6.36482
1586,ERS004,Critical Infrastructure Hardening Only,8,4.75512
1587,ERS007,Equity-Weighted Recovery Fund,1,7.73085
1587,ERS003,Community-Led Heat Resilience Network,2,7.71542
1587,ERS002,Managed Retreat with Social Protection,3,7.60565
1587,ERS008,Data Rights and Anti-Surveillance Resilience Program,4,7.59819
1587,ERS006,Watershed Restoration with Indigenous Co-Governance,5,7.50981
1587,ERS005,Public Housing Climate Retrofit Program,6,7.35059
1587,ERS001,Targeted Flood Defense Upgrade,7,5.92229
1587,ERS004,Critical Infrastructure Hardening Only,8,4.80963
1588,ERS006,Watershed Restoration with Indigenous Co-Governance,1,7.87719
1588,ERS005,Public Housing Climate Retrofit Program,2,7.54705
1588,ERS003,Community-Led Heat Resilience Network,3,7.45079
1588,ERS008,Data Rights and Anti-Surveillance Resilience Program,4,7.32285
1588,ERS002,Managed Retreat with Social Protection,5,7.18317
1588,ERS007,Equity-Weighted Recovery Fund,6,7.16155
1588,ERS001,Targeted Flood Defense Upgrade,7,6.09879
1588,ERS004,Critical Infrastructure Hardening Only,8,4.80826
1589,ERS006,Watershed Restoration with Indigenous Co-Governance,1,7.95948
1589,ERS007,Equity-Weighted Recovery Fund,2,7.88552
1589,ERS005,Public Housing Climate Retrofit Program,3,7.45138
1589,ERS003,Community-Led Heat Resilience Network,4,7.27285
1589,ERS008,Data Rights and Anti-Surveillance Resilience Program,5,7.20868
1589,ERS002,Managed Retreat with Social Protection,6,7.16524
1589,ERS001,Targeted Flood Defense Upgrade,7,5.81763
1589,ERS004,Critical Infrastructure Hardening Only,8,5.02986
1590,ERS007,Equity-Weighted Recovery Fund,1,7.84328
1590,ERS006,Watershed Restoration with Indigenous Co-Governance,2,7.81854
1590,ERS002,Managed Retreat with Social Protection,3,7.67408
1590,ERS008,Data Rights and Anti-Surveillance Resilience Program,4,7.61573
1590,ERS003,Community-Led Heat Resilience Network,5,7.48637
1590,ERS005,Public Housing Climate Retrofit Program,6,7.35841
1590,ERS001,Targeted Flood Defense Upgrade,7,6.15402
1590,ERS004,Critical Infrastructure Hardening Only,8,4.83818
1591,ERS005,Public Housing Climate Retrofit Program,1,7.89762
1591,ERS006,Watershed Restoration with Indigenous Co-Governance,2,7.70183
1591,ERS008,Data Rights and Anti-Surveillance Resilience Program,3,7.64999
1591,ERS007,Equity-Weighted Recovery Fund,4,7.60075
1591,ERS003,Community-Led Heat Resilience Network,5,7.35996
1591,ERS002,Managed Retreat with Social Protection,6,7.29167
1591,ERS001,Targeted Flood Defense Upgrade,7,5.53678
1591,ERS004,Critical Infrastructure Hardening Only,8,4.83418
1592,ERS006,Watershed Restoration with Indigenous Co-Governance,1,8.11067
1592,ERS008,Data Rights and Anti-Surveillance Resilience Program,2,7.64806
1592,ERS002,Managed Retreat with Social Protection,3,7.51214
1592,ERS007,Equity-Weighted Recovery Fund,4,7.48596
1592,ERS005,Public Housing Climate Retrofit Program,5,7.484
1592,ERS003,Community-Led Heat Resilience Network,6,7.22309
1592,ERS001,Targeted Flood Defense Upgrade,7,6.33734
1592,ERS004,Critical Infrastructure Hardening Only,8,4.68827
1593,ERS006,Watershed Restoration with Indigenous Co-Governance,1,8.07422
1593,ERS008,Data Rights and Anti-Surveillance Resilience Program,2,7.79554
1593,ERS007,Equity-Weighted Recovery Fund,3,7.61777
1593,ERS003,Community-Led Heat Resilience Network,4,7.46045
1593,ERS002,Managed Retreat with Social Protection,5,7.43022
1593,ERS005,Public Housing Climate Retrofit Program,6,7.41366
1593,ERS001,Targeted Flood Defense Upgrade,7,6.0315
1593,ERS004,Critical Infrastructure Hardening Only,8,5.38526
1594,ERS007,Equity-Weighted Recovery Fund,1,8.01861
1594,ERS006,Watershed Restoration with Indigenous Co-Governance,2,7.83103
1594,ERS005,Public Housing Climate Retrofit Program,3,7.65559
1594,ERS008,Data Rights and Anti-Surveillance Resilience Program,4,7.60518
1594,ERS003,Community-Led Heat Resilience Network,5,7.57116
1594,ERS002,Managed Retreat with Social Protection,6,7.1856
1594,ERS001,Targeted Flood Defense Upgrade,7,5.70465
1594,ERS004,Critical Infrastructure Hardening Only,8,5.60803
1595,ERS006,Watershed Restoration with Indigenous Co-Governance,1,7.92814
1595,ERS007,Equity-Weighted Recovery Fund,2,7.84956
1595,ERS003,Community-Led Heat Resilience Network,3,7.66005
1595,ERS002,Managed Retreat with Social Protection,4,7.65552
1595,ERS005,Public Housing Climate Retrofit Program,5,7.58835
1595,ERS008,Data Rights and Anti-Surveillance Resilience Program,6,7.30802
1595,ERS001,Targeted Flood Defense Upgrade,7,5.71237
1595,ERS004,Critical Infrastructure Hardening Only,8,5.05406
1596,ERS007,Equity-Weighted Recovery Fund,1,8.04611
1596,ERS006,Watershed Restoration with Indigenous Co-Governance,2,7.85716
1596,ERS005,Public Housing Climate Retrofit Program,3,7.83565
1596,ERS003,Community-Led Heat Resilience Network,4,7.68748
1596,ERS008,Data Rights and Anti-Surveillance Resilience Program,5,7.63623
1596,ERS002,Managed Retreat with Social Protection,6,7.54217
1596,ERS001,Targeted Flood Defense Upgrade,7,7.07293
1596,ERS004,Critical Infrastructure Hardening Only,8,4.33799
1597,ERS005,Public Housing Climate Retrofit Program,1,8.09696
1597,ERS006,Watershed Restoration with Indigenous Co-Governance,2,7.92902
1597,ERS007,Equity-Weighted Recovery Fund,3,7.84588
1597,ERS003,Community-Led Heat Resilience Network,4,7.69092
1597,ERS008,Data Rights and Anti-Surveillance Resilience Program,5,7.5909
1597,ERS002,Managed Retreat with Social Protection,6,7.47694
1597,ERS001,Targeted Flood Defense Upgrade,7,6.30279
1597,ERS004,Critical Infrastructure Hardening Only,8,4.88096
1598,ERS006,Watershed Restoration with Indigenous Co-Governance,1,7.98245
1598,ERS005,Public Housing Climate Retrofit Program,2,7.84724
1598,ERS007,Equity-Weighted Recovery Fund,3,7.77778
1598,ERS008,Data Rights and Anti-Surveillance Resilience Program,4,7.58935
1598,ERS003,Community-Led Heat Resilience Network,5,7.46897
1598,ERS002,Managed Retreat with Social Protection,6,7.3398
1598,ERS001,Targeted Flood Defense Upgrade,7,6.19244
1598,ERS004,Critical Infrastructure Hardening Only,8,5.44613
1599,ERS005,Public Housing Climate Retrofit Program,1,7.80958
1599,ERS006,Watershed Restoration with Indigenous Co-Governance,2,7.64918
1599,ERS003,Community-Led Heat Resilience Network,3,7.59402
1599,ERS007,Equity-Weighted Recovery Fund,4,7.53749
1599,ERS002,Managed Retreat with Social Protection,5,7.53179
1599,ERS008,Data Rights and Anti-Surveillance Resilience Program,6,7.16883
1599,ERS001,Targeted Flood Defense Upgrade,7,6.01473
1599,ERS004,Critical Infrastructure Hardening Only,8,5.01601
1600,ERS003,Community-Led Heat Resilience Network,1,7.73531
1600,ERS006,Watershed Restoration with Indigenous Co-Governance,2,7.56188
1600,ERS008,Data Rights and Anti-Surveillance Resilience Program,3,7.50615
1600,ERS005,Public Housing Climate Retrofit Program,4,7.45896
1600,ERS007,Equity-Weighted Recovery Fund,5,7.37652
1600,ERS002,Managed Retreat with Social Protection,6,7.24894
1600,ERS001,Targeted Flood Defense Upgrade,7,6.09851
1600,ERS004,Critical Infrastructure Hardening Only,8,4.76586
1601,ERS006,Watershed Restoration with Indigenous Co-Governance,1,7.95387
1601,ERS005,Public Housing Climate Retrofit Program,2,7.86254
1601,ERS007,Equity-Weighted Recovery Fund,3,7.54055
1601,ERS008,Data Rights and Anti-Surveillance Resilience Program,4,7.5094
1601,ERS003,Community-Led Heat Resilience Network,5,7.00128
1601,ERS002,Managed Retreat with Social Protection,6,6.87604
1601,ERS001,Targeted Flood Defense Upgrade,7,5.86502
1601,ERS004,Critical Infrastructure Hardening Only,8,5.10919
1602,ERS005,Public Housing Climate Retrofit Program,1,7.77582
1602,ERS003,Community-Led Heat Resilience Network,2,7.60974
1602,ERS007,Equity-Weighted Recovery Fund,3,7.5552
1602,ERS002,Managed Retreat with Social Protection,4,7.48045
1602,ERS006,Watershed Restoration with Indigenous Co-Governance,5,7.43912
1602,ERS008,Data Rights and Anti-Surveillance Resilience Program,6,7.40518
1602,ERS001,Targeted Flood Defense Upgrade,7,5.84363
1602,ERS004,Critical Infrastructure Hardening Only,8,5.37353
1603,ERS003,Community-Led Heat Resilience Network,1,7.75945
1603,ERS005,Public Housing Climate Retrofit Program,2,7.64306
1603,ERS006,Watershed Restoration with Indigenous Co-Governance,3,7.59715
1603,ERS008,Data Rights and Anti-Surveillance Resilience Program,4,7.53802
1603,ERS007,Equity-Weighted Recovery Fund,5,7.51581
1603,ERS002,Managed Retreat with Social Protection,6,7.407
1603,ERS001,Targeted Flood Defense Upgrade,7,6.21847
1603,ERS004,Critical Infrastructure Hardening Only,8,5.82501
1604,ERS006,Watershed Restoration with Indigenous Co-Governance,1,7.86594
1604,ERS005,Public Housing Climate Retrofit Program,2,7.84951
1604,ERS007,Equity-Weighted Recovery Fund,3,7.61207
1604,ERS003,Community-Led Heat Resilience Network,4,7.58253
1604,ERS008,Data Rights and Anti-Surveillance Resilience Program,5,7.48544
1604,ERS002,Managed Retreat with Social Protection,6,7.37117
1604,ERS001,Targeted Flood Defense Upgrade,7,6.00481
1604,ERS004,Critical Infrastructure Hardening Only,8,5.3707
1605,ERS006,Watershed Restoration with Indigenous Co-Governance,1,8.02051
1605,ERS007,Equity-Weighted Recovery Fund,2,7.81854
1605,ERS008,Data Rights and Anti-Surveillance Resilience Program,3,7.58261
1605,ERS003,Community-Led Heat Resilience Network,4,7.47832
1605,ERS005,Public Housing Climate Retrofit Program,5,7.2729
1605,ERS002,Managed Retreat with Social Protection,6,7.17664
1605,ERS001,Targeted Flood Defense Upgrade,7,6.03807
1605,ERS004,Critical Infrastructure Hardening Only,8,5.2126
1606,ERS007,Equity-Weighted Recovery Fund,1,7.96521
1606,ERS008,Data Rights and Anti-Surveillance Resilience Program,2,7.59931
1606,ERS002,Managed Retreat with Social Protection,3,7.49054
1606,ERS005,Public Housing Climate Retrofit Program,4,7.4148
1606,ERS006,Watershed Restoration with Indigenous Co-Governance,5,7.35313
1606,ERS003,Community-Led Heat Resilience Network,6,6.84537
1606,ERS001,Targeted Flood Defense Upgrade,7,6.38565
1606,ERS004,Critical Infrastructure Hardening Only,8,4.74104
1607,ERS007,Equity-Weighted Recovery Fund,1,7.94335
1607,ERS006,Watershed Restoration with Indigenous Co-Governance,2,7.82768
1607,ERS005,Public Housing Climate Retrofit Program,3,7.72588
1607,ERS003,Community-Led Heat Resilience Network,4,7.5155
1607,ERS002,Managed Retreat with Social Protection,5,7.50389
1607,ERS008,Data Rights and Anti-Surveillance Resilience Program,6,7.2835
1607,ERS001,Targeted Flood Defense Upgrade,7,5.87387
1607,ERS004,Critical Infrastructure Hardening Only,8,5.21098
1608,ERS006,Watershed Restoration with Indigenous Co-Governance,1,7.86258
1608,ERS008,Data Rights and Anti-Surveillance Resilience Program,2,7.62346
1608,ERS005,Public Housing Climate Retrofit Program,3,7.53021
1608,ERS007,Equity-Weighted Recovery Fund,4,7.30855
1608,ERS003,Community-Led Heat Resilience Network,5,7.25237
1608,ERS002,Managed Retreat with Social Protection,6,6.78279
1608,ERS001,Targeted Flood Defense Upgrade,7,5.89908
1608,ERS004,Critical Infrastructure Hardening Only,8,5.0351
1609,ERS005,Public Housing Climate Retrofit Program,1,7.99288
1609,ERS003,Community-Led Heat Resilience Network,2,7.9489
1609,ERS006,Watershed Restoration with Indigenous Co-Governance,3,7.80988
1609,ERS007,Equity-Weighted Recovery Fund,4,7.3664
1609,ERS002,Managed Retreat with Social Protection,5,7.34496
1609,ERS008,Data Rights and Anti-Surveillance Resilience Program,6,7.22851
1609,ERS001,Targeted Flood Defense Upgrade,7,5.92395
1609,ERS004,Critical Infrastructure Hardening Only,8,4.82293
1610,ERS005,Public Housing Climate Retrofit Program,1,7.89086
1610,ERS006,Watershed Restoration with Indigenous Co-Governance,2,7.79605
1610,ERS008,Data Rights and Anti-Surveillance Resilience Program,3,7.69242
1610,ERS007,Equity-Weighted Recovery Fund,4,7.66408
1610,ERS003,Community-Led Heat Resilience Network,5,7.64838
1610,ERS002,Managed Retreat with Social Protection,6,7.53928
1610,ERS001,Targeted Flood Defense Upgrade,7,5.51038
1610,ERS004,Critical Infrastructure Hardening Only,8,5.10169
1611,ERS005,Public Housing Climate Retrofit Program,1,7.79401
1611,ERS006,Watershed Restoration with Indigenous Co-Governance,2,7.77395
1611,ERS003,Community-Led Heat Resilience Network,3,7.62563
1611,ERS002,Managed Retreat with Social Protection,4,7.55714
1611,ERS008,Data Rights and Anti-Surveillance Resilience Program,5,7.18993
1611,ERS007,Equity-Weighted Recovery Fund,6,7.11513
1611,ERS001,Targeted Flood Defense Upgrade,7,6.33796
1611,ERS004,Critical Infrastructure Hardening Only,8,5.53126
1612,ERS006,Watershed Restoration with Indigenous Co-Governance,1,8.04432
1612,ERS007,Equity-Weighted Recovery Fund,2,7.8338
1612,ERS003,Community-Led Heat Resilience Network,3,7.65202
1612,ERS002,Managed Retreat with Social Protection,4,7.62606
1612,ERS005,Public Housing Climate Retrofit Program,5,7.61892
1612,ERS008,Data Rights and Anti-Surveillance Resilience Program,6,7.42696
1612,ERS001,Targeted Flood Defense Upgrade,7,6.4183
1612,ERS004,Critical Infrastructure Hardening Only,8,5.04513
1613,ERS005,Public Housing Climate Retrofit Program,1,7.81848
1613,ERS006,Watershed Restoration with Indigenous Co-Governance,2,7.72351
1613,ERS002,Managed Retreat with Social Protection,3,7.58085
1613,ERS007,Equity-Weighted Recovery Fund,4,7.44019
1613,ERS003,Community-Led Heat Resilience Network,5,7.29336
1613,ERS008,Data Rights and Anti-Surveillance Resilience Program,6,7.06049
1613,ERS001,Targeted Flood Defense Upgrade,7,5.60252
1613,ERS004,Critical Infrastructure Hardening Only,8,5.11605
1614,ERS006,Watershed Restoration with Indigenous Co-Governance,1,7.99005
1614,ERS008,Data Rights and Anti-Surveillance Resilience Program,2,7.87675
1614,ERS005,Public Housing Climate Retrofit Program,3,7.73811
1614,ERS002,Managed Retreat with Social Protection,4,7.50388
1614,ERS007,Equity-Weighted Recovery Fund,5,7.3985
1614,ERS003,Community-Led Heat Resilience Network,6,7.04167
1614,ERS001,Targeted Flood Defense Upgrade,7,6.0986
1614,ERS004,Critical Infrastructure Hardening Only,8,5.03406
