simulation_id,strategy_id,strategy,rank,economic_resilience_value,winner
1706,ER003,Workforce Retraining and Mobility Initiative,5,8.13981,Climate Transition and Just Regional Development Plan
1706,ER002,Supply Chain Buffer and Redundancy Strategy,6,7.80261,Climate Transition and Just Regional Development Plan
1707,ER006,Community Finance and Small Business Continuity Fund,1,8.45617,Community Finance and Small Business Continuity Fund
1707,ER004,Countercyclical Stabilization and Public Investment Framework,2,8.31832,Community Finance and Small Business Continuity Fund
1707,ER001,Industrial Diversification and Local Production Program,3,8.26255,Community Finance and Small Business Continuity Fund
1707,ER005,Climate Transition and Just Regional Development Plan,4,8.09398,Community Finance and Small Business Continuity Fund
1707,ER003,Workforce Retraining and Mobility Initiative,5,8.04282,Community Finance and Small Business Continuity Fund
1707,ER002,Supply Chain Buffer and Redundancy Strategy,6,7.52598,Community Finance and Small Business Continuity Fund
1708,ER005,Climate Transition and Just Regional Development Plan,1,8.28943,Climate Transition and Just Regional Development Plan
1708,ER006,Community Finance and Small Business Continuity Fund,2,8.28275,Climate Transition and Just Regional Development Plan
1708,ER004,Countercyclical Stabilization and Public Investment Framework,3,8.26529,Climate Transition and Just Regional Development Plan
1708,ER002,Supply Chain Buffer and Redundancy Strategy,4,8.15274,Climate Transition and Just Regional Development Plan
1708,ER001,Industrial Diversification and Local Production Program,5,8.15153,Climate Transition and Just Regional Development Plan
1708,ER003,Workforce Retraining and Mobility Initiative,6,8.08428,Climate Transition and Just Regional Development Plan
1709,ER005,Climate Transition and Just Regional Development Plan,1,8.49063,Climate Transition and Just Regional Development Plan
1709,ER003,Workforce Retraining and Mobility Initiative,2,8.46692,Climate Transition and Just Regional Development Plan
1709,ER006,Community Finance and Small Business Continuity Fund,3,7.8964,Climate Transition and Just Regional Development Plan
1709,ER002,Supply Chain Buffer and Redundancy Strategy,4,7.88815,Climate Transition and Just Regional Development Plan
1709,ER004,Countercyclical Stabilization and Public Investment Framework,5,7.7637,Climate Transition and Just Regional Development Plan
1709,ER001,Industrial Diversification and Local Production Program,6,7.66198,Climate Transition and Just Regional Development Plan
1710,ER006,Community Finance and Small Business Continuity Fund,1,8.44404,Community Finance and Small Business Continuity Fund
1710,ER005,Climate Transition and Just Regional Development Plan,2,8.40523,Community Finance and Small Business Continuity Fund
1710,ER001,Industrial Diversification and Local Production Program,3,8.30115,Community Finance and Small Business Continuity Fund
1710,ER003,Workforce Retraining and Mobility Initiative,4,8.18169,Community Finance and Small Business Continuity Fund
1710,ER004,Countercyclical Stabilization and Public Investment Framework,5,8.15894,Community Finance and Small Business Continuity Fund
1710,ER002,Supply Chain Buffer and Redundancy Strategy,6,7.89206,Community Finance and Small Business Continuity Fund
1711,ER005,Climate Transition and Just Regional Development Plan,1,8.66877,Climate Transition and Just Regional Development Plan
1711,ER003,Workforce Retraining and Mobility Initiative,2,8.15388,Climate Transition and Just Regional Development Plan
1711,ER004,Countercyclical Stabilization and Public Investment Framework,3,8.10098,Climate Transition and Just Regional Development Plan
1711,ER006,Community Finance and Small Business Continuity Fund,4,8.09324,Climate Transition and Just Regional Development Plan
1711,ER001,Industrial Diversification and Local Production Program,5,8.01856,Climate Transition and Just Regional Development Plan
1711,ER002,Supply Chain Buffer and Redundancy Strategy,6,7.76576,Climate Transition and Just Regional Development Plan
1712,ER005,Climate Transition and Just Regional Development Plan,1,8.88437,Climate Transition and Just Regional Development Plan
1712,ER003,Workforce Retraining and Mobility Initiative,2,8.65976,Climate Transition and Just Regional Development Plan
1712,ER004,Countercyclical Stabilization and Public Investment Framework,3,8.30119,Climate Transition and Just Regional Development Plan
1712,ER006,Community Finance and Small Business Continuity Fund,4,8.07221,Climate Transition and Just Regional Development Plan
1712,ER002,Supply Chain Buffer and Redundancy Strategy,5,7.64682,Climate Transition and Just Regional Development Plan
1712,ER001,Industrial Diversification and Local Production Program,6,7.60317,Climate Transition and Just Regional Development Plan
1713,ER005,Climate Transition and Just Regional Development Plan,1,8.31269,Climate Transition and Just Regional Development Plan
1713,ER006,Community Finance and Small Business Continuity Fund,2,8.1738,Climate Transition and Just Regional Development Plan
1713,ER003,Workforce Retraining and Mobility Initiative,3,8.17114,Climate Transition and Just Regional Development Plan
1713,ER002,Supply Chain Buffer and Redundancy Strategy,4,8.13914,Climate Transition and Just Regional Development Plan
1713,ER004,Countercyclical Stabilization and Public Investment Framework,5,7.87933,Climate Transition and Just Regional Development Plan
1713,ER001,Industrial Diversification and Local Production Program,6,7.74928,Climate Transition and Just Regional Development Plan
1714,ER001,Industrial Diversification and Local Production Program,1,8.87531,Industrial Diversification and Local Production Program
1714,ER005,Climate Transition and Just Regional Development Plan,2,8.6382,Industrial Diversification and Local Production Program
1714,ER003,Workforce Retraining and Mobility Initiative,3,8.42691,Industrial Diversification and Local Production Program
1714,ER004,Countercyclical Stabilization and Public Investment Framework,4,8.19234,Industrial Diversification and Local Production Program
1714,ER006,Community Finance and Small Business Continuity Fund,5,7.95794,Industrial Diversification and Local Production Program
1714,ER002,Supply Chain Buffer and Redundancy Strategy,6,7.71812,Industrial Diversification and Local Production Program
1715,ER004,Countercyclical Stabilization and Public Investment Framework,1,8.67276,Countercyclical Stabilization and Public Investment Framework
1715,ER005,Climate Transition and Just Regional Development Plan,2,8.32022,Countercyclical Stabilization and Public Investment Framework
1715,ER001,Industrial Diversification and Local Production Program,3,8.09787,Countercyclical Stabilization and Public Investment Framework
1715,ER003,Workforce Retraining and Mobility Initiative,4,8.04665,Countercyclical Stabilization and Public Investment Framework
1715,ER006,Community Finance and Small Business Continuity Fund,5,7.89522,Countercyclical Stabilization and Public Investment Framework
1715,ER002,Supply Chain Buffer and Redundancy Strategy,6,7.86405,Countercyclical Stabilization and Public Investment Framework
1716,ER006,Community Finance and Small Business Continuity Fund,1,8.62612,Community Finance and Small Business Continuity Fund
1716,ER003,Workforce Retraining and Mobility Initiative,2,8.58549,Community Finance and Small Business Continuity Fund
1716,ER005,Climate Transition and Just Regional Development Plan,3,8.419,Community Finance and Small Business Continuity Fund
1716,ER004,Countercyclical Stabilization and Public Investment Framework,4,8.39207,Community Finance and Small Business Continuity Fund
1716,ER001,Industrial Diversification and Local Production Program,5,7.99035,Community Finance and Small Business Continuity Fund
1716,ER002,Supply Chain Buffer and Redundancy Strategy,6,7.57209,Community Finance and Small Business Continuity Fund
1717,ER005,Climate Transition and Just Regional Development Plan,1,8.56741,Climate Transition and Just Regional Development Plan
1717,ER006,Community Finance and Small Business Continuity Fund,2,8.33976,Climate Transition and Just Regional Development Plan
1717,ER004,Countercyclical Stabilization and Public Investment Framework,3,8.0007,Climate Transition and Just Regional Development Plan
1717,ER003,Workforce Retraining and Mobility Initiative,4,7.89813,Climate Transition and Just Regional Development Plan
1717,ER002,Supply Chain Buffer and Redundancy Strategy,5,7.85469,Climate Transition and Just Regional Development Plan
1717,ER001,Industrial Diversification and Local Production Program,6,7.82327,Climate Transition and Just Regional Development Plan
1718,ER006,Community Finance and Small Business Continuity Fund,1,8.39204,Community Finance and Small Business Continuity Fund
1718,ER001,Industrial Diversification and Local Production Program,2,8.14826,Community Finance and Small Business Continuity Fund
1718,ER005,Climate Transition and Just Regional Development Plan,3,8.12466,Community Finance and Small Business Continuity Fund
1718,ER004,Countercyclical Stabilization and Public Investment Framework,4,8.12202,Community Finance and Small Business Continuity Fund
1718,ER003,Workforce Retraining and Mobility Initiative,5,8.09559,Community Finance and Small Business Continuity Fund
1718,ER002,Supply Chain Buffer and Redundancy Strategy,6,7.68022,Community Finance and Small Business Continuity Fund
1719,ER001,Industrial Diversification and Local Production Program,1,8.66596,Industrial Diversification and Local Production Program
1719,ER005,Climate Transition and Just Regional Development Plan,2,8.33602,Industrial Diversification and Local Production Program
