simulation_id,strategy_id,strategy,rank,containment_value,winner
1903,CS002,Regional Supply Network Diversification,5,6.90409,Neighborhood Resilience Hub Network
1903,CS003,Wetland and Floodplain Buffer Network,6,6.86527,Neighborhood Resilience Hub Network
1904,CS005,Digital Service Isolation and Offline Fallbacks,1,7.2529,Digital Service Isolation and Offline Fallbacks
1904,CS001,Microgrid and Critical Service Islanding,2,7.09698,Digital Service Isolation and Offline Fallbacks
1904,CS006,Neighborhood Resilience Hub Network,3,6.9953,Digital Service Isolation and Offline Fallbacks
1904,CS004,Cross-Agency Emergency Coordination Cells,4,6.94443,Digital Service Isolation and Offline Fallbacks
1904,CS002,Regional Supply Network Diversification,5,6.92614,Digital Service Isolation and Offline Fallbacks
1904,CS003,Wetland and Floodplain Buffer Network,6,6.68949,Digital Service Isolation and Offline Fallbacks
1905,CS006,Neighborhood Resilience Hub Network,1,7.43101,Neighborhood Resilience Hub Network
1905,CS001,Microgrid and Critical Service Islanding,2,7.29379,Neighborhood Resilience Hub Network
1905,CS003,Wetland and Floodplain Buffer Network,3,7.06762,Neighborhood Resilience Hub Network
1905,CS005,Digital Service Isolation and Offline Fallbacks,4,7.06525,Neighborhood Resilience Hub Network
1905,CS004,Cross-Agency Emergency Coordination Cells,5,6.69746,Neighborhood Resilience Hub Network
1905,CS002,Regional Supply Network Diversification,6,6.48092,Neighborhood Resilience Hub Network
1906,CS005,Digital Service Isolation and Offline Fallbacks,1,7.73461,Digital Service Isolation and Offline Fallbacks
1906,CS001,Microgrid and Critical Service Islanding,2,7.42432,Digital Service Isolation and Offline Fallbacks
1906,CS003,Wetland and Floodplain Buffer Network,3,7.20858,Digital Service Isolation and Offline Fallbacks
1906,CS004,Cross-Agency Emergency Coordination Cells,4,7.11931,Digital Service Isolation and Offline Fallbacks
1906,CS006,Neighborhood Resilience Hub Network,5,6.93361,Digital Service Isolation and Offline Fallbacks
1906,CS002,Regional Supply Network Diversification,6,6.6804,Digital Service Isolation and Offline Fallbacks
1907,CS005,Digital Service Isolation and Offline Fallbacks,1,7.40586,Digital Service Isolation and Offline Fallbacks
1907,CS001,Microgrid and Critical Service Islanding,2,7.35337,Digital Service Isolation and Offline Fallbacks
1907,CS006,Neighborhood Resilience Hub Network,3,6.96655,Digital Service Isolation and Offline Fallbacks
1907,CS004,Cross-Agency Emergency Coordination Cells,4,6.93099,Digital Service Isolation and Offline Fallbacks
1907,CS003,Wetland and Floodplain Buffer Network,5,6.82336,Digital Service Isolation and Offline Fallbacks
1907,CS002,Regional Supply Network Diversification,6,6.75863,Digital Service Isolation and Offline Fallbacks
1908,CS005,Digital Service Isolation and Offline Fallbacks,1,7.14623,Digital Service Isolation and Offline Fallbacks
1908,CS004,Cross-Agency Emergency Coordination Cells,2,7.03273,Digital Service Isolation and Offline Fallbacks
1908,CS006,Neighborhood Resilience Hub Network,3,7.0214,Digital Service Isolation and Offline Fallbacks
1908,CS001,Microgrid and Critical Service Islanding,4,6.9834,Digital Service Isolation and Offline Fallbacks
1908,CS003,Wetland and Floodplain Buffer Network,5,6.91562,Digital Service Isolation and Offline Fallbacks
1908,CS002,Regional Supply Network Diversification,6,6.72786,Digital Service Isolation and Offline Fallbacks
1909,CS005,Digital Service Isolation and Offline Fallbacks,1,7.31927,Digital Service Isolation and Offline Fallbacks
1909,CS001,Microgrid and Critical Service Islanding,2,7.26373,Digital Service Isolation and Offline Fallbacks
1909,CS006,Neighborhood Resilience Hub Network,3,7.24189,Digital Service Isolation and Offline Fallbacks
1909,CS004,Cross-Agency Emergency Coordination Cells,4,6.78176,Digital Service Isolation and Offline Fallbacks
1909,CS002,Regional Supply Network Diversification,5,6.75246,Digital Service Isolation and Offline Fallbacks
1909,CS003,Wetland and Floodplain Buffer Network,6,6.43619,Digital Service Isolation and Offline Fallbacks
1910,CS001,Microgrid and Critical Service Islanding,1,7.39832,Microgrid and Critical Service Islanding
1910,CS005,Digital Service Isolation and Offline Fallbacks,2,7.12563,Microgrid and Critical Service Islanding
1910,CS006,Neighborhood Resilience Hub Network,3,6.99757,Microgrid and Critical Service Islanding
1910,CS004,Cross-Agency Emergency Coordination Cells,4,6.96507,Microgrid and Critical Service Islanding
1910,CS003,Wetland and Floodplain Buffer Network,5,6.86044,Microgrid and Critical Service Islanding
1910,CS002,Regional Supply Network Diversification,6,6.37288,Microgrid and Critical Service Islanding
1911,CS001,Microgrid and Critical Service Islanding,1,7.23705,Microgrid and Critical Service Islanding
1911,CS005,Digital Service Isolation and Offline Fallbacks,2,7.08887,Microgrid and Critical Service Islanding
1911,CS004,Cross-Agency Emergency Coordination Cells,3,7.03889,Microgrid and Critical Service Islanding
1911,CS003,Wetland and Floodplain Buffer Network,4,6.75061,Microgrid and Critical Service Islanding
1911,CS006,Neighborhood Resilience Hub Network,5,6.64054,Microgrid and Critical Service Islanding
1911,CS002,Regional Supply Network Diversification,6,6.61792,Microgrid and Critical Service Islanding
1912,CS001,Microgrid and Critical Service Islanding,1,7.49351,Microgrid and Critical Service Islanding
1912,CS006,Neighborhood Resilience Hub Network,2,7.23248,Microgrid and Critical Service Islanding
1912,CS004,Cross-Agency Emergency Coordination Cells,3,7.16344,Microgrid and Critical Service Islanding
1912,CS005,Digital Service Isolation and Offline Fallbacks,4,7.13819,Microgrid and Critical Service Islanding
1912,CS003,Wetland and Floodplain Buffer Network,5,6.92733,Microgrid and Critical Service Islanding
1912,CS002,Regional Supply Network Diversification,6,6.79565,Microgrid and Critical Service Islanding
1913,CS003,Wetland and Floodplain Buffer Network,1,7.50656,Wetland and Floodplain Buffer Network
1913,CS005,Digital Service Isolation and Offline Fallbacks,2,7.31279,Wetland and Floodplain Buffer Network
1913,CS001,Microgrid and Critical Service Islanding,3,7.28623,Wetland and Floodplain Buffer Network
1913,CS004,Cross-Agency Emergency Coordination Cells,4,7.10624,Wetland and Floodplain Buffer Network
1913,CS002,Regional Supply Network Diversification,5,6.72162,Wetland and Floodplain Buffer Network
1913,CS006,Neighborhood Resilience Hub Network,6,6.62001,Wetland and Floodplain Buffer Network
1914,CS005,Digital Service Isolation and Offline Fallbacks,1,7.33844,Digital Service Isolation and Offline Fallbacks
1914,CS002,Regional Supply Network Diversification,2,7.24163,Digital Service Isolation and Offline Fallbacks
1914,CS006,Neighborhood Resilience Hub Network,3,7.14094,Digital Service Isolation and Offline Fallbacks
1914,CS001,Microgrid and Critical Service Islanding,4,6.86364,Digital Service Isolation and Offline Fallbacks
1914,CS004,Cross-Agency Emergency Coordination Cells,5,6.85121,Digital Service Isolation and Offline Fallbacks
1914,CS003,Wetland and Floodplain Buffer Network,6,6.71252,Digital Service Isolation and Offline Fallbacks
1915,CS005,Digital Service Isolation and Offline Fallbacks,1,7.48477,Digital Service Isolation and Offline Fallbacks
1915,CS002,Regional Supply Network Diversification,2,7.08633,Digital Service Isolation and Offline Fallbacks
1915,CS001,Microgrid and Critical Service Islanding,3,7.00317,Digital Service Isolation and Offline Fallbacks
1915,CS003,Wetland and Floodplain Buffer Network,4,6.92028,Digital Service Isolation and Offline Fallbacks
1915,CS006,Neighborhood Resilience Hub Network,5,6.85274,Digital Service Isolation and Offline Fallbacks
1915,CS004,Cross-Agency Emergency Coordination Cells,6,6.6213,Digital Service Isolation and Offline Fallbacks
1916,CS005,Digital Service Isolation and Offline Fallbacks,1,7.48401,Digital Service Isolation and Offline Fallbacks
1916,CS003,Wetland and Floodplain Buffer Network,2,7.18854,Digital Service Isolation and Offline Fallbacks
1916,CS006,Neighborhood Resilience Hub Network,3,7.16135,Digital Service Isolation and Offline Fallbacks
1916,CS002,Regional Supply Network Diversification,4,7.03621,Digital Service Isolation and Offline Fallbacks
1916,CS001,Microgrid and Critical Service Islanding,5,6.89964,Digital Service Isolation and Offline Fallbacks
1916,CS004,Cross-Agency Emergency Coordination Cells,6,6.7756,Digital Service Isolation and Offline Fallbacks
1917,CS005,Digital Service Isolation and Offline Fallbacks,1,7.6602,Digital Service Isolation and Offline Fallbacks
1917,CS001,Microgrid and Critical Service Islanding,2,7.26713,Digital Service Isolation and Offline Fallbacks
1917,CS006,Neighborhood Resilience Hub Network,3,7.20129,Digital Service Isolation and Offline Fallbacks
1917,CS003,Wetland and Floodplain Buffer Network,4,7.15579,Digital Service Isolation and Offline Fallbacks
1917,CS004,Cross-Agency Emergency Coordination Cells,5,6.70863,Digital Service Isolation and Offline Fallbacks
1917,CS002,Regional Supply Network Diversification,6,6.61524,Digital Service Isolation and Offline Fallbacks
1918,CS001,Microgrid and Critical Service Islanding,1,7.21137,Microgrid and Critical Service Islanding
1918,CS003,Wetland and Floodplain Buffer Network,2,7.16112,Microgrid and Critical Service Islanding
1918,CS005,Digital Service Isolation and Offline Fallbacks,3,7.01746,Microgrid and Critical Service Islanding
1918,CS004,Cross-Agency Emergency Coordination Cells,4,6.9659,Microgrid and Critical Service Islanding
1918,CS006,Neighborhood Resilience Hub Network,5,6.91784,Microgrid and Critical Service Islanding
1918,CS002,Regional Supply Network Diversification,6,6.85009,Microgrid and Critical Service Islanding
1919,CS005,Digital Service Isolation and Offline Fallbacks,1,7.46295,Digital Service Isolation and Offline Fallbacks
1919,CS004,Cross-Agency Emergency Coordination Cells,2,7.16091,Digital Service Isolation and Offline Fallbacks
1919,CS003,Wetland and Floodplain Buffer Network,3,7.12897,Digital Service Isolation and Offline Fallbacks
1919,CS002,Regional Supply Network Diversification,4,6.89184,Digital Service Isolation and Offline Fallbacks
1919,CS001,Microgrid and Critical Service Islanding,5,6.65714,Digital Service Isolation and Offline Fallbacks
1919,CS006,Neighborhood Resilience Hub Network,6,6.48276,Digital Service Isolation and Offline Fallbacks
1920,CS001,Microgrid and Critical Service Islanding,1,7.25578,Microgrid and Critical Service Islanding
1920,CS005,Digital Service Isolation and Offline Fallbacks,2,7.19834,Microgrid and Critical Service Islanding
1920,CS003,Wetland and Floodplain Buffer Network,3,6.84945,Microgrid and Critical Service Islanding
1920,CS006,Neighborhood Resilience Hub Network,4,6.78023,Microgrid and Critical Service Islanding
1920,CS004,Cross-Agency Emergency Coordination Cells,5,6.75477,Microgrid and Critical Service Islanding
1920,CS002,Regional Supply Network Diversification,6,6.74497,Microgrid and Critical Service Islanding
1921,CS001,Microgrid and Critical Service Islanding,1,7.48782,Microgrid and Critical Service Islanding
1921,CS005,Digital Service Isolation and Offline Fallbacks,2,7.27475,Microgrid and Critical Service Islanding
1921,CS003,Wetland and Floodplain Buffer Network,3,7.08091,Microgrid and Critical Service Islanding
1921,CS002,Regional Supply Network Diversification,4,6.913,Microgrid and Critical Service Islanding
1921,CS004,Cross-Agency Emergency Coordination Cells,5,6.38343,Microgrid and Critical Service Islanding
1921,CS006,Neighborhood Resilience Hub Network,6,6.3807,Microgrid and Critical Service Islanding
1922,CS005,Digital Service Isolation and Offline Fallbacks,1,7.57815,Digital Service Isolation and Offline Fallbacks
1922,CS006,Neighborhood Resilience Hub Network,2,7.22332,Digital Service Isolation and Offline Fallbacks
1922,CS001,Microgrid and Critical Service Islanding,3,7.15366,Digital Service Isolation and Offline Fallbacks
1922,CS003,Wetland and Floodplain Buffer Network,4,6.8379,Digital Service Isolation and Offline Fallbacks
1922,CS002,Regional Supply Network Diversification,5,6.70952,Digital Service Isolation and Offline Fallbacks
1922,CS004,Cross-Agency Emergency Coordination Cells,6,6.60421,Digital Service Isolation and Offline Fallbacks
1923,CS005,Digital Service Isolation and Offline Fallbacks,1,7.75027,Digital Service Isolation and Offline Fallbacks
1923,CS001,Microgrid and Critical Service Islanding,2,7.39778,Digital Service Isolation and Offline Fallbacks
1923,CS004,Cross-Agency Emergency Coordination Cells,3,7.37252,Digital Service Isolation and Offline Fallbacks
1923,CS006,Neighborhood Resilience Hub Network,4,7.23163,Digital Service Isolation and Offline Fallbacks
1923,CS003,Wetland and Floodplain Buffer Network,5,7.22481,Digital Service Isolation and Offline Fallbacks
1923,CS002,Regional Supply Network Diversification,6,6.51463,Digital Service Isolation and Offline Fallbacks
1924,CS001,Microgrid and Critical Service Islanding,1,7.80885,Microgrid and Critical Service Islanding
1924,CS006,Neighborhood Resilience Hub Network,2,7.56183,Microgrid and Critical Service Islanding
1924,CS005,Digital Service Isolation and Offline Fallbacks,3,6.84679,Microgrid and Critical Service Islanding
1924,CS002,Regional Supply Network Diversification,4,6.78729,Microgrid and Critical Service Islanding
1924,CS004,Cross-Agency Emergency Coordination Cells,5,6.74073,Microgrid and Critical Service Islanding
1924,CS003,Wetland and Floodplain Buffer Network,6,6.62618,Microgrid and Critical Service Islanding
1925,CS005,Digital Service Isolation and Offline Fallbacks,1,7.34438,Digital Service Isolation and Offline Fallbacks
1925,CS006,Neighborhood Resilience Hub Network,2,7.00449,Digital Service Isolation and Offline Fallbacks
1925,CS004,Cross-Agency Emergency Coordination Cells,3,6.97631,Digital Service Isolation and Offline Fallbacks
1925,CS002,Regional Supply Network Diversification,4,6.96452,Digital Service Isolation and Offline Fallbacks
1925,CS001,Microgrid and Critical Service Islanding,5,6.78931,Digital Service Isolation and Offline Fallbacks
1925,CS003,Wetland and Floodplain Buffer Network,6,6.77564,Digital Service Isolation and Offline Fallbacks
1926,CS005,Digital Service Isolation and Offline Fallbacks,1,7.24421,Digital Service Isolation and Offline Fallbacks
1926,CS006,Neighborhood Resilience Hub Network,2,7.2129,Digital Service Isolation and Offline Fallbacks
1926,CS001,Microgrid and Critical Service Islanding,3,7.00217,Digital Service Isolation and Offline Fallbacks
