simulation_id,strategy_id,strategy,rank,drr_value,winner
1964,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,4,6.48582,Integrated Preparedness and Response Training
1964,DRR001,Floodplain Land-Use Restriction,5,5.79648,Integrated Preparedness and Response Training
1964,DRR003,Critical Infrastructure Hardening,6,5.67609,Integrated Preparedness and Response Training
1965,DRR006,Equitable Recovery and Housing Protection Program,1,6.71983,Equitable Recovery and Housing Protection Program
1965,DRR002,Community Early Warning Network,2,6.66977,Equitable Recovery and Housing Protection Program
1965,DRR005,Integrated Preparedness and Response Training,3,6.66675,Equitable Recovery and Housing Protection Program
1965,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,4,6.55102,Equitable Recovery and Housing Protection Program
1965,DRR001,Floodplain Land-Use Restriction,5,6.15879,Equitable Recovery and Housing Protection Program
1965,DRR003,Critical Infrastructure Hardening,6,5.68006,Equitable Recovery and Housing Protection Program
1966,DRR006,Equitable Recovery and Housing Protection Program,1,6.81512,Equitable Recovery and Housing Protection Program
1966,DRR002,Community Early Warning Network,2,6.50709,Equitable Recovery and Housing Protection Program
1966,DRR003,Critical Infrastructure Hardening,3,6.39744,Equitable Recovery and Housing Protection Program
1966,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,4,6.37853,Equitable Recovery and Housing Protection Program
1966,DRR005,Integrated Preparedness and Response Training,5,6.2234,Equitable Recovery and Housing Protection Program
1966,DRR001,Floodplain Land-Use Restriction,6,6.18325,Equitable Recovery and Housing Protection Program
1967,DRR005,Integrated Preparedness and Response Training,1,7.08103,Integrated Preparedness and Response Training
1967,DRR002,Community Early Warning Network,2,6.93023,Integrated Preparedness and Response Training
1967,DRR006,Equitable Recovery and Housing Protection Program,3,6.6315,Integrated Preparedness and Response Training
1967,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,4,6.55368,Integrated Preparedness and Response Training
1967,DRR001,Floodplain Land-Use Restriction,5,6.52642,Integrated Preparedness and Response Training
1967,DRR003,Critical Infrastructure Hardening,6,6.18753,Integrated Preparedness and Response Training
1968,DRR006,Equitable Recovery and Housing Protection Program,1,6.90851,Equitable Recovery and Housing Protection Program
1968,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,2,6.57476,Equitable Recovery and Housing Protection Program
1968,DRR005,Integrated Preparedness and Response Training,3,6.08691,Equitable Recovery and Housing Protection Program
1968,DRR001,Floodplain Land-Use Restriction,4,6.07381,Equitable Recovery and Housing Protection Program
1968,DRR002,Community Early Warning Network,5,6.00851,Equitable Recovery and Housing Protection Program
1968,DRR003,Critical Infrastructure Hardening,6,5.98629,Equitable Recovery and Housing Protection Program
1969,DRR002,Community Early Warning Network,1,6.87853,Community Early Warning Network
1969,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,2,6.76907,Community Early Warning Network
1969,DRR006,Equitable Recovery and Housing Protection Program,3,6.76698,Community Early Warning Network
1969,DRR001,Floodplain Land-Use Restriction,4,6.69297,Community Early Warning Network
1969,DRR005,Integrated Preparedness and Response Training,5,6.05516,Community Early Warning Network
1969,DRR003,Critical Infrastructure Hardening,6,5.87398,Community Early Warning Network
1970,DRR003,Critical Infrastructure Hardening,1,6.97072,Critical Infrastructure Hardening
1970,DRR006,Equitable Recovery and Housing Protection Program,2,6.6435,Critical Infrastructure Hardening
1970,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,3,6.48243,Critical Infrastructure Hardening
1970,DRR005,Integrated Preparedness and Response Training,4,6.1115,Critical Infrastructure Hardening
1970,DRR002,Community Early Warning Network,5,6.04091,Critical Infrastructure Hardening
1970,DRR001,Floodplain Land-Use Restriction,6,6.00747,Critical Infrastructure Hardening
1971,DRR006,Equitable Recovery and Housing Protection Program,1,7.15974,Equitable Recovery and Housing Protection Program
1971,DRR005,Integrated Preparedness and Response Training,2,7.0665,Equitable Recovery and Housing Protection Program
1971,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,3,6.8479,Equitable Recovery and Housing Protection Program
1971,DRR002,Community Early Warning Network,4,6.3239,Equitable Recovery and Housing Protection Program
1971,DRR003,Critical Infrastructure Hardening,5,6.07817,Equitable Recovery and Housing Protection Program
1971,DRR001,Floodplain Land-Use Restriction,6,5.91834,Equitable Recovery and Housing Protection Program
1972,DRR006,Equitable Recovery and Housing Protection Program,1,7.10853,Equitable Recovery and Housing Protection Program
1972,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,2,6.94805,Equitable Recovery and Housing Protection Program
1972,DRR002,Community Early Warning Network,3,6.75554,Equitable Recovery and Housing Protection Program
1972,DRR001,Floodplain Land-Use Restriction,4,6.07496,Equitable Recovery and Housing Protection Program
1972,DRR003,Critical Infrastructure Hardening,5,6.06791,Equitable Recovery and Housing Protection Program
1972,DRR005,Integrated Preparedness and Response Training,6,6.05007,Equitable Recovery and Housing Protection Program
1973,DRR006,Equitable Recovery and Housing Protection Program,1,6.97395,Equitable Recovery and Housing Protection Program
1973,DRR002,Community Early Warning Network,2,6.76214,Equitable Recovery and Housing Protection Program
1973,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,3,6.6619,Equitable Recovery and Housing Protection Program
1973,DRR005,Integrated Preparedness and Response Training,4,6.64034,Equitable Recovery and Housing Protection Program
1973,DRR001,Floodplain Land-Use Restriction,5,6.08185,Equitable Recovery and Housing Protection Program
1973,DRR003,Critical Infrastructure Hardening,6,5.98187,Equitable Recovery and Housing Protection Program
1974,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,1,7.0088,Ecosystem-Based Flood and Fire Risk Reduction
1974,DRR006,Equitable Recovery and Housing Protection Program,2,6.98593,Ecosystem-Based Flood and Fire Risk Reduction
1974,DRR005,Integrated Preparedness and Response Training,3,6.75028,Ecosystem-Based Flood and Fire Risk Reduction
1974,DRR002,Community Early Warning Network,4,6.23023,Ecosystem-Based Flood and Fire Risk Reduction
1974,DRR001,Floodplain Land-Use Restriction,5,6.15946,Ecosystem-Based Flood and Fire Risk Reduction
1974,DRR003,Critical Infrastructure Hardening,6,6.01472,Ecosystem-Based Flood and Fire Risk Reduction
1975,DRR006,Equitable Recovery and Housing Protection Program,1,7.11316,Equitable Recovery and Housing Protection Program
1975,DRR001,Floodplain Land-Use Restriction,2,6.54241,Equitable Recovery and Housing Protection Program
1975,DRR002,Community Early Warning Network,3,6.40885,Equitable Recovery and Housing Protection Program
1975,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,4,6.36195,Equitable Recovery and Housing Protection Program
1975,DRR005,Integrated Preparedness and Response Training,5,5.9747,Equitable Recovery and Housing Protection Program
1975,DRR003,Critical Infrastructure Hardening,6,5.82782,Equitable Recovery and Housing Protection Program
1976,DRR002,Community Early Warning Network,1,6.90106,Community Early Warning Network
1976,DRR006,Equitable Recovery and Housing Protection Program,2,6.85521,Community Early Warning Network
1976,DRR001,Floodplain Land-Use Restriction,3,6.69624,Community Early Warning Network
1976,DRR005,Integrated Preparedness and Response Training,4,6.48016,Community Early Warning Network
1976,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,5,6.29645,Community Early Warning Network
1976,DRR003,Critical Infrastructure Hardening,6,6.23523,Community Early Warning Network
1977,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,1,6.95491,Ecosystem-Based Flood and Fire Risk Reduction
1977,DRR006,Equitable Recovery and Housing Protection Program,2,6.9166,Ecosystem-Based Flood and Fire Risk Reduction
1977,DRR005,Integrated Preparedness and Response Training,3,6.55405,Ecosystem-Based Flood and Fire Risk Reduction
1977,DRR002,Community Early Warning Network,4,6.43686,Ecosystem-Based Flood and Fire Risk Reduction
1977,DRR003,Critical Infrastructure Hardening,5,6.0095,Ecosystem-Based Flood and Fire Risk Reduction
1977,DRR001,Floodplain Land-Use Restriction,6,5.81734,Ecosystem-Based Flood and Fire Risk Reduction
1978,DRR006,Equitable Recovery and Housing Protection Program,1,6.87669,Equitable Recovery and Housing Protection Program
1978,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,2,6.79677,Equitable Recovery and Housing Protection Program
1978,DRR005,Integrated Preparedness and Response Training,3,6.5814,Equitable Recovery and Housing Protection Program
1978,DRR001,Floodplain Land-Use Restriction,4,6.23881,Equitable Recovery and Housing Protection Program
1978,DRR002,Community Early Warning Network,5,5.97389,Equitable Recovery and Housing Protection Program
1978,DRR003,Critical Infrastructure Hardening,6,5.90232,Equitable Recovery and Housing Protection Program
1979,DRR006,Equitable Recovery and Housing Protection Program,1,6.60751,Equitable Recovery and Housing Protection Program
1979,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,2,6.48481,Equitable Recovery and Housing Protection Program
1979,DRR002,Community Early Warning Network,3,6.44233,Equitable Recovery and Housing Protection Program
1979,DRR005,Integrated Preparedness and Response Training,4,6.31531,Equitable Recovery and Housing Protection Program
1979,DRR003,Critical Infrastructure Hardening,5,5.80177,Equitable Recovery and Housing Protection Program
1979,DRR001,Floodplain Land-Use Restriction,6,5.67765,Equitable Recovery and Housing Protection Program
1980,DRR006,Equitable Recovery and Housing Protection Program,1,7.03757,Equitable Recovery and Housing Protection Program
1980,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,2,6.77575,Equitable Recovery and Housing Protection Program
1980,DRR002,Community Early Warning Network,3,6.66528,Equitable Recovery and Housing Protection Program
1980,DRR005,Integrated Preparedness and Response Training,4,6.6501,Equitable Recovery and Housing Protection Program
1980,DRR001,Floodplain Land-Use Restriction,5,6.07204,Equitable Recovery and Housing Protection Program
1980,DRR003,Critical Infrastructure Hardening,6,6.00416,Equitable Recovery and Housing Protection Program
1981,DRR006,Equitable Recovery and Housing Protection Program,1,6.75081,Equitable Recovery and Housing Protection Program
1981,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,2,6.67344,Equitable Recovery and Housing Protection Program
1981,DRR002,Community Early Warning Network,3,6.54472,Equitable Recovery and Housing Protection Program
1981,DRR005,Integrated Preparedness and Response Training,4,6.44609,Equitable Recovery and Housing Protection Program
1981,DRR001,Floodplain Land-Use Restriction,5,6.08198,Equitable Recovery and Housing Protection Program
1981,DRR003,Critical Infrastructure Hardening,6,6.04849,Equitable Recovery and Housing Protection Program
1982,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,1,6.91412,Ecosystem-Based Flood and Fire Risk Reduction
1982,DRR006,Equitable Recovery and Housing Protection Program,2,6.79581,Ecosystem-Based Flood and Fire Risk Reduction
1982,DRR002,Community Early Warning Network,3,6.56051,Ecosystem-Based Flood and Fire Risk Reduction
1982,DRR005,Integrated Preparedness and Response Training,4,6.44927,Ecosystem-Based Flood and Fire Risk Reduction
1982,DRR003,Critical Infrastructure Hardening,5,6.37854,Ecosystem-Based Flood and Fire Risk Reduction
1982,DRR001,Floodplain Land-Use Restriction,6,6.36456,Ecosystem-Based Flood and Fire Risk Reduction
1983,DRR005,Integrated Preparedness and Response Training,1,6.88156,Integrated Preparedness and Response Training
1983,DRR006,Equitable Recovery and Housing Protection Program,2,6.73587,Integrated Preparedness and Response Training
1983,DRR002,Community Early Warning Network,3,6.44413,Integrated Preparedness and Response Training
1983,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,4,6.3027,Integrated Preparedness and Response Training
1983,DRR001,Floodplain Land-Use Restriction,5,6.22117,Integrated Preparedness and Response Training
1983,DRR003,Critical Infrastructure Hardening,6,5.80434,Integrated Preparedness and Response Training
1984,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,1,6.71726,Ecosystem-Based Flood and Fire Risk Reduction
1984,DRR006,Equitable Recovery and Housing Protection Program,2,6.60424,Ecosystem-Based Flood and Fire Risk Reduction
1984,DRR001,Floodplain Land-Use Restriction,3,6.36153,Ecosystem-Based Flood and Fire Risk Reduction
1984,DRR002,Community Early Warning Network,4,6.35165,Ecosystem-Based Flood and Fire Risk Reduction
1984,DRR005,Integrated Preparedness and Response Training,5,6.24261,Ecosystem-Based Flood and Fire Risk Reduction
1984,DRR003,Critical Infrastructure Hardening,6,5.86976,Ecosystem-Based Flood and Fire Risk Reduction
1985,DRR006,Equitable Recovery and Housing Protection Program,1,7.08454,Equitable Recovery and Housing Protection Program
1985,DRR002,Community Early Warning Network,2,6.49717,Equitable Recovery and Housing Protection Program
1985,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,3,6.48314,Equitable Recovery and Housing Protection Program
1985,DRR005,Integrated Preparedness and Response Training,4,6.35913,Equitable Recovery and Housing Protection Program
1985,DRR003,Critical Infrastructure Hardening,5,6.16358,Equitable Recovery and Housing Protection Program
1985,DRR001,Floodplain Land-Use Restriction,6,6.09259,Equitable Recovery and Housing Protection Program
1986,DRR006,Equitable Recovery and Housing Protection Program,1,7.06199,Equitable Recovery and Housing Protection Program
1986,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,2,6.45114,Equitable Recovery and Housing Protection Program
