simulation_id,strategy_id,strategy,rank,infrastructure_resilience_value,winner
1106,IIR003,Digital Twin and Scenario Stress Testing,3,7.95831,Equity-Centered Climate Adaptation Portfolio
1106,IIR004,Predictive Maintenance and Asset Renewal,4,7.87386,Equity-Centered Climate Adaptation Portfolio
1106,IIR002,Sensor Monitoring and Early Warning Network,5,7.72683,Equity-Centered Climate Adaptation Portfolio
1106,IIR007,Interoperability and Vendor Portability Strategy,6,7.44453,Equity-Centered Climate Adaptation Portfolio
1106,IIR001,Critical Function and Dependency Mapping,7,7.42088,Equity-Centered Climate Adaptation Portfolio
1107,IIR006,Equity-Centered Climate Adaptation Portfolio,1,8.30717,Equity-Centered Climate Adaptation Portfolio
1107,IIR004,Predictive Maintenance and Asset Renewal,2,8.13967,Equity-Centered Climate Adaptation Portfolio
1107,IIR001,Critical Function and Dependency Mapping,3,8.04498,Equity-Centered Climate Adaptation Portfolio
1107,IIR003,Digital Twin and Scenario Stress Testing,4,8.0014,Equity-Centered Climate Adaptation Portfolio
1107,IIR005,Cyber-Physical Security and Recovery Program,5,7.91484,Equity-Centered Climate Adaptation Portfolio
1107,IIR007,Interoperability and Vendor Portability Strategy,6,7.79025,Equity-Centered Climate Adaptation Portfolio
1107,IIR002,Sensor Monitoring and Early Warning Network,7,7.75817,Equity-Centered Climate Adaptation Portfolio
1108,IIR003,Digital Twin and Scenario Stress Testing,1,8.23518,Digital Twin and Scenario Stress Testing
1108,IIR006,Equity-Centered Climate Adaptation Portfolio,2,8.17877,Digital Twin and Scenario Stress Testing
1108,IIR005,Cyber-Physical Security and Recovery Program,3,8.0252,Digital Twin and Scenario Stress Testing
1108,IIR004,Predictive Maintenance and Asset Renewal,4,8.02196,Digital Twin and Scenario Stress Testing
1108,IIR007,Interoperability and Vendor Portability Strategy,5,7.88664,Digital Twin and Scenario Stress Testing
1108,IIR002,Sensor Monitoring and Early Warning Network,6,7.84287,Digital Twin and Scenario Stress Testing
1108,IIR001,Critical Function and Dependency Mapping,7,7.57543,Digital Twin and Scenario Stress Testing
1109,IIR001,Critical Function and Dependency Mapping,1,8.20162,Critical Function and Dependency Mapping
1109,IIR003,Digital Twin and Scenario Stress Testing,2,8.17543,Critical Function and Dependency Mapping
1109,IIR006,Equity-Centered Climate Adaptation Portfolio,3,8.16194,Critical Function and Dependency Mapping
1109,IIR004,Predictive Maintenance and Asset Renewal,4,7.90379,Critical Function and Dependency Mapping
1109,IIR002,Sensor Monitoring and Early Warning Network,5,7.90027,Critical Function and Dependency Mapping
1109,IIR007,Interoperability and Vendor Portability Strategy,6,7.66966,Critical Function and Dependency Mapping
1109,IIR005,Cyber-Physical Security and Recovery Program,7,7.50635,Critical Function and Dependency Mapping
1110,IIR006,Equity-Centered Climate Adaptation Portfolio,1,8.25212,Equity-Centered Climate Adaptation Portfolio
1110,IIR004,Predictive Maintenance and Asset Renewal,2,7.92156,Equity-Centered Climate Adaptation Portfolio
1110,IIR005,Cyber-Physical Security and Recovery Program,3,7.89818,Equity-Centered Climate Adaptation Portfolio
1110,IIR007,Interoperability and Vendor Portability Strategy,4,7.84754,Equity-Centered Climate Adaptation Portfolio
1110,IIR001,Critical Function and Dependency Mapping,5,7.73514,Equity-Centered Climate Adaptation Portfolio
1110,IIR003,Digital Twin and Scenario Stress Testing,6,7.71345,Equity-Centered Climate Adaptation Portfolio
1110,IIR002,Sensor Monitoring and Early Warning Network,7,7.70545,Equity-Centered Climate Adaptation Portfolio
1111,IIR004,Predictive Maintenance and Asset Renewal,1,8.12577,Predictive Maintenance and Asset Renewal
1111,IIR001,Critical Function and Dependency Mapping,2,8.01116,Predictive Maintenance and Asset Renewal
1111,IIR006,Equity-Centered Climate Adaptation Portfolio,3,7.98202,Predictive Maintenance and Asset Renewal
1111,IIR003,Digital Twin and Scenario Stress Testing,4,7.9445,Predictive Maintenance and Asset Renewal
1111,IIR005,Cyber-Physical Security and Recovery Program,5,7.70445,Predictive Maintenance and Asset Renewal
1111,IIR007,Interoperability and Vendor Portability Strategy,6,7.65269,Predictive Maintenance and Asset Renewal
1111,IIR002,Sensor Monitoring and Early Warning Network,7,7.6399,Predictive Maintenance and Asset Renewal
1112,IIR003,Digital Twin and Scenario Stress Testing,1,8.26727,Digital Twin and Scenario Stress Testing
1112,IIR004,Predictive Maintenance and Asset Renewal,2,8.14889,Digital Twin and Scenario Stress Testing
1112,IIR002,Sensor Monitoring and Early Warning Network,3,8.03658,Digital Twin and Scenario Stress Testing
1112,IIR006,Equity-Centered Climate Adaptation Portfolio,4,7.95676,Digital Twin and Scenario Stress Testing
1112,IIR001,Critical Function and Dependency Mapping,5,7.89995,Digital Twin and Scenario Stress Testing
1112,IIR007,Interoperability and Vendor Portability Strategy,6,7.75843,Digital Twin and Scenario Stress Testing
1112,IIR005,Cyber-Physical Security and Recovery Program,7,7.73516,Digital Twin and Scenario Stress Testing
1113,IIR006,Equity-Centered Climate Adaptation Portfolio,1,8.39956,Equity-Centered Climate Adaptation Portfolio
1113,IIR004,Predictive Maintenance and Asset Renewal,2,8.09781,Equity-Centered Climate Adaptation Portfolio
1113,IIR005,Cyber-Physical Security and Recovery Program,3,7.93462,Equity-Centered Climate Adaptation Portfolio
1113,IIR007,Interoperability and Vendor Portability Strategy,4,7.81405,Equity-Centered Climate Adaptation Portfolio
1113,IIR001,Critical Function and Dependency Mapping,5,7.65671,Equity-Centered Climate Adaptation Portfolio
1113,IIR002,Sensor Monitoring and Early Warning Network,6,7.61249,Equity-Centered Climate Adaptation Portfolio
1113,IIR003,Digital Twin and Scenario Stress Testing,7,7.57582,Equity-Centered Climate Adaptation Portfolio
1114,IIR006,Equity-Centered Climate Adaptation Portfolio,1,8.31716,Equity-Centered Climate Adaptation Portfolio
1114,IIR004,Predictive Maintenance and Asset Renewal,2,8.06985,Equity-Centered Climate Adaptation Portfolio
1114,IIR003,Digital Twin and Scenario Stress Testing,3,7.96784,Equity-Centered Climate Adaptation Portfolio
1114,IIR001,Critical Function and Dependency Mapping,4,7.85126,Equity-Centered Climate Adaptation Portfolio
1114,IIR007,Interoperability and Vendor Portability Strategy,5,7.81166,Equity-Centered Climate Adaptation Portfolio
1114,IIR005,Cyber-Physical Security and Recovery Program,6,7.78386,Equity-Centered Climate Adaptation Portfolio
1114,IIR002,Sensor Monitoring and Early Warning Network,7,7.70077,Equity-Centered Climate Adaptation Portfolio
1115,IIR006,Equity-Centered Climate Adaptation Portfolio,1,8.31736,Equity-Centered Climate Adaptation Portfolio
1115,IIR003,Digital Twin and Scenario Stress Testing,2,8.26297,Equity-Centered Climate Adaptation Portfolio
1115,IIR004,Predictive Maintenance and Asset Renewal,3,7.90104,Equity-Centered Climate Adaptation Portfolio
1115,IIR002,Sensor Monitoring and Early Warning Network,4,7.80932,Equity-Centered Climate Adaptation Portfolio
1115,IIR001,Critical Function and Dependency Mapping,5,7.74559,Equity-Centered Climate Adaptation Portfolio
1115,IIR007,Interoperability and Vendor Portability Strategy,6,7.7455,Equity-Centered Climate Adaptation Portfolio
1115,IIR005,Cyber-Physical Security and Recovery Program,7,7.57371,Equity-Centered Climate Adaptation Portfolio
1116,IIR006,Equity-Centered Climate Adaptation Portfolio,1,8.3612,Equity-Centered Climate Adaptation Portfolio
1116,IIR002,Sensor Monitoring and Early Warning Network,2,8.22819,Equity-Centered Climate Adaptation Portfolio
1116,IIR004,Predictive Maintenance and Asset Renewal,3,8.07945,Equity-Centered Climate Adaptation Portfolio
1116,IIR001,Critical Function and Dependency Mapping,4,8.05403,Equity-Centered Climate Adaptation Portfolio
1116,IIR003,Digital Twin and Scenario Stress Testing,5,7.92065,Equity-Centered Climate Adaptation Portfolio
1116,IIR007,Interoperability and Vendor Portability Strategy,6,7.7325,Equity-Centered Climate Adaptation Portfolio
1116,IIR005,Cyber-Physical Security and Recovery Program,7,7.58461,Equity-Centered Climate Adaptation Portfolio
1117,IIR006,Equity-Centered Climate Adaptation Portfolio,1,8.37997,Equity-Centered Climate Adaptation Portfolio
1117,IIR001,Critical Function and Dependency Mapping,2,8.28044,Equity-Centered Climate Adaptation Portfolio
1117,IIR003,Digital Twin and Scenario Stress Testing,3,8.11884,Equity-Centered Climate Adaptation Portfolio
1117,IIR005,Cyber-Physical Security and Recovery Program,4,8.00412,Equity-Centered Climate Adaptation Portfolio
1117,IIR004,Predictive Maintenance and Asset Renewal,5,7.93042,Equity-Centered Climate Adaptation Portfolio
1117,IIR002,Sensor Monitoring and Early Warning Network,6,7.81568,Equity-Centered Climate Adaptation Portfolio
1117,IIR007,Interoperability and Vendor Portability Strategy,7,7.81142,Equity-Centered Climate Adaptation Portfolio
1118,IIR003,Digital Twin and Scenario Stress Testing,1,8.1869,Digital Twin and Scenario Stress Testing
1118,IIR006,Equity-Centered Climate Adaptation Portfolio,2,8.04675,Digital Twin and Scenario Stress Testing
1118,IIR004,Predictive Maintenance and Asset Renewal,3,8.04206,Digital Twin and Scenario Stress Testing
1118,IIR001,Critical Function and Dependency Mapping,4,7.99367,Digital Twin and Scenario Stress Testing
1118,IIR002,Sensor Monitoring and Early Warning Network,5,7.74564,Digital Twin and Scenario Stress Testing
1118,IIR005,Cyber-Physical Security and Recovery Program,6,7.56714,Digital Twin and Scenario Stress Testing
1118,IIR007,Interoperability and Vendor Portability Strategy,7,7.43437,Digital Twin and Scenario Stress Testing
1119,IIR006,Equity-Centered Climate Adaptation Portfolio,1,8.30146,Equity-Centered Climate Adaptation Portfolio
1119,IIR005,Cyber-Physical Security and Recovery Program,2,8.13261,Equity-Centered Climate Adaptation Portfolio
1119,IIR004,Predictive Maintenance and Asset Renewal,3,8.0171,Equity-Centered Climate Adaptation Portfolio
1119,IIR003,Digital Twin and Scenario Stress Testing,4,7.98192,Equity-Centered Climate Adaptation Portfolio
1119,IIR007,Interoperability and Vendor Portability Strategy,5,7.77262,Equity-Centered Climate Adaptation Portfolio
1119,IIR001,Critical Function and Dependency Mapping,6,7.7637,Equity-Centered Climate Adaptation Portfolio
1119,IIR002,Sensor Monitoring and Early Warning Network,7,7.73081,Equity-Centered Climate Adaptation Portfolio
1120,IIR006,Equity-Centered Climate Adaptation Portfolio,1,8.44431,Equity-Centered Climate Adaptation Portfolio
1120,IIR003,Digital Twin and Scenario Stress Testing,2,8.25649,Equity-Centered Climate Adaptation Portfolio
1120,IIR001,Critical Function and Dependency Mapping,3,7.87419,Equity-Centered Climate Adaptation Portfolio
1120,IIR004,Predictive Maintenance and Asset Renewal,4,7.86404,Equity-Centered Climate Adaptation Portfolio
1120,IIR007,Interoperability and Vendor Portability Strategy,5,7.84456,Equity-Centered Climate Adaptation Portfolio
1120,IIR005,Cyber-Physical Security and Recovery Program,6,7.80512,Equity-Centered Climate Adaptation Portfolio
1120,IIR002,Sensor Monitoring and Early Warning Network,7,7.48288,Equity-Centered Climate Adaptation Portfolio
1121,IIR006,Equity-Centered Climate Adaptation Portfolio,1,8.4037,Equity-Centered Climate Adaptation Portfolio
1121,IIR004,Predictive Maintenance and Asset Renewal,2,8.05862,Equity-Centered Climate Adaptation Portfolio
1121,IIR005,Cyber-Physical Security and Recovery Program,3,8.02278,Equity-Centered Climate Adaptation Portfolio
1121,IIR001,Critical Function and Dependency Mapping,4,7.93591,Equity-Centered Climate Adaptation Portfolio
1121,IIR003,Digital Twin and Scenario Stress Testing,5,7.90755,Equity-Centered Climate Adaptation Portfolio
1121,IIR002,Sensor Monitoring and Early Warning Network,6,7.77997,Equity-Centered Climate Adaptation Portfolio
1121,IIR007,Interoperability and Vendor Portability Strategy,7,7.72846,Equity-Centered Climate Adaptation Portfolio
1122,IIR006,Equity-Centered Climate Adaptation Portfolio,1,8.22014,Equity-Centered Climate Adaptation Portfolio
1122,IIR004,Predictive Maintenance and Asset Renewal,2,8.17889,Equity-Centered Climate Adaptation Portfolio
1122,IIR002,Sensor Monitoring and Early Warning Network,3,8.10521,Equity-Centered Climate Adaptation Portfolio
1122,IIR003,Digital Twin and Scenario Stress Testing,4,8.03394,Equity-Centered Climate Adaptation Portfolio
1122,IIR005,Cyber-Physical Security and Recovery Program,5,7.86172,Equity-Centered Climate Adaptation Portfolio
1122,IIR001,Critical Function and Dependency Mapping,6,7.68439,Equity-Centered Climate Adaptation Portfolio
1122,IIR007,Interoperability and Vendor Portability Strategy,7,7.62295,Equity-Centered Climate Adaptation Portfolio
1123,IIR004,Predictive Maintenance and Asset Renewal,1,8.2819,Predictive Maintenance and Asset Renewal
1123,IIR006,Equity-Centered Climate Adaptation Portfolio,2,8.09259,Predictive Maintenance and Asset Renewal
1123,IIR005,Cyber-Physical Security and Recovery Program,3,7.81096,Predictive Maintenance and Asset Renewal
1123,IIR003,Digital Twin and Scenario Stress Testing,4,7.79907,Predictive Maintenance and Asset Renewal
1123,IIR002,Sensor Monitoring and Early Warning Network,5,7.76376,Predictive Maintenance and Asset Renewal
1123,IIR001,Critical Function and Dependency Mapping,6,7.72905,Predictive Maintenance and Asset Renewal
1123,IIR007,Interoperability and Vendor Portability Strategy,7,7.61172,Predictive Maintenance and Asset Renewal
1124,IIR006,Equity-Centered Climate Adaptation Portfolio,1,8.41469,Equity-Centered Climate Adaptation Portfolio
1124,IIR007,Interoperability and Vendor Portability Strategy,2,8.29403,Equity-Centered Climate Adaptation Portfolio
1124,IIR003,Digital Twin and Scenario Stress Testing,3,8.23724,Equity-Centered Climate Adaptation Portfolio
1124,IIR001,Critical Function and Dependency Mapping,4,7.94896,Equity-Centered Climate Adaptation Portfolio
1124,IIR004,Predictive Maintenance and Asset Renewal,5,7.88652,Equity-Centered Climate Adaptation Portfolio
1124,IIR005,Cyber-Physical Security and Recovery Program,6,7.72261,Equity-Centered Climate Adaptation Portfolio
1124,IIR002,Sensor Monitoring and Early Warning Network,7,7.61623,Equity-Centered Climate Adaptation Portfolio
1125,IIR006,Equity-Centered Climate Adaptation Portfolio,1,8.36236,Equity-Centered Climate Adaptation Portfolio
1125,IIR002,Sensor Monitoring and Early Warning Network,2,8.02155,Equity-Centered Climate Adaptation Portfolio
1125,IIR004,Predictive Maintenance and Asset Renewal,3,7.8475,Equity-Centered Climate Adaptation Portfolio
1125,IIR007,Interoperability and Vendor Portability Strategy,4,7.83386,Equity-Centered Climate Adaptation Portfolio
1125,IIR003,Digital Twin and Scenario Stress Testing,5,7.81358,Equity-Centered Climate Adaptation Portfolio
1125,IIR005,Cyber-Physical Security and Recovery Program,6,7.80251,Equity-Centered Climate Adaptation Portfolio
1125,IIR001,Critical Function and Dependency Mapping,7,7.74886,Equity-Centered Climate Adaptation Portfolio
1126,IIR004,Predictive Maintenance and Asset Renewal,1,8.18944,Predictive Maintenance and Asset Renewal
1126,IIR006,Equity-Centered Climate Adaptation Portfolio,2,8.11207,Predictive Maintenance and Asset Renewal
1126,IIR003,Digital Twin and Scenario Stress Testing,3,8.03946,Predictive Maintenance and Asset Renewal
1126,IIR005,Cyber-Physical Security and Recovery Program,4,7.67995,Predictive Maintenance and Asset Renewal
1126,IIR001,Critical Function and Dependency Mapping,5,7.64009,Predictive Maintenance and Asset Renewal
1126,IIR007,Interoperability and Vendor Portability Strategy,6,7.62841,Predictive Maintenance and Asset Renewal
