simulation_id,framework_id,framework,rank,metric_value,winner
1353,RM003,Scenario Stress-Test Framework,2,6.03035,Hybrid Structural and Dynamic Assessment
1353,RM002,Performance and Recovery Monitoring,3,5.97118,Hybrid Structural and Dynamic Assessment
1353,RM001,Indicator Dashboard,4,5.88249,Hybrid Structural and Dynamic Assessment
1353,RM004,Participatory Resilience Assessment,5,5.59017,Hybrid Structural and Dynamic Assessment
1354,RM005,Hybrid Structural and Dynamic Assessment,1,6.60048,Hybrid Structural and Dynamic Assessment
1354,RM004,Participatory Resilience Assessment,2,6.30917,Hybrid Structural and Dynamic Assessment
1354,RM003,Scenario Stress-Test Framework,3,6.21715,Hybrid Structural and Dynamic Assessment
1354,RM001,Indicator Dashboard,4,5.67287,Hybrid Structural and Dynamic Assessment
1354,RM002,Performance and Recovery Monitoring,5,5.5319,Hybrid Structural and Dynamic Assessment
1355,RM005,Hybrid Structural and Dynamic Assessment,1,6.69688,Hybrid Structural and Dynamic Assessment
1355,RM004,Participatory Resilience Assessment,2,6.37014,Hybrid Structural and Dynamic Assessment
1355,RM003,Scenario Stress-Test Framework,3,5.91663,Hybrid Structural and Dynamic Assessment
1355,RM002,Performance and Recovery Monitoring,4,5.67473,Hybrid Structural and Dynamic Assessment
1355,RM001,Indicator Dashboard,5,5.50428,Hybrid Structural and Dynamic Assessment
1356,RM005,Hybrid Structural and Dynamic Assessment,1,6.38339,Hybrid Structural and Dynamic Assessment
1356,RM004,Participatory Resilience Assessment,2,6.21603,Hybrid Structural and Dynamic Assessment
1356,RM003,Scenario Stress-Test Framework,3,6.21003,Hybrid Structural and Dynamic Assessment
1356,RM002,Performance and Recovery Monitoring,4,6.04996,Hybrid Structural and Dynamic Assessment
1356,RM001,Indicator Dashboard,5,5.22584,Hybrid Structural and Dynamic Assessment
1357,RM005,Hybrid Structural and Dynamic Assessment,1,6.98529,Hybrid Structural and Dynamic Assessment
1357,RM002,Performance and Recovery Monitoring,2,6.19861,Hybrid Structural and Dynamic Assessment
1357,RM003,Scenario Stress-Test Framework,3,6.18513,Hybrid Structural and Dynamic Assessment
1357,RM004,Participatory Resilience Assessment,4,5.9837,Hybrid Structural and Dynamic Assessment
1357,RM001,Indicator Dashboard,5,5.67515,Hybrid Structural and Dynamic Assessment
1358,RM005,Hybrid Structural and Dynamic Assessment,1,6.78232,Hybrid Structural and Dynamic Assessment
1358,RM004,Participatory Resilience Assessment,2,6.21004,Hybrid Structural and Dynamic Assessment
1358,RM003,Scenario Stress-Test Framework,3,6.09822,Hybrid Structural and Dynamic Assessment
1358,RM002,Performance and Recovery Monitoring,4,5.52094,Hybrid Structural and Dynamic Assessment
1358,RM001,Indicator Dashboard,5,5.44846,Hybrid Structural and Dynamic Assessment
1359,RM005,Hybrid Structural and Dynamic Assessment,1,7.19311,Hybrid Structural and Dynamic Assessment
1359,RM002,Performance and Recovery Monitoring,2,6.0079,Hybrid Structural and Dynamic Assessment
1359,RM004,Participatory Resilience Assessment,3,5.93224,Hybrid Structural and Dynamic Assessment
1359,RM001,Indicator Dashboard,4,5.87228,Hybrid Structural and Dynamic Assessment
1359,RM003,Scenario Stress-Test Framework,5,5.7231,Hybrid Structural and Dynamic Assessment
1360,RM005,Hybrid Structural and Dynamic Assessment,1,6.40928,Hybrid Structural and Dynamic Assessment
1360,RM003,Scenario Stress-Test Framework,2,6.12518,Hybrid Structural and Dynamic Assessment
1360,RM002,Performance and Recovery Monitoring,3,6.11127,Hybrid Structural and Dynamic Assessment
1360,RM004,Participatory Resilience Assessment,4,5.9731,Hybrid Structural and Dynamic Assessment
1360,RM001,Indicator Dashboard,5,5.89567,Hybrid Structural and Dynamic Assessment
1361,RM005,Hybrid Structural and Dynamic Assessment,1,6.64259,Hybrid Structural and Dynamic Assessment
1361,RM002,Performance and Recovery Monitoring,2,6.50431,Hybrid Structural and Dynamic Assessment
1361,RM003,Scenario Stress-Test Framework,3,6.08761,Hybrid Structural and Dynamic Assessment
1361,RM004,Participatory Resilience Assessment,4,5.85654,Hybrid Structural and Dynamic Assessment
1361,RM001,Indicator Dashboard,5,5.51782,Hybrid Structural and Dynamic Assessment
1362,RM005,Hybrid Structural and Dynamic Assessment,1,6.73467,Hybrid Structural and Dynamic Assessment
1362,RM003,Scenario Stress-Test Framework,2,5.89611,Hybrid Structural and Dynamic Assessment
1362,RM004,Participatory Resilience Assessment,3,5.66341,Hybrid Structural and Dynamic Assessment
1362,RM002,Performance and Recovery Monitoring,4,5.6253,Hybrid Structural and Dynamic Assessment
1362,RM001,Indicator Dashboard,5,5.46242,Hybrid Structural and Dynamic Assessment
1363,RM004,Participatory Resilience Assessment,1,6.37124,Participatory Resilience Assessment
1363,RM005,Hybrid Structural and Dynamic Assessment,2,6.31014,Participatory Resilience Assessment
1363,RM003,Scenario Stress-Test Framework,3,6.21405,Participatory Resilience Assessment
1363,RM001,Indicator Dashboard,4,5.98255,Participatory Resilience Assessment
1363,RM002,Performance and Recovery Monitoring,5,5.93158,Participatory Resilience Assessment
1364,RM005,Hybrid Structural and Dynamic Assessment,1,6.51666,Hybrid Structural and Dynamic Assessment
1364,RM004,Participatory Resilience Assessment,2,6.23352,Hybrid Structural and Dynamic Assessment
1364,RM003,Scenario Stress-Test Framework,3,6.12964,Hybrid Structural and Dynamic Assessment
1364,RM002,Performance and Recovery Monitoring,4,5.79938,Hybrid Structural and Dynamic Assessment
1364,RM001,Indicator Dashboard,5,5.38816,Hybrid Structural and Dynamic Assessment
1365,RM005,Hybrid Structural and Dynamic Assessment,1,7.06406,Hybrid Structural and Dynamic Assessment
1365,RM003,Scenario Stress-Test Framework,2,6.327,Hybrid Structural and Dynamic Assessment
1365,RM002,Performance and Recovery Monitoring,3,6.18224,Hybrid Structural and Dynamic Assessment
1365,RM004,Participatory Resilience Assessment,4,6.08314,Hybrid Structural and Dynamic Assessment
1365,RM001,Indicator Dashboard,5,5.7492,Hybrid Structural and Dynamic Assessment
1366,RM005,Hybrid Structural and Dynamic Assessment,1,6.85342,Hybrid Structural and Dynamic Assessment
1366,RM003,Scenario Stress-Test Framework,2,6.1476,Hybrid Structural and Dynamic Assessment
1366,RM004,Participatory Resilience Assessment,3,5.78469,Hybrid Structural and Dynamic Assessment
1366,RM001,Indicator Dashboard,4,5.70861,Hybrid Structural and Dynamic Assessment
1366,RM002,Performance and Recovery Monitoring,5,5.57561,Hybrid Structural and Dynamic Assessment
1367,RM005,Hybrid Structural and Dynamic Assessment,1,6.78332,Hybrid Structural and Dynamic Assessment
1367,RM004,Participatory Resilience Assessment,2,5.78247,Hybrid Structural and Dynamic Assessment
1367,RM003,Scenario Stress-Test Framework,3,5.68552,Hybrid Structural and Dynamic Assessment
1367,RM002,Performance and Recovery Monitoring,4,5.56449,Hybrid Structural and Dynamic Assessment
1367,RM001,Indicator Dashboard,5,5.47572,Hybrid Structural and Dynamic Assessment
1368,RM005,Hybrid Structural and Dynamic Assessment,1,6.73837,Hybrid Structural and Dynamic Assessment
1368,RM002,Performance and Recovery Monitoring,2,5.83896,Hybrid Structural and Dynamic Assessment
1368,RM004,Participatory Resilience Assessment,3,5.83253,Hybrid Structural and Dynamic Assessment
1368,RM003,Scenario Stress-Test Framework,4,5.78995,Hybrid Structural and Dynamic Assessment
1368,RM001,Indicator Dashboard,5,5.31371,Hybrid Structural and Dynamic Assessment
1369,RM005,Hybrid Structural and Dynamic Assessment,1,6.95641,Hybrid Structural and Dynamic Assessment
1369,RM004,Participatory Resilience Assessment,2,6.22196,Hybrid Structural and Dynamic Assessment
1369,RM003,Scenario Stress-Test Framework,3,6.1527,Hybrid Structural and Dynamic Assessment
1369,RM002,Performance and Recovery Monitoring,4,5.86037,Hybrid Structural and Dynamic Assessment
1369,RM001,Indicator Dashboard,5,5.81139,Hybrid Structural and Dynamic Assessment
1370,RM005,Hybrid Structural and Dynamic Assessment,1,6.68364,Hybrid Structural and Dynamic Assessment
1370,RM003,Scenario Stress-Test Framework,2,6.45993,Hybrid Structural and Dynamic Assessment
1370,RM004,Participatory Resilience Assessment,3,6.23614,Hybrid Structural and Dynamic Assessment
1370,RM002,Performance and Recovery Monitoring,4,5.91397,Hybrid Structural and Dynamic Assessment
1370,RM001,Indicator Dashboard,5,5.68748,Hybrid Structural and Dynamic Assessment
1371,RM005,Hybrid Structural and Dynamic Assessment,1,6.43709,Hybrid Structural and Dynamic Assessment
1371,RM003,Scenario Stress-Test Framework,2,6.16637,Hybrid Structural and Dynamic Assessment
1371,RM004,Participatory Resilience Assessment,3,5.98256,Hybrid Structural and Dynamic Assessment
1371,RM002,Performance and Recovery Monitoring,4,5.84917,Hybrid Structural and Dynamic Assessment
1371,RM001,Indicator Dashboard,5,5.47796,Hybrid Structural and Dynamic Assessment
1372,RM005,Hybrid Structural and Dynamic Assessment,1,6.65591,Hybrid Structural and Dynamic Assessment
1372,RM003,Scenario Stress-Test Framework,2,6.35513,Hybrid Structural and Dynamic Assessment
1372,RM004,Participatory Resilience Assessment,3,6.07264,Hybrid Structural and Dynamic Assessment
1372,RM002,Performance and Recovery Monitoring,4,6.0048,Hybrid Structural and Dynamic Assessment
1372,RM001,Indicator Dashboard,5,5.85984,Hybrid Structural and Dynamic Assessment
1373,RM005,Hybrid Structural and Dynamic Assessment,1,6.59924,Hybrid Structural and Dynamic Assessment
1373,RM003,Scenario Stress-Test Framework,2,6.29843,Hybrid Structural and Dynamic Assessment
1373,RM004,Participatory Resilience Assessment,3,6.20897,Hybrid Structural and Dynamic Assessment
1373,RM002,Performance and Recovery Monitoring,4,5.83387,Hybrid Structural and Dynamic Assessment
1373,RM001,Indicator Dashboard,5,5.66537,Hybrid Structural and Dynamic Assessment
1374,RM005,Hybrid Structural and Dynamic Assessment,1,6.58521,Hybrid Structural and Dynamic Assessment
1374,RM003,Scenario Stress-Test Framework,2,6.05669,Hybrid Structural and Dynamic Assessment
1374,RM002,Performance and Recovery Monitoring,3,5.86437,Hybrid Structural and Dynamic Assessment
1374,RM004,Participatory Resilience Assessment,4,5.76739,Hybrid Structural and Dynamic Assessment
1374,RM001,Indicator Dashboard,5,5.67456,Hybrid Structural and Dynamic Assessment
1375,RM005,Hybrid Structural and Dynamic Assessment,1,7.06409,Hybrid Structural and Dynamic Assessment
1375,RM004,Participatory Resilience Assessment,2,5.97981,Hybrid Structural and Dynamic Assessment
1375,RM003,Scenario Stress-Test Framework,3,5.94558,Hybrid Structural and Dynamic Assessment
1375,RM002,Performance and Recovery Monitoring,4,5.72623,Hybrid Structural and Dynamic Assessment
1375,RM001,Indicator Dashboard,5,5.52901,Hybrid Structural and Dynamic Assessment
1376,RM005,Hybrid Structural and Dynamic Assessment,1,6.59748,Hybrid Structural and Dynamic Assessment
1376,RM004,Participatory Resilience Assessment,2,6.17562,Hybrid Structural and Dynamic Assessment
1376,RM003,Scenario Stress-Test Framework,3,5.92255,Hybrid Structural and Dynamic Assessment
1376,RM002,Performance and Recovery Monitoring,4,5.54455,Hybrid Structural and Dynamic Assessment
1376,RM001,Indicator Dashboard,5,5.36702,Hybrid Structural and Dynamic Assessment
1377,RM005,Hybrid Structural and Dynamic Assessment,1,6.93631,Hybrid Structural and Dynamic Assessment
1377,RM003,Scenario Stress-Test Framework,2,6.08859,Hybrid Structural and Dynamic Assessment
1377,RM001,Indicator Dashboard,3,5.96909,Hybrid Structural and Dynamic Assessment
1377,RM002,Performance and Recovery Monitoring,4,5.77163,Hybrid Structural and Dynamic Assessment
1377,RM004,Participatory Resilience Assessment,5,5.73368,Hybrid Structural and Dynamic Assessment
1378,RM005,Hybrid Structural and Dynamic Assessment,1,6.35753,Hybrid Structural and Dynamic Assessment
1378,RM004,Participatory Resilience Assessment,2,6.17452,Hybrid Structural and Dynamic Assessment
1378,RM003,Scenario Stress-Test Framework,3,6.08337,Hybrid Structural and Dynamic Assessment
1378,RM002,Performance and Recovery Monitoring,4,6.05453,Hybrid Structural and Dynamic Assessment
1378,RM001,Indicator Dashboard,5,5.36607,Hybrid Structural and Dynamic Assessment
1379,RM005,Hybrid Structural and Dynamic Assessment,1,6.65084,Hybrid Structural and Dynamic Assessment
1379,RM004,Participatory Resilience Assessment,2,6.34502,Hybrid Structural and Dynamic Assessment
1379,RM002,Performance and Recovery Monitoring,3,5.88853,Hybrid Structural and Dynamic Assessment
1379,RM001,Indicator Dashboard,4,5.74809,Hybrid Structural and Dynamic Assessment
1379,RM003,Scenario Stress-Test Framework,5,5.64378,Hybrid Structural and Dynamic Assessment
1380,RM005,Hybrid Structural and Dynamic Assessment,1,7.17178,Hybrid Structural and Dynamic Assessment
1380,RM004,Participatory Resilience Assessment,2,6.03044,Hybrid Structural and Dynamic Assessment
1380,RM001,Indicator Dashboard,3,5.98053,Hybrid Structural and Dynamic Assessment
1380,RM002,Performance and Recovery Monitoring,4,5.86919,Hybrid Structural and Dynamic Assessment
1380,RM003,Scenario Stress-Test Framework,5,5.60379,Hybrid Structural and Dynamic Assessment
1381,RM005,Hybrid Structural and Dynamic Assessment,1,7.02389,Hybrid Structural and Dynamic Assessment
1381,RM004,Participatory Resilience Assessment,2,6.21037,Hybrid Structural and Dynamic Assessment
1381,RM003,Scenario Stress-Test Framework,3,5.91551,Hybrid Structural and Dynamic Assessment
1381,RM002,Performance and Recovery Monitoring,4,5.50413,Hybrid Structural and Dynamic Assessment
1381,RM001,Indicator Dashboard,5,5.16584,Hybrid Structural and Dynamic Assessment
1382,RM005,Hybrid Structural and Dynamic Assessment,1,6.95003,Hybrid Structural and Dynamic Assessment
1382,RM004,Participatory Resilience Assessment,2,6.40076,Hybrid Structural and Dynamic Assessment
1382,RM003,Scenario Stress-Test Framework,3,6.21671,Hybrid Structural and Dynamic Assessment
1382,RM001,Indicator Dashboard,4,5.75079,Hybrid Structural and Dynamic Assessment
1382,RM002,Performance and Recovery Monitoring,5,5.62688,Hybrid Structural and Dynamic Assessment
1383,RM005,Hybrid Structural and Dynamic Assessment,1,6.70676,Hybrid Structural and Dynamic Assessment
1383,RM003,Scenario Stress-Test Framework,2,6.18333,Hybrid Structural and Dynamic Assessment
1383,RM004,Participatory Resilience Assessment,3,5.97792,Hybrid Structural and Dynamic Assessment
1383,RM001,Indicator Dashboard,4,5.81744,Hybrid Structural and Dynamic Assessment
1383,RM002,Performance and Recovery Monitoring,5,5.5788,Hybrid Structural and Dynamic Assessment
1384,RM005,Hybrid Structural and Dynamic Assessment,1,6.85812,Hybrid Structural and Dynamic Assessment
1384,RM004,Participatory Resilience Assessment,2,5.91753,Hybrid Structural and Dynamic Assessment
1384,RM003,Scenario Stress-Test Framework,3,5.81265,Hybrid Structural and Dynamic Assessment
1384,RM001,Indicator Dashboard,4,5.6373,Hybrid Structural and Dynamic Assessment
1384,RM002,Performance and Recovery Monitoring,5,5.62579,Hybrid Structural and Dynamic Assessment
1385,RM005,Hybrid Structural and Dynamic Assessment,1,6.90975,Hybrid Structural and Dynamic Assessment
1385,RM002,Performance and Recovery Monitoring,2,6.3907,Hybrid Structural and Dynamic Assessment
1385,RM003,Scenario Stress-Test Framework,3,6.10925,Hybrid Structural and Dynamic Assessment
1385,RM004,Participatory Resilience Assessment,4,5.96157,Hybrid Structural and Dynamic Assessment
1385,RM001,Indicator Dashboard,5,5.43559,Hybrid Structural and Dynamic Assessment
1386,RM005,Hybrid Structural and Dynamic Assessment,1,6.78111,Hybrid Structural and Dynamic Assessment
1386,RM003,Scenario Stress-Test Framework,2,6.1367,Hybrid Structural and Dynamic Assessment
1386,RM002,Performance and Recovery Monitoring,3,5.91001,Hybrid Structural and Dynamic Assessment
1386,RM001,Indicator Dashboard,4,5.77591,Hybrid Structural and Dynamic Assessment
1386,RM004,Participatory Resilience Assessment,5,5.41434,Hybrid Structural and Dynamic Assessment
1387,RM005,Hybrid Structural and Dynamic Assessment,1,7.14274,Hybrid Structural and Dynamic Assessment
1387,RM004,Participatory Resilience Assessment,2,6.21957,Hybrid Structural and Dynamic Assessment
1387,RM003,Scenario Stress-Test Framework,3,6.01296,Hybrid Structural and Dynamic Assessment
1387,RM002,Performance and Recovery Monitoring,4,5.69039,Hybrid Structural and Dynamic Assessment
1387,RM001,Indicator Dashboard,5,5.2364,Hybrid Structural and Dynamic Assessment
