simulation_id,pathway_id,pathway,rank,adjusted_value,justice_gap
1003,JTR001,Technical Decarbonization Only,7,1.86383,4.1058
1003,JTR007,Digital Modernization Without Access Safeguards,8,1.7847,3.8679
1003,JTR003,Coastal Retreat Without Long-Term Support,9,1.62278,4.16101
1003,JTR005,Green Infrastructure Without Housing Protection,10,1.18967,4.79351
1004,JTR004,Participatory Retreat and Wetland Restoration,1,7.29787,0.88416
1004,JTR002,Just Energy Transition with Worker Support,2,7.2597,0.94938
1004,JTR008,Public Digital Infrastructure with Community Oversight,3,7.08932,1.0882
1004,JTR006,Climate Retrofit with Anti-Displacement Policy,4,6.80127,1.25469
1004,JTR010,Infrastructure Repair and Public Capacity Renewal,5,6.68256,1.25565
1004,JTR009,Ecosystem Restoration with Community Stewardship,6,5.83151,1.63383
1004,JTR001,Technical Decarbonization Only,7,2.57067,3.69054
1004,JTR005,Green Infrastructure Without Housing Protection,8,2.28766,4.01755
1004,JTR003,Coastal Retreat Without Long-Term Support,9,1.76623,4.00753
1004,JTR007,Digital Modernization Without Access Safeguards,10,1.6685,4.12787
1005,JTR002,Just Energy Transition with Worker Support,1,7.60945,0.9473
1005,JTR006,Climate Retrofit with Anti-Displacement Policy,2,7.56156,0.87658
1005,JTR004,Participatory Retreat and Wetland Restoration,3,7.41636,1.12597
1005,JTR009,Ecosystem Restoration with Community Stewardship,4,7.27839,0.88757
1005,JTR010,Infrastructure Repair and Public Capacity Renewal,5,7.0775,1.07548
1005,JTR008,Public Digital Infrastructure with Community Oversight,6,7.05059,1.07976
1005,JTR005,Green Infrastructure Without Housing Protection,7,2.66522,3.85693
1005,JTR007,Digital Modernization Without Access Safeguards,8,1.78801,4.21851
1005,JTR003,Coastal Retreat Without Long-Term Support,9,1.74372,4.09785
1005,JTR001,Technical Decarbonization Only,10,1.57384,4.33357
1006,JTR002,Just Energy Transition with Worker Support,1,7.51739,0.70259
1006,JTR004,Participatory Retreat and Wetland Restoration,2,7.23462,1.22696
1006,JTR008,Public Digital Infrastructure with Community Oversight,3,7.1621,1.16036
1006,JTR009,Ecosystem Restoration with Community Stewardship,4,6.98672,1.25255
1006,JTR006,Climate Retrofit with Anti-Displacement Policy,5,6.86374,1.02388
1006,JTR010,Infrastructure Repair and Public Capacity Renewal,6,6.85517,1.09843
1006,JTR005,Green Infrastructure Without Housing Protection,7,2.83824,3.77746
1006,JTR001,Technical Decarbonization Only,8,1.79934,4.21827
1006,JTR003,Coastal Retreat Without Long-Term Support,9,1.75593,4.144
1006,JTR007,Digital Modernization Without Access Safeguards,10,1.63151,3.94702
1007,JTR002,Just Energy Transition with Worker Support,1,7.37178,1.15609
1007,JTR004,Participatory Retreat and Wetland Restoration,2,7.2098,1.04813
1007,JTR010,Infrastructure Repair and Public Capacity Renewal,3,7.01464,1.02042
1007,JTR009,Ecosystem Restoration with Community Stewardship,4,6.79918,1.25641
1007,JTR006,Climate Retrofit with Anti-Displacement Policy,5,6.72529,1.38135
1007,JTR008,Public Digital Infrastructure with Community Oversight,6,6.37143,1.3665
1007,JTR005,Green Infrastructure Without Housing Protection,7,2.75236,3.66858
1007,JTR001,Technical Decarbonization Only,8,1.91207,4.14346
1007,JTR007,Digital Modernization Without Access Safeguards,9,1.42305,4.12661
1007,JTR003,Coastal Retreat Without Long-Term Support,10,0.76956,4.736
1008,JTR004,Participatory Retreat and Wetland Restoration,1,7.22765,1.00347
1008,JTR008,Public Digital Infrastructure with Community Oversight,2,7.16212,1.03161
1008,JTR002,Just Energy Transition with Worker Support,3,7.02224,1.07056
1008,JTR010,Infrastructure Repair and Public Capacity Renewal,4,7.01751,1.11087
1008,JTR006,Climate Retrofit with Anti-Displacement Policy,5,6.98454,1.14658
1008,JTR009,Ecosystem Restoration with Community Stewardship,6,6.47178,1.3787
1008,JTR005,Green Infrastructure Without Housing Protection,7,2.53867,3.79402
1008,JTR007,Digital Modernization Without Access Safeguards,8,2.4955,3.59084
1008,JTR001,Technical Decarbonization Only,9,1.7505,4.27223
1008,JTR003,Coastal Retreat Without Long-Term Support,10,1.33023,4.40163
1009,JTR004,Participatory Retreat and Wetland Restoration,1,7.28207,1.02709
1009,JTR009,Ecosystem Restoration with Community Stewardship,2,7.21953,1.14122
1009,JTR002,Just Energy Transition with Worker Support,3,7.16391,0.85504
1009,JTR010,Infrastructure Repair and Public Capacity Renewal,4,7.0561,1.04547
1009,JTR008,Public Digital Infrastructure with Community Oversight,5,6.83979,1.05262
1009,JTR006,Climate Retrofit with Anti-Displacement Policy,6,6.72793,1.3862
1009,JTR005,Green Infrastructure Without Housing Protection,7,2.78756,3.39994
1009,JTR003,Coastal Retreat Without Long-Term Support,8,1.52737,4.23118
1009,JTR001,Technical Decarbonization Only,9,1.38896,4.53826
1009,JTR007,Digital Modernization Without Access Safeguards,10,0.89974,4.38817
1010,JTR002,Just Energy Transition with Worker Support,1,7.20662,0.86294
1010,JTR004,Participatory Retreat and Wetland Restoration,2,7.19662,1.06822
1010,JTR009,Ecosystem Restoration with Community Stewardship,3,7.06429,1.16087
1010,JTR006,Climate Retrofit with Anti-Displacement Policy,4,6.75203,1.17926
1010,JTR010,Infrastructure Repair and Public Capacity Renewal,5,6.73903,1.28064
1010,JTR008,Public Digital Infrastructure with Community Oversight,6,6.06301,1.58658
1010,JTR005,Green Infrastructure Without Housing Protection,7,2.7542,3.63459
1010,JTR007,Digital Modernization Without Access Safeguards,8,1.96361,4.17528
1010,JTR001,Technical Decarbonization Only,9,1.75554,4.23426
1010,JTR003,Coastal Retreat Without Long-Term Support,10,1.39953,4.73187
1011,JTR009,Ecosystem Restoration with Community Stewardship,1,7.37849,0.96417
1011,JTR006,Climate Retrofit with Anti-Displacement Policy,2,7.31918,1.09354
1011,JTR004,Participatory Retreat and Wetland Restoration,3,7.2979,1.03164
1011,JTR002,Just Energy Transition with Worker Support,4,7.22947,0.98805
1011,JTR010,Infrastructure Repair and Public Capacity Renewal,5,7.22243,0.95342
1011,JTR008,Public Digital Infrastructure with Community Oversight,6,6.6313,1.07702
1011,JTR005,Green Infrastructure Without Housing Protection,7,2.95017,3.65762
1011,JTR001,Technical Decarbonization Only,8,2.21497,3.89054
1011,JTR007,Digital Modernization Without Access Safeguards,9,1.59892,4.0906
1011,JTR003,Coastal Retreat Without Long-Term Support,10,1.08627,4.55256
1012,JTR002,Just Energy Transition with Worker Support,1,7.75288,0.79752
1012,JTR006,Climate Retrofit with Anti-Displacement Policy,2,7.46436,0.99366
1012,JTR010,Infrastructure Repair and Public Capacity Renewal,3,6.86558,1.23543
1012,JTR008,Public Digital Infrastructure with Community Oversight,4,6.7535,1.14574
1012,JTR009,Ecosystem Restoration with Community Stewardship,5,6.73535,1.16562
1012,JTR004,Participatory Retreat and Wetland Restoration,6,6.72217,1.28807
1012,JTR005,Green Infrastructure Without Housing Protection,7,2.76564,3.64707
1012,JTR001,Technical Decarbonization Only,8,2.41386,3.98747
1012,JTR007,Digital Modernization Without Access Safeguards,9,1.91551,3.95038
1012,JTR003,Coastal Retreat Without Long-Term Support,10,1.05259,4.72852
1013,JTR004,Participatory Retreat and Wetland Restoration,1,7.5491,0.90407
1013,JTR008,Public Digital Infrastructure with Community Oversight,2,7.39854,1.03756
1013,JTR009,Ecosystem Restoration with Community Stewardship,3,7.33013,1.0309
1013,JTR006,Climate Retrofit with Anti-Displacement Policy,4,7.19925,0.94692
1013,JTR010,Infrastructure Repair and Public Capacity Renewal,5,6.76423,1.23405
1013,JTR002,Just Energy Transition with Worker Support,6,6.73275,1.28809
1013,JTR001,Technical Decarbonization Only,7,2.72441,3.65232
1013,JTR007,Digital Modernization Without Access Safeguards,8,2.02615,4.06189
1013,JTR005,Green Infrastructure Without Housing Protection,9,1.76051,4.26137
1013,JTR003,Coastal Retreat Without Long-Term Support,10,1.46886,4.34853
1014,JTR006,Climate Retrofit with Anti-Displacement Policy,1,7.41754,0.8531
1014,JTR008,Public Digital Infrastructure with Community Oversight,2,7.41446,0.875
1014,JTR009,Ecosystem Restoration with Community Stewardship,3,7.30873,1.23928
1014,JTR002,Just Energy Transition with Worker Support,4,7.21491,1.06848
1014,JTR004,Participatory Retreat and Wetland Restoration,5,7.13365,1.22206
1014,JTR010,Infrastructure Repair and Public Capacity Renewal,6,7.03906,1.18912
1014,JTR005,Green Infrastructure Without Housing Protection,7,2.3372,4.03823
1014,JTR007,Digital Modernization Without Access Safeguards,8,1.45988,4.2589
1014,JTR001,Technical Decarbonization Only,9,1.22843,4.58979
1014,JTR003,Coastal Retreat Without Long-Term Support,10,1.05349,4.58012
1015,JTR009,Ecosystem Restoration with Community Stewardship,1,7.56494,1.08825
1015,JTR010,Infrastructure Repair and Public Capacity Renewal,2,7.3586,0.78578
1015,JTR002,Just Energy Transition with Worker Support,3,7.29336,1.04364
1015,JTR004,Participatory Retreat and Wetland Restoration,4,7.23026,1.17919
1015,JTR006,Climate Retrofit with Anti-Displacement Policy,5,7.04353,1.11947
1015,JTR008,Public Digital Infrastructure with Community Oversight,6,6.59786,1.25231
1015,JTR005,Green Infrastructure Without Housing Protection,7,2.64937,3.75002
1015,JTR001,Technical Decarbonization Only,8,2.63381,3.90396
1015,JTR003,Coastal Retreat Without Long-Term Support,9,1.9878,4.03702
1015,JTR007,Digital Modernization Without Access Safeguards,10,1.71423,3.94461
1016,JTR004,Participatory Retreat and Wetland Restoration,1,7.28217,0.94373
1016,JTR009,Ecosystem Restoration with Community Stewardship,2,6.92924,1.28214
1016,JTR006,Climate Retrofit with Anti-Displacement Policy,3,6.70971,1.11311
1016,JTR010,Infrastructure Repair and Public Capacity Renewal,4,6.67355,1.20003
1016,JTR002,Just Energy Transition with Worker Support,5,6.40594,1.46558
1016,JTR008,Public Digital Infrastructure with Community Oversight,6,6.17909,1.36467
1016,JTR005,Green Infrastructure Without Housing Protection,7,2.71435,3.81938
1016,JTR003,Coastal Retreat Without Long-Term Support,8,1.66916,4.39989
1016,JTR001,Technical Decarbonization Only,9,1.32196,4.57451
1016,JTR007,Digital Modernization Without Access Safeguards,10,1.2986,4.44332
1017,JTR002,Just Energy Transition with Worker Support,1,7.45427,0.82893
1017,JTR006,Climate Retrofit with Anti-Displacement Policy,2,7.36185,0.92841
1017,JTR010,Infrastructure Repair and Public Capacity Renewal,3,7.24998,1.24422
1017,JTR009,Ecosystem Restoration with Community Stewardship,4,7.15302,0.9849
1017,JTR004,Participatory Retreat and Wetland Restoration,5,7.12916,1.25036
1017,JTR008,Public Digital Infrastructure with Community Oversight,6,6.9603,1.02069
1017,JTR005,Green Infrastructure Without Housing Protection,7,2.10251,3.93371
1017,JTR001,Technical Decarbonization Only,8,2.05153,4.20857
1017,JTR007,Digital Modernization Without Access Safeguards,9,0.92588,4.64896
1017,JTR003,Coastal Retreat Without Long-Term Support,10,0.88661,4.64065
1018,JTR010,Infrastructure Repair and Public Capacity Renewal,1,7.45517,1.08719
1018,JTR004,Participatory Retreat and Wetland Restoration,2,7.39255,1.05344
1018,JTR009,Ecosystem Restoration with Community Stewardship,3,7.21694,1.13699
1018,JTR006,Climate Retrofit with Anti-Displacement Policy,4,6.70181,1.22737
1018,JTR008,Public Digital Infrastructure with Community Oversight,5,6.67246,1.31754
1018,JTR002,Just Energy Transition with Worker Support,6,6.62165,1.4081
1018,JTR007,Digital Modernization Without Access Safeguards,7,2.48486,3.71084
1018,JTR001,Technical Decarbonization Only,8,2.42288,3.98478
1018,JTR005,Green Infrastructure Without Housing Protection,9,2.08685,4.12014
1018,JTR003,Coastal Retreat Without Long-Term Support,10,1.24239,4.49912
1019,JTR002,Just Energy Transition with Worker Support,1,7.1932,0.91768
1019,JTR010,Infrastructure Repair and Public Capacity Renewal,2,7.04876,1.02471
1019,JTR009,Ecosystem Restoration with Community Stewardship,3,7.04823,1.25013
1019,JTR006,Climate Retrofit with Anti-Displacement Policy,4,6.87641,1.06535
1019,JTR004,Participatory Retreat and Wetland Restoration,5,6.67543,1.37829
1019,JTR008,Public Digital Infrastructure with Community Oversight,6,6.58327,1.22263
1019,JTR005,Green Infrastructure Without Housing Protection,7,3.57045,3.18599
1019,JTR007,Digital Modernization Without Access Safeguards,8,2.14169,3.79224
1019,JTR001,Technical Decarbonization Only,9,2.08536,4.00996
1019,JTR003,Coastal Retreat Without Long-Term Support,10,1.68437,4.20417
1020,JTR002,Just Energy Transition with Worker Support,1,7.61103,0.78222
1020,JTR010,Infrastructure Repair and Public Capacity Renewal,2,7.23223,1.25277
1020,JTR004,Participatory Retreat and Wetland Restoration,3,7.2244,1.24681
1020,JTR006,Climate Retrofit with Anti-Displacement Policy,4,7.0902,1.19651
1020,JTR009,Ecosystem Restoration with Community Stewardship,5,6.69594,1.24921
1020,JTR008,Public Digital Infrastructure with Community Oversight,6,6.58092,1.29154
1020,JTR005,Green Infrastructure Without Housing Protection,7,3.00358,3.68007
1020,JTR001,Technical Decarbonization Only,8,2.28284,3.87574
1020,JTR007,Digital Modernization Without Access Safeguards,9,2.15984,3.9515
1020,JTR003,Coastal Retreat Without Long-Term Support,10,0.72132,5.08557
1021,JTR004,Participatory Retreat and Wetland Restoration,1,7.41592,0.89547
1021,JTR006,Climate Retrofit with Anti-Displacement Policy,2,7.18432,1.14958
1021,JTR009,Ecosystem Restoration with Community Stewardship,3,7.10743,1.13209
1021,JTR010,Infrastructure Repair and Public Capacity Renewal,4,7.05014,1.03926
1021,JTR008,Public Digital Infrastructure with Community Oversight,5,6.98944,0.9551
1021,JTR002,Just Energy Transition with Worker Support,6,6.7089,1.11958
1021,JTR005,Green Infrastructure Without Housing Protection,7,2.42829,3.9511
1021,JTR007,Digital Modernization Without Access Safeguards,8,1.87127,4.09987
1021,JTR003,Coastal Retreat Without Long-Term Support,9,1.69181,4.09772
1021,JTR001,Technical Decarbonization Only,10,1.64903,4.21541
1022,JTR009,Ecosystem Restoration with Community Stewardship,1,7.19517,1.11854
1022,JTR006,Climate Retrofit with Anti-Displacement Policy,2,7.17582,1.00172
1022,JTR010,Infrastructure Repair and Public Capacity Renewal,3,7.17164,0.93685
1022,JTR004,Participatory Retreat and Wetland Restoration,4,7.16003,1.24093
1022,JTR008,Public Digital Infrastructure with Community Oversight,5,7.10869,0.92849
1022,JTR002,Just Energy Transition with Worker Support,6,6.6319,1.43197
1022,JTR005,Green Infrastructure Without Housing Protection,7,2.34275,3.88849
1022,JTR007,Digital Modernization Without Access Safeguards,8,2.07018,3.915
1022,JTR003,Coastal Retreat Without Long-Term Support,9,1.62466,4.31174
1022,JTR001,Technical Decarbonization Only,10,1.38343,4.31199
1023,JTR008,Public Digital Infrastructure with Community Oversight,1,7.73206,0.72604
1023,JTR004,Participatory Retreat and Wetland Restoration,2,7.40204,1.04586
1023,JTR010,Infrastructure Repair and Public Capacity Renewal,3,7.09989,0.9177
1023,JTR006,Climate Retrofit with Anti-Displacement Policy,4,7.06877,1.02287
1023,JTR002,Just Energy Transition with Worker Support,5,6.54598,1.40678
1023,JTR009,Ecosystem Restoration with Community Stewardship,6,6.53959,1.36314
1023,JTR001,Technical Decarbonization Only,7,2.68009,3.7519
1023,JTR005,Green Infrastructure Without Housing Protection,8,2.53493,3.83205
1023,JTR007,Digital Modernization Without Access Safeguards,9,1.5832,4.03804
1023,JTR003,Coastal Retreat Without Long-Term Support,10,1.27303,4.36487
1024,JTR004,Participatory Retreat and Wetland Restoration,1,7.66195,0.76006
1024,JTR010,Infrastructure Repair and Public Capacity Renewal,2,7.28235,1.02826
1024,JTR006,Climate Retrofit with Anti-Displacement Policy,3,7.19324,1.04084
1024,JTR002,Just Energy Transition with Worker Support,4,6.72843,1.26388
1024,JTR009,Ecosystem Restoration with Community Stewardship,5,6.58349,1.47341
1024,JTR008,Public Digital Infrastructure with Community Oversight,6,6.29404,1.4437
1024,JTR001,Technical Decarbonization Only,7,2.45961,3.83459
1024,JTR003,Coastal Retreat Without Long-Term Support,8,2.25845,4.03042
