simulation_id,strategy_id,strategy,rank,adjusted_value,maladaptive_risk
1466,MRS002,Floodplain Restoration and Housing Transition,1,7.76237,0.40435
1466,MRS004,Housing Retrofit and Public Cooling Network,2,7.41837,0.5024
1466,MRS006,Distributed Renewable Resilience Hubs,3,7.27659,0.50156
1466,MRS008,Maintenance Backlog Repair and Governance Reform,4,6.97443,0.75809
1466,MRS010,Diversified Supply Chain with Labor and Ecological Standards,5,6.8635,0.80041
1466,MRS003,Private Cooling Expansion Only,6,0.56266,4.0623
1466,MRS005,Fossil Backup Power Expansion,7,-0.34791,4.39274
1466,MRS009,Supply Chain Buffering Through Worker Flexibility,8,-0.63386,4.70448
1466,MRS007,Dashboard Monitoring Without Repair,9,-1.14189,4.88499
1466,MRS001,Rebuild Same Floodplain Housing,10,-1.47143,5.14332
1467,MRS002,Floodplain Restoration and Housing Transition,1,8.01099,0.383
1467,MRS006,Distributed Renewable Resilience Hubs,2,7.61067,0.53761
1467,MRS008,Maintenance Backlog Repair and Governance Reform,3,7.5373,0.2628
1467,MRS004,Housing Retrofit and Public Cooling Network,4,7.32899,0.58511
1467,MRS010,Diversified Supply Chain with Labor and Ecological Standards,5,6.98163,0.63292
1467,MRS003,Private Cooling Expansion Only,6,0.27517,4.19533
1467,MRS009,Supply Chain Buffering Through Worker Flexibility,7,-0.06622,4.46007
1467,MRS005,Fossil Backup Power Expansion,8,-1.09046,4.85637
1467,MRS007,Dashboard Monitoring Without Repair,9,-1.46684,5.08316
1467,MRS001,Rebuild Same Floodplain Housing,10,-2.03296,5.42915
1468,MRS004,Housing Retrofit and Public Cooling Network,1,7.925,0.46441
1468,MRS002,Floodplain Restoration and Housing Transition,2,7.36163,0.58443
1468,MRS008,Maintenance Backlog Repair and Governance Reform,3,7.21493,0.38631
1468,MRS006,Distributed Renewable Resilience Hubs,4,7.05094,0.47129
1468,MRS010,Diversified Supply Chain with Labor and Ecological Standards,5,6.23546,1.00197
1468,MRS009,Supply Chain Buffering Through Worker Flexibility,6,-0.04265,4.41102
1468,MRS003,Private Cooling Expansion Only,7,-0.20123,4.4773
1468,MRS007,Dashboard Monitoring Without Repair,8,-0.59939,4.59668
1468,MRS005,Fossil Backup Power Expansion,9,-1.30949,4.96543
1468,MRS001,Rebuild Same Floodplain Housing,10,-1.44254,5.05532
1469,MRS002,Floodplain Restoration and Housing Transition,1,8.21913,0.41095
1469,MRS010,Diversified Supply Chain with Labor and Ecological Standards,2,7.76732,0.46538
1469,MRS006,Distributed Renewable Resilience Hubs,3,7.56865,0.52586
1469,MRS008,Maintenance Backlog Repair and Governance Reform,4,7.47197,0.39686
1469,MRS004,Housing Retrofit and Public Cooling Network,5,7.45566,0.50644
1469,MRS003,Private Cooling Expansion Only,6,0.10229,4.39218
1469,MRS009,Supply Chain Buffering Through Worker Flexibility,7,0.0852,4.34698
1469,MRS005,Fossil Backup Power Expansion,8,-1.15016,4.84384
1469,MRS007,Dashboard Monitoring Without Repair,9,-1.25083,4.87937
1469,MRS001,Rebuild Same Floodplain Housing,10,-1.39104,5.14663
1470,MRS002,Floodplain Restoration and Housing Transition,1,7.89206,0.55646
1470,MRS010,Diversified Supply Chain with Labor and Ecological Standards,2,7.72423,0.32382
1470,MRS006,Distributed Renewable Resilience Hubs,3,7.7145,0.48965
1470,MRS004,Housing Retrofit and Public Cooling Network,4,7.34242,0.59579
1470,MRS008,Maintenance Backlog Repair and Governance Reform,5,7.0425,0.7343
1470,MRS009,Supply Chain Buffering Through Worker Flexibility,6,0.39665,4.00426
1470,MRS007,Dashboard Monitoring Without Repair,7,0.30318,4.07432
1470,MRS003,Private Cooling Expansion Only,8,0.26006,4.17694
1470,MRS005,Fossil Backup Power Expansion,9,-0.85572,4.82263
1470,MRS001,Rebuild Same Floodplain Housing,10,-1.57936,5.25717
1471,MRS006,Distributed Renewable Resilience Hubs,1,7.94286,0.38698
1471,MRS010,Diversified Supply Chain with Labor and Ecological Standards,2,7.26232,0.54078
1471,MRS004,Housing Retrofit and Public Cooling Network,3,7.20162,0.54226
1471,MRS002,Floodplain Restoration and Housing Transition,4,7.14489,0.58623
1471,MRS008,Maintenance Backlog Repair and Governance Reform,5,6.99692,0.69328
1471,MRS003,Private Cooling Expansion Only,6,0.14719,4.30916
1471,MRS007,Dashboard Monitoring Without Repair,7,-0.30061,4.39509
1471,MRS009,Supply Chain Buffering Through Worker Flexibility,8,-0.65832,4.76632
1471,MRS005,Fossil Backup Power Expansion,9,-0.7321,4.79959
1471,MRS001,Rebuild Same Floodplain Housing,10,-1.75621,5.23161
1472,MRS004,Housing Retrofit and Public Cooling Network,1,7.96845,0.49048
1472,MRS002,Floodplain Restoration and Housing Transition,2,7.73662,0.44235
1472,MRS006,Distributed Renewable Resilience Hubs,3,7.58902,0.51916
1472,MRS008,Maintenance Backlog Repair and Governance Reform,4,7.5379,0.40175
1472,MRS010,Diversified Supply Chain with Labor and Ecological Standards,5,6.34509,1.03336
1472,MRS003,Private Cooling Expansion Only,6,0.39977,4.12433
1472,MRS009,Supply Chain Buffering Through Worker Flexibility,7,-0.33848,4.6823
1472,MRS005,Fossil Backup Power Expansion,8,-0.74997,4.65318
1472,MRS007,Dashboard Monitoring Without Repair,9,-0.77267,4.72274
1472,MRS001,Rebuild Same Floodplain Housing,10,-1.50309,5.19219
1473,MRS002,Floodplain Restoration and Housing Transition,1,7.42669,0.58453
1473,MRS008,Maintenance Backlog Repair and Governance Reform,2,7.30324,0.61188
1473,MRS004,Housing Retrofit and Public Cooling Network,3,7.20229,0.72759
1473,MRS006,Distributed Renewable Resilience Hubs,4,6.99252,0.67497
1473,MRS010,Diversified Supply Chain with Labor and Ecological Standards,5,6.97404,0.62273
1473,MRS003,Private Cooling Expansion Only,6,1.0084,3.80067
1473,MRS009,Supply Chain Buffering Through Worker Flexibility,7,0.05789,4.31996
1473,MRS007,Dashboard Monitoring Without Repair,8,-0.12437,4.4076
1473,MRS005,Fossil Backup Power Expansion,9,-1.22,4.93877
1473,MRS001,Rebuild Same Floodplain Housing,10,-1.39853,5.13796
1474,MRS008,Maintenance Backlog Repair and Governance Reform,1,7.41356,0.53253
1474,MRS002,Floodplain Restoration and Housing Transition,2,7.36218,0.55007
1474,MRS006,Distributed Renewable Resilience Hubs,3,7.02763,0.66292
1474,MRS010,Diversified Supply Chain with Labor and Ecological Standards,4,6.82105,0.81797
1474,MRS004,Housing Retrofit and Public Cooling Network,5,6.65976,0.75281
1474,MRS003,Private Cooling Expansion Only,6,0.18611,4.13441
1474,MRS009,Supply Chain Buffering Through Worker Flexibility,7,-0.02173,4.27998
1474,MRS005,Fossil Backup Power Expansion,8,-0.68274,4.64403
1474,MRS001,Rebuild Same Floodplain Housing,9,-1.00631,4.86922
1474,MRS007,Dashboard Monitoring Without Repair,10,-1.62755,5.27028
1475,MRS006,Distributed Renewable Resilience Hubs,1,7.5417,0.50354
1475,MRS002,Floodplain Restoration and Housing Transition,2,7.52349,0.47916
1475,MRS004,Housing Retrofit and Public Cooling Network,3,7.48708,0.45195
1475,MRS008,Maintenance Backlog Repair and Governance Reform,4,7.3881,0.55773
1475,MRS010,Diversified Supply Chain with Labor and Ecological Standards,5,6.52103,1.03439
1475,MRS003,Private Cooling Expansion Only,6,0.11559,4.33475
1475,MRS009,Supply Chain Buffering Through Worker Flexibility,7,-0.22976,4.48216
1475,MRS001,Rebuild Same Floodplain Housing,8,-0.64699,4.74131
1475,MRS005,Fossil Backup Power Expansion,9,-0.67405,4.60566
1475,MRS007,Dashboard Monitoring Without Repair,10,-1.43027,5.12254
1476,MRS002,Floodplain Restoration and Housing Transition,1,7.57205,0.52914
1476,MRS006,Distributed Renewable Resilience Hubs,2,7.03658,0.65852
1476,MRS008,Maintenance Backlog Repair and Governance Reform,3,7.00353,0.62503
1476,MRS004,Housing Retrofit and Public Cooling Network,4,6.86628,0.60406
1476,MRS010,Diversified Supply Chain with Labor and Ecological Standards,5,6.86214,0.67391
1476,MRS003,Private Cooling Expansion Only,6,-0.11977,4.35596
1476,MRS009,Supply Chain Buffering Through Worker Flexibility,7,-0.16134,4.5608
1476,MRS005,Fossil Backup Power Expansion,8,-0.51821,4.46088
1476,MRS001,Rebuild Same Floodplain Housing,9,-0.94718,4.92576
1476,MRS007,Dashboard Monitoring Without Repair,10,-1.16035,5.033
1477,MRS002,Floodplain Restoration and Housing Transition,1,7.91807,0.45427
1477,MRS010,Diversified Supply Chain with Labor and Ecological Standards,2,7.27686,0.58422
1477,MRS006,Distributed Renewable Resilience Hubs,3,7.18544,0.72004
1477,MRS008,Maintenance Backlog Repair and Governance Reform,4,6.83454,0.76546
1477,MRS004,Housing Retrofit and Public Cooling Network,5,6.56973,0.85729
1477,MRS003,Private Cooling Expansion Only,6,0.39789,4.12285
1477,MRS009,Supply Chain Buffering Through Worker Flexibility,7,-0.49319,4.6284
1477,MRS001,Rebuild Same Floodplain Housing,8,-0.65844,4.84166
1477,MRS005,Fossil Backup Power Expansion,9,-1.28959,4.93418
1477,MRS007,Dashboard Monitoring Without Repair,10,-1.53601,4.96068
1478,MRS006,Distributed Renewable Resilience Hubs,1,7.74753,0.46946
1478,MRS002,Floodplain Restoration and Housing Transition,2,7.44659,0.46631
1478,MRS004,Housing Retrofit and Public Cooling Network,3,7.27514,0.65037
1478,MRS008,Maintenance Backlog Repair and Governance Reform,4,7.05682,0.58947
1478,MRS010,Diversified Supply Chain with Labor and Ecological Standards,5,6.75774,0.79952
1478,MRS003,Private Cooling Expansion Only,6,-0.53226,4.61312
1478,MRS009,Supply Chain Buffering Through Worker Flexibility,7,-0.55593,4.6609
1478,MRS007,Dashboard Monitoring Without Repair,8,-0.86213,4.65569
1478,MRS005,Fossil Backup Power Expansion,9,-1.7014,5.28378
1478,MRS001,Rebuild Same Floodplain Housing,10,-1.80411,5.16601
1479,MRS002,Floodplain Restoration and Housing Transition,1,7.8719,0.31045
1479,MRS010,Diversified Supply Chain with Labor and Ecological Standards,2,7.44765,0.28099
1479,MRS008,Maintenance Backlog Repair and Governance Reform,3,7.20271,0.57647
1479,MRS004,Housing Retrofit and Public Cooling Network,4,7.11325,0.5327
1479,MRS006,Distributed Renewable Resilience Hubs,5,7.07044,0.70657
1479,MRS003,Private Cooling Expansion Only,6,-0.06259,4.37052
1479,MRS009,Supply Chain Buffering Through Worker Flexibility,7,-0.14965,4.44657
1479,MRS005,Fossil Backup Power Expansion,8,-1.07265,4.8101
1479,MRS007,Dashboard Monitoring Without Repair,9,-1.09158,4.68702
1479,MRS001,Rebuild Same Floodplain Housing,10,-1.84784,5.30638
1480,MRS002,Floodplain Restoration and Housing Transition,1,8.08821,0.42578
1480,MRS008,Maintenance Backlog Repair and Governance Reform,2,7.66029,0.50632
1480,MRS004,Housing Retrofit and Public Cooling Network,3,7.37932,0.47332
1480,MRS006,Distributed Renewable Resilience Hubs,4,7.19262,0.63833
1480,MRS010,Diversified Supply Chain with Labor and Ecological Standards,5,6.7963,0.8752
1480,MRS003,Private Cooling Expansion Only,6,-0.13479,4.3156
1480,MRS009,Supply Chain Buffering Through Worker Flexibility,7,-0.37188,4.64687
1480,MRS007,Dashboard Monitoring Without Repair,8,-0.42542,4.45569
1480,MRS005,Fossil Backup Power Expansion,9,-0.49779,4.48795
1480,MRS001,Rebuild Same Floodplain Housing,10,-2.12812,5.52855
1481,MRS002,Floodplain Restoration and Housing Transition,1,7.69901,0.44502
1481,MRS006,Distributed Renewable Resilience Hubs,2,7.59451,0.39926
1481,MRS004,Housing Retrofit and Public Cooling Network,3,7.25681,0.6448
1481,MRS008,Maintenance Backlog Repair and Governance Reform,4,7.08119,0.60759
1481,MRS010,Diversified Supply Chain with Labor and Ecological Standards,5,6.92081,0.61356
1481,MRS009,Supply Chain Buffering Through Worker Flexibility,6,0.35392,4.0743
1481,MRS003,Private Cooling Expansion Only,7,0.00312,4.30964
1481,MRS007,Dashboard Monitoring Without Repair,8,-0.64156,4.69526
1481,MRS005,Fossil Backup Power Expansion,9,-0.69205,4.56998
1481,MRS001,Rebuild Same Floodplain Housing,10,-1.45963,5.19392
1482,MRS002,Floodplain Restoration and Housing Transition,1,7.8121,0.38813
1482,MRS006,Distributed Renewable Resilience Hubs,2,7.36612,0.37489
1482,MRS010,Diversified Supply Chain with Labor and Ecological Standards,3,7.34688,0.60308
1482,MRS004,Housing Retrofit and Public Cooling Network,4,7.21928,0.62636
1482,MRS008,Maintenance Backlog Repair and Governance Reform,5,7.04237,0.86868
1482,MRS003,Private Cooling Expansion Only,6,0.17602,4.31734
1482,MRS007,Dashboard Monitoring Without Repair,7,-0.17703,4.3478
1482,MRS009,Supply Chain Buffering Through Worker Flexibility,8,-0.83508,4.71859
1482,MRS005,Fossil Backup Power Expansion,9,-1.32598,4.96449
1482,MRS001,Rebuild Same Floodplain Housing,10,-1.32628,5.08834
1483,MRS002,Floodplain Restoration and Housing Transition,1,7.72451,0.46377
1483,MRS004,Housing Retrofit and Public Cooling Network,2,7.64461,0.53041
1483,MRS006,Distributed Renewable Resilience Hubs,3,7.51499,0.41422
1483,MRS008,Maintenance Backlog Repair and Governance Reform,4,7.38566,0.57934
1483,MRS010,Diversified Supply Chain with Labor and Ecological Standards,5,7.14323,0.507
1483,MRS009,Supply Chain Buffering Through Worker Flexibility,6,0.63058,4.09568
1483,MRS003,Private Cooling Expansion Only,7,-0.10392,4.32423
1483,MRS005,Fossil Backup Power Expansion,8,-0.54365,4.51722
1483,MRS007,Dashboard Monitoring Without Repair,9,-0.85437,4.69211
1483,MRS001,Rebuild Same Floodplain Housing,10,-1.38169,5.19845
1484,MRS002,Floodplain Restoration and Housing Transition,1,7.72349,0.57358
1484,MRS010,Diversified Supply Chain with Labor and Ecological Standards,2,7.35301,0.43494
1484,MRS008,Maintenance Backlog Repair and Governance Reform,3,7.23589,0.54543
1484,MRS006,Distributed Renewable Resilience Hubs,4,6.91301,0.79587
1484,MRS004,Housing Retrofit and Public Cooling Network,5,6.77086,0.78608
1484,MRS003,Private Cooling Expansion Only,6,0.28037,4.14419
1484,MRS007,Dashboard Monitoring Without Repair,7,-0.66689,4.74002
1484,MRS009,Supply Chain Buffering Through Worker Flexibility,8,-0.71668,4.73971
1484,MRS005,Fossil Backup Power Expansion,9,-0.84568,4.73725
1484,MRS001,Rebuild Same Floodplain Housing,10,-2.49186,5.69944
1485,MRS002,Floodplain Restoration and Housing Transition,1,7.60428,0.43265
1485,MRS004,Housing Retrofit and Public Cooling Network,2,7.44866,0.55918
1485,MRS006,Distributed Renewable Resilience Hubs,3,6.98033,0.54842
1485,MRS008,Maintenance Backlog Repair and Governance Reform,4,6.71728,0.63096
1485,MRS010,Diversified Supply Chain with Labor and Ecological Standards,5,6.59457,0.88121
1485,MRS003,Private Cooling Expansion Only,6,0.2385,4.25742
1485,MRS009,Supply Chain Buffering Through Worker Flexibility,7,-0.3914,4.48381
1485,MRS005,Fossil Backup Power Expansion,8,-0.94942,4.82843
1485,MRS007,Dashboard Monitoring Without Repair,9,-1.28971,5.05742
1485,MRS001,Rebuild Same Floodplain Housing,10,-1.81651,5.26571
1486,MRS002,Floodplain Restoration and Housing Transition,1,7.69752,0.46751
1486,MRS004,Housing Retrofit and Public Cooling Network,2,7.49087,0.34049
1486,MRS008,Maintenance Backlog Repair and Governance Reform,3,7.39911,0.43658
1486,MRS006,Distributed Renewable Resilience Hubs,4,7.17838,0.6836
1486,MRS010,Diversified Supply Chain with Labor and Ecological Standards,5,5.97288,1.31345
1486,MRS005,Fossil Backup Power Expansion,6,-0.13515,4.38128
1486,MRS007,Dashboard Monitoring Without Repair,7,-0.39574,4.59993
1486,MRS003,Private Cooling Expansion Only,8,-0.85843,4.76372
1486,MRS009,Supply Chain Buffering Through Worker Flexibility,9,-1.20985,4.95784
1486,MRS001,Rebuild Same Floodplain Housing,10,-1.4123,5.17375
1487,MRS002,Floodplain Restoration and Housing Transition,1,7.80214,0.33253
1487,MRS008,Maintenance Backlog Repair and Governance Reform,2,7.63576,0.4605
1487,MRS006,Distributed Renewable Resilience Hubs,3,7.40217,0.56559
1487,MRS010,Diversified Supply Chain with Labor and Ecological Standards,4,7.19697,0.5824
1487,MRS004,Housing Retrofit and Public Cooling Network,5,7.01334,0.57151
1487,MRS003,Private Cooling Expansion Only,6,1.27045,3.6673
1487,MRS009,Supply Chain Buffering Through Worker Flexibility,7,0.54592,4.14177
1487,MRS005,Fossil Backup Power Expansion,8,-1.14872,4.96065
1487,MRS007,Dashboard Monitoring Without Repair,9,-1.36466,5.05391
1487,MRS001,Rebuild Same Floodplain Housing,10,-1.88086,5.36562
1488,MRS004,Housing Retrofit and Public Cooling Network,1,7.61072,0.45519
1488,MRS006,Distributed Renewable Resilience Hubs,2,7.60934,0.40762
1488,MRS008,Maintenance Backlog Repair and Governance Reform,3,7.31332,0.64268
1488,MRS002,Floodplain Restoration and Housing Transition,4,7.27662,0.50346
1488,MRS010,Diversified Supply Chain with Labor and Ecological Standards,5,6.90276,0.67321
1488,MRS009,Supply Chain Buffering Through Worker Flexibility,6,0.19548,4.22987
1488,MRS003,Private Cooling Expansion Only,7,0.11455,4.35569
1488,MRS005,Fossil Backup Power Expansion,8,-0.57978,4.53764
1488,MRS007,Dashboard Monitoring Without Repair,9,-1.0154,4.65594
1488,MRS001,Rebuild Same Floodplain Housing,10,-1.67083,5.17213
1489,MRS008,Maintenance Backlog Repair and Governance Reform,1,7.42743,0.46277
1489,MRS010,Diversified Supply Chain with Labor and Ecological Standards,2,7.39414,0.46156
1489,MRS006,Distributed Renewable Resilience Hubs,3,7.35145,0.49974
1489,MRS002,Floodplain Restoration and Housing Transition,4,7.18156,0.70863
1489,MRS004,Housing Retrofit and Public Cooling Network,5,6.86005,0.82124
1489,MRS007,Dashboard Monitoring Without Repair,6,-0.27168,4.3187
1489,MRS003,Private Cooling Expansion Only,7,-0.39726,4.52667
1489,MRS009,Supply Chain Buffering Through Worker Flexibility,8,-0.89949,4.80612
1489,MRS001,Rebuild Same Floodplain Housing,9,-0.93898,4.85993
1489,MRS005,Fossil Backup Power Expansion,10,-1.56218,5.06044
1490,MRS006,Distributed Renewable Resilience Hubs,1,7.60522,0.43304
1490,MRS002,Floodplain Restoration and Housing Transition,2,7.50515,0.50888
1490,MRS008,Maintenance Backlog Repair and Governance Reform,3,7.42888,0.47043
1490,MRS004,Housing Retrofit and Public Cooling Network,4,7.03408,0.76632
1490,MRS010,Diversified Supply Chain with Labor and Ecological Standards,5,6.80331,0.83189
1490,MRS009,Supply Chain Buffering Through Worker Flexibility,6,0.82619,3.82675
1490,MRS005,Fossil Backup Power Expansion,7,-0.75588,4.69453
1490,MRS003,Private Cooling Expansion Only,8,-0.90445,4.78631
1490,MRS007,Dashboard Monitoring Without Repair,9,-1.07849,4.75688
