simulation_id,strategy_id,strategy,rank,knowledge_integration_value,winner
1685,LK006,Recovery Feedback and Administrative Burden Review,3,8.58189,Funded Community Resilience Advisory Council
1685,LK001,Participatory Risk Mapping and Action Triggers,4,8.41686,Funded Community Resilience Advisory Council
1685,LK005,Trusted Messenger and Local Warning System,5,8.22382,Funded Community Resilience Advisory Council
1685,LK002,Community Science Environmental Monitoring Network,6,8.12337,Funded Community Resilience Advisory Council
1686,LK004,Funded Community Resilience Advisory Council,1,8.99349,Funded Community Resilience Advisory Council
1686,LK003,Indigenous Knowledge Governance Protocol,2,8.63981,Funded Community Resilience Advisory Council
1686,LK001,Participatory Risk Mapping and Action Triggers,3,8.31101,Funded Community Resilience Advisory Council
1686,LK006,Recovery Feedback and Administrative Burden Review,4,8.15975,Funded Community Resilience Advisory Council
1686,LK005,Trusted Messenger and Local Warning System,5,8.15879,Funded Community Resilience Advisory Council
1686,LK002,Community Science Environmental Monitoring Network,6,7.89743,Funded Community Resilience Advisory Council
1687,LK003,Indigenous Knowledge Governance Protocol,1,8.96488,Indigenous Knowledge Governance Protocol
1687,LK004,Funded Community Resilience Advisory Council,2,8.75483,Indigenous Knowledge Governance Protocol
1687,LK001,Participatory Risk Mapping and Action Triggers,3,8.52333,Indigenous Knowledge Governance Protocol
1687,LK006,Recovery Feedback and Administrative Burden Review,4,8.52268,Indigenous Knowledge Governance Protocol
1687,LK005,Trusted Messenger and Local Warning System,5,8.4354,Indigenous Knowledge Governance Protocol
1687,LK002,Community Science Environmental Monitoring Network,6,7.82015,Indigenous Knowledge Governance Protocol
1688,LK003,Indigenous Knowledge Governance Protocol,1,8.81127,Indigenous Knowledge Governance Protocol
1688,LK004,Funded Community Resilience Advisory Council,2,8.79725,Indigenous Knowledge Governance Protocol
1688,LK006,Recovery Feedback and Administrative Burden Review,3,8.14617,Indigenous Knowledge Governance Protocol
1688,LK005,Trusted Messenger and Local Warning System,4,8.0579,Indigenous Knowledge Governance Protocol
1688,LK002,Community Science Environmental Monitoring Network,5,8.04433,Indigenous Knowledge Governance Protocol
1688,LK001,Participatory Risk Mapping and Action Triggers,6,7.95719,Indigenous Knowledge Governance Protocol
1689,LK004,Funded Community Resilience Advisory Council,1,9.0617,Funded Community Resilience Advisory Council
1689,LK003,Indigenous Knowledge Governance Protocol,2,8.77957,Funded Community Resilience Advisory Council
1689,LK006,Recovery Feedback and Administrative Burden Review,3,8.4412,Funded Community Resilience Advisory Council
1689,LK001,Participatory Risk Mapping and Action Triggers,4,8.37482,Funded Community Resilience Advisory Council
1689,LK002,Community Science Environmental Monitoring Network,5,8.14959,Funded Community Resilience Advisory Council
1689,LK005,Trusted Messenger and Local Warning System,6,7.96664,Funded Community Resilience Advisory Council
1690,LK003,Indigenous Knowledge Governance Protocol,1,8.95997,Indigenous Knowledge Governance Protocol
1690,LK004,Funded Community Resilience Advisory Council,2,8.52601,Indigenous Knowledge Governance Protocol
1690,LK006,Recovery Feedback and Administrative Burden Review,3,8.26309,Indigenous Knowledge Governance Protocol
1690,LK001,Participatory Risk Mapping and Action Triggers,4,8.17949,Indigenous Knowledge Governance Protocol
1690,LK005,Trusted Messenger and Local Warning System,5,7.95245,Indigenous Knowledge Governance Protocol
1690,LK002,Community Science Environmental Monitoring Network,6,7.82747,Indigenous Knowledge Governance Protocol
1691,LK004,Funded Community Resilience Advisory Council,1,8.77284,Funded Community Resilience Advisory Council
1691,LK003,Indigenous Knowledge Governance Protocol,2,8.67529,Funded Community Resilience Advisory Council
1691,LK006,Recovery Feedback and Administrative Burden Review,3,8.45669,Funded Community Resilience Advisory Council
1691,LK001,Participatory Risk Mapping and Action Triggers,4,8.38502,Funded Community Resilience Advisory Council
1691,LK005,Trusted Messenger and Local Warning System,5,8.26969,Funded Community Resilience Advisory Council
1691,LK002,Community Science Environmental Monitoring Network,6,8.24934,Funded Community Resilience Advisory Council
1692,LK004,Funded Community Resilience Advisory Council,1,9.18437,Funded Community Resilience Advisory Council
1692,LK003,Indigenous Knowledge Governance Protocol,2,8.88288,Funded Community Resilience Advisory Council
1692,LK006,Recovery Feedback and Administrative Burden Review,3,8.54845,Funded Community Resilience Advisory Council
1692,LK001,Participatory Risk Mapping and Action Triggers,4,8.34098,Funded Community Resilience Advisory Council
1692,LK005,Trusted Messenger and Local Warning System,5,8.30937,Funded Community Resilience Advisory Council
1692,LK002,Community Science Environmental Monitoring Network,6,7.98957,Funded Community Resilience Advisory Council
1693,LK004,Funded Community Resilience Advisory Council,1,8.74608,Funded Community Resilience Advisory Council
1693,LK003,Indigenous Knowledge Governance Protocol,2,8.73314,Funded Community Resilience Advisory Council
1693,LK006,Recovery Feedback and Administrative Burden Review,3,8.52277,Funded Community Resilience Advisory Council
1693,LK005,Trusted Messenger and Local Warning System,4,8.15805,Funded Community Resilience Advisory Council
1693,LK001,Participatory Risk Mapping and Action Triggers,5,8.07426,Funded Community Resilience Advisory Council
1693,LK002,Community Science Environmental Monitoring Network,6,7.57658,Funded Community Resilience Advisory Council
1694,LK003,Indigenous Knowledge Governance Protocol,1,9.0431,Indigenous Knowledge Governance Protocol
1694,LK001,Participatory Risk Mapping and Action Triggers,2,8.4117,Indigenous Knowledge Governance Protocol
1694,LK006,Recovery Feedback and Administrative Burden Review,3,8.40765,Indigenous Knowledge Governance Protocol
1694,LK004,Funded Community Resilience Advisory Council,4,8.33685,Indigenous Knowledge Governance Protocol
1694,LK005,Trusted Messenger and Local Warning System,5,8.24461,Indigenous Knowledge Governance Protocol
1694,LK002,Community Science Environmental Monitoring Network,6,8.09015,Indigenous Knowledge Governance Protocol
1695,LK003,Indigenous Knowledge Governance Protocol,1,9.16946,Indigenous Knowledge Governance Protocol
1695,LK004,Funded Community Resilience Advisory Council,2,8.67215,Indigenous Knowledge Governance Protocol
1695,LK006,Recovery Feedback and Administrative Burden Review,3,8.46279,Indigenous Knowledge Governance Protocol
1695,LK005,Trusted Messenger and Local Warning System,4,8.38566,Indigenous Knowledge Governance Protocol
1695,LK001,Participatory Risk Mapping and Action Triggers,5,8.2476,Indigenous Knowledge Governance Protocol
1695,LK002,Community Science Environmental Monitoring Network,6,7.92022,Indigenous Knowledge Governance Protocol
1696,LK003,Indigenous Knowledge Governance Protocol,1,8.8376,Indigenous Knowledge Governance Protocol
1696,LK004,Funded Community Resilience Advisory Council,2,8.70715,Indigenous Knowledge Governance Protocol
1696,LK001,Participatory Risk Mapping and Action Triggers,3,8.42277,Indigenous Knowledge Governance Protocol
1696,LK006,Recovery Feedback and Administrative Burden Review,4,8.36781,Indigenous Knowledge Governance Protocol
1696,LK005,Trusted Messenger and Local Warning System,5,8.26669,Indigenous Knowledge Governance Protocol
1696,LK002,Community Science Environmental Monitoring Network,6,7.95799,Indigenous Knowledge Governance Protocol
1697,LK003,Indigenous Knowledge Governance Protocol,1,9.02415,Indigenous Knowledge Governance Protocol
1697,LK001,Participatory Risk Mapping and Action Triggers,2,8.56297,Indigenous Knowledge Governance Protocol
1697,LK006,Recovery Feedback and Administrative Burden Review,3,8.5561,Indigenous Knowledge Governance Protocol
1697,LK005,Trusted Messenger and Local Warning System,4,8.53458,Indigenous Knowledge Governance Protocol
1697,LK004,Funded Community Resilience Advisory Council,5,8.4754,Indigenous Knowledge Governance Protocol
1697,LK002,Community Science Environmental Monitoring Network,6,8.03394,Indigenous Knowledge Governance Protocol
1698,LK004,Funded Community Resilience Advisory Council,1,8.95428,Funded Community Resilience Advisory Council
1698,LK003,Indigenous Knowledge Governance Protocol,2,8.8755,Funded Community Resilience Advisory Council
1698,LK006,Recovery Feedback and Administrative Burden Review,3,8.42839,Funded Community Resilience Advisory Council
1698,LK002,Community Science Environmental Monitoring Network,4,8.34815,Funded Community Resilience Advisory Council
1698,LK005,Trusted Messenger and Local Warning System,5,8.24986,Funded Community Resilience Advisory Council
1698,LK001,Participatory Risk Mapping and Action Triggers,6,7.92879,Funded Community Resilience Advisory Council
1699,LK004,Funded Community Resilience Advisory Council,1,8.852,Funded Community Resilience Advisory Council
1699,LK003,Indigenous Knowledge Governance Protocol,2,8.74769,Funded Community Resilience Advisory Council
1699,LK001,Participatory Risk Mapping and Action Triggers,3,8.41573,Funded Community Resilience Advisory Council
1699,LK006,Recovery Feedback and Administrative Burden Review,4,8.39698,Funded Community Resilience Advisory Council
1699,LK005,Trusted Messenger and Local Warning System,5,8.37827,Funded Community Resilience Advisory Council
1699,LK002,Community Science Environmental Monitoring Network,6,8.3104,Funded Community Resilience Advisory Council
1700,LK003,Indigenous Knowledge Governance Protocol,1,9.31459,Indigenous Knowledge Governance Protocol
1700,LK004,Funded Community Resilience Advisory Council,2,9.23422,Indigenous Knowledge Governance Protocol
1700,LK005,Trusted Messenger and Local Warning System,3,8.60056,Indigenous Knowledge Governance Protocol
1700,LK001,Participatory Risk Mapping and Action Triggers,4,8.50033,Indigenous Knowledge Governance Protocol
1700,LK006,Recovery Feedback and Administrative Burden Review,5,8.4144,Indigenous Knowledge Governance Protocol
1700,LK002,Community Science Environmental Monitoring Network,6,7.66678,Indigenous Knowledge Governance Protocol
1701,LK004,Funded Community Resilience Advisory Council,1,8.66416,Funded Community Resilience Advisory Council
1701,LK003,Indigenous Knowledge Governance Protocol,2,8.59686,Funded Community Resilience Advisory Council
1701,LK001,Participatory Risk Mapping and Action Triggers,3,8.56657,Funded Community Resilience Advisory Council
1701,LK005,Trusted Messenger and Local Warning System,4,8.51374,Funded Community Resilience Advisory Council
1701,LK006,Recovery Feedback and Administrative Burden Review,5,8.42584,Funded Community Resilience Advisory Council
1701,LK002,Community Science Environmental Monitoring Network,6,8.1752,Funded Community Resilience Advisory Council
1702,LK004,Funded Community Resilience Advisory Council,1,8.61826,Funded Community Resilience Advisory Council
1702,LK003,Indigenous Knowledge Governance Protocol,2,8.5281,Funded Community Resilience Advisory Council
1702,LK006,Recovery Feedback and Administrative Burden Review,3,8.36666,Funded Community Resilience Advisory Council
1702,LK001,Participatory Risk Mapping and Action Triggers,4,8.2068,Funded Community Resilience Advisory Council
1702,LK002,Community Science Environmental Monitoring Network,5,8.18826,Funded Community Resilience Advisory Council
1702,LK005,Trusted Messenger and Local Warning System,6,8.16498,Funded Community Resilience Advisory Council
1703,LK004,Funded Community Resilience Advisory Council,1,9.05056,Funded Community Resilience Advisory Council
1703,LK003,Indigenous Knowledge Governance Protocol,2,8.79251,Funded Community Resilience Advisory Council
1703,LK002,Community Science Environmental Monitoring Network,3,8.30267,Funded Community Resilience Advisory Council
1703,LK001,Participatory Risk Mapping and Action Triggers,4,8.21342,Funded Community Resilience Advisory Council
1703,LK005,Trusted Messenger and Local Warning System,5,8.14273,Funded Community Resilience Advisory Council
1703,LK006,Recovery Feedback and Administrative Burden Review,6,8.04011,Funded Community Resilience Advisory Council
1704,LK006,Recovery Feedback and Administrative Burden Review,1,8.55704,Recovery Feedback and Administrative Burden Review
1704,LK003,Indigenous Knowledge Governance Protocol,2,8.39686,Recovery Feedback and Administrative Burden Review
1704,LK004,Funded Community Resilience Advisory Council,3,8.37372,Recovery Feedback and Administrative Burden Review
1704,LK001,Participatory Risk Mapping and Action Triggers,4,8.33133,Recovery Feedback and Administrative Burden Review
