simulation_id,dashboard_id,dashboard,rank,dashboard_value,winner
1295,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.54488,Adaptive Learning and Decision-Trigger Dashboard
1295,DB004,Justice-Centered Resilience Dashboard,2,7.36065,Adaptive Learning and Decision-Trigger Dashboard
1295,DB006,Participatory Community Resilience Dashboard,3,6.73468,Adaptive Learning and Decision-Trigger Dashboard
1295,DB002,Indicator Domain Dashboard,4,6.71571,Adaptive Learning and Decision-Trigger Dashboard
1295,DB003,Threshold-Sensitive Early Warning Dashboard,5,6.573,Adaptive Learning and Decision-Trigger Dashboard
1295,DB001,Simple Composite Resilience Score,6,4.98614,Adaptive Learning and Decision-Trigger Dashboard
1296,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.23925,Adaptive Learning and Decision-Trigger Dashboard
1296,DB003,Threshold-Sensitive Early Warning Dashboard,2,7.07392,Adaptive Learning and Decision-Trigger Dashboard
1296,DB004,Justice-Centered Resilience Dashboard,3,7.03711,Adaptive Learning and Decision-Trigger Dashboard
1296,DB006,Participatory Community Resilience Dashboard,4,6.88936,Adaptive Learning and Decision-Trigger Dashboard
1296,DB002,Indicator Domain Dashboard,5,6.32529,Adaptive Learning and Decision-Trigger Dashboard
1296,DB001,Simple Composite Resilience Score,6,4.7136,Adaptive Learning and Decision-Trigger Dashboard
1297,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.49227,Adaptive Learning and Decision-Trigger Dashboard
1297,DB004,Justice-Centered Resilience Dashboard,2,6.97108,Adaptive Learning and Decision-Trigger Dashboard
1297,DB003,Threshold-Sensitive Early Warning Dashboard,3,6.92435,Adaptive Learning and Decision-Trigger Dashboard
1297,DB006,Participatory Community Resilience Dashboard,4,6.76881,Adaptive Learning and Decision-Trigger Dashboard
1297,DB002,Indicator Domain Dashboard,5,6.06665,Adaptive Learning and Decision-Trigger Dashboard
1297,DB001,Simple Composite Resilience Score,6,4.96074,Adaptive Learning and Decision-Trigger Dashboard
1298,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.64068,Adaptive Learning and Decision-Trigger Dashboard
1298,DB006,Participatory Community Resilience Dashboard,2,7.17542,Adaptive Learning and Decision-Trigger Dashboard
1298,DB003,Threshold-Sensitive Early Warning Dashboard,3,7.16265,Adaptive Learning and Decision-Trigger Dashboard
1298,DB004,Justice-Centered Resilience Dashboard,4,6.60138,Adaptive Learning and Decision-Trigger Dashboard
1298,DB002,Indicator Domain Dashboard,5,6.24018,Adaptive Learning and Decision-Trigger Dashboard
1298,DB001,Simple Composite Resilience Score,6,4.65063,Adaptive Learning and Decision-Trigger Dashboard
1299,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.99298,Adaptive Learning and Decision-Trigger Dashboard
1299,DB003,Threshold-Sensitive Early Warning Dashboard,2,7.16536,Adaptive Learning and Decision-Trigger Dashboard
1299,DB006,Participatory Community Resilience Dashboard,3,6.98797,Adaptive Learning and Decision-Trigger Dashboard
1299,DB004,Justice-Centered Resilience Dashboard,4,6.81687,Adaptive Learning and Decision-Trigger Dashboard
1299,DB002,Indicator Domain Dashboard,5,6.19869,Adaptive Learning and Decision-Trigger Dashboard
1299,DB001,Simple Composite Resilience Score,6,4.98734,Adaptive Learning and Decision-Trigger Dashboard
1300,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,6.91609,Adaptive Learning and Decision-Trigger Dashboard
1300,DB006,Participatory Community Resilience Dashboard,2,6.80793,Adaptive Learning and Decision-Trigger Dashboard
1300,DB003,Threshold-Sensitive Early Warning Dashboard,3,6.74256,Adaptive Learning and Decision-Trigger Dashboard
1300,DB004,Justice-Centered Resilience Dashboard,4,6.67476,Adaptive Learning and Decision-Trigger Dashboard
1300,DB002,Indicator Domain Dashboard,5,6.30827,Adaptive Learning and Decision-Trigger Dashboard
1300,DB001,Simple Composite Resilience Score,6,4.73182,Adaptive Learning and Decision-Trigger Dashboard
1301,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.5868,Adaptive Learning and Decision-Trigger Dashboard
1301,DB004,Justice-Centered Resilience Dashboard,2,7.26718,Adaptive Learning and Decision-Trigger Dashboard
1301,DB006,Participatory Community Resilience Dashboard,3,7.15897,Adaptive Learning and Decision-Trigger Dashboard
1301,DB003,Threshold-Sensitive Early Warning Dashboard,4,6.50549,Adaptive Learning and Decision-Trigger Dashboard
1301,DB002,Indicator Domain Dashboard,5,5.85796,Adaptive Learning and Decision-Trigger Dashboard
1301,DB001,Simple Composite Resilience Score,6,4.40245,Adaptive Learning and Decision-Trigger Dashboard
1302,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.67484,Adaptive Learning and Decision-Trigger Dashboard
1302,DB003,Threshold-Sensitive Early Warning Dashboard,2,7.16453,Adaptive Learning and Decision-Trigger Dashboard
1302,DB004,Justice-Centered Resilience Dashboard,3,7.13929,Adaptive Learning and Decision-Trigger Dashboard
1302,DB006,Participatory Community Resilience Dashboard,4,6.85643,Adaptive Learning and Decision-Trigger Dashboard
1302,DB002,Indicator Domain Dashboard,5,6.01199,Adaptive Learning and Decision-Trigger Dashboard
1302,DB001,Simple Composite Resilience Score,6,4.39002,Adaptive Learning and Decision-Trigger Dashboard
1303,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.97462,Adaptive Learning and Decision-Trigger Dashboard
1303,DB006,Participatory Community Resilience Dashboard,2,7.26948,Adaptive Learning and Decision-Trigger Dashboard
1303,DB003,Threshold-Sensitive Early Warning Dashboard,3,6.97126,Adaptive Learning and Decision-Trigger Dashboard
1303,DB004,Justice-Centered Resilience Dashboard,4,6.74676,Adaptive Learning and Decision-Trigger Dashboard
1303,DB002,Indicator Domain Dashboard,5,6.20734,Adaptive Learning and Decision-Trigger Dashboard
1303,DB001,Simple Composite Resilience Score,6,4.95705,Adaptive Learning and Decision-Trigger Dashboard
1304,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.73974,Adaptive Learning and Decision-Trigger Dashboard
1304,DB006,Participatory Community Resilience Dashboard,2,6.92341,Adaptive Learning and Decision-Trigger Dashboard
1304,DB003,Threshold-Sensitive Early Warning Dashboard,3,6.88333,Adaptive Learning and Decision-Trigger Dashboard
1304,DB004,Justice-Centered Resilience Dashboard,4,6.67686,Adaptive Learning and Decision-Trigger Dashboard
1304,DB002,Indicator Domain Dashboard,5,5.8629,Adaptive Learning and Decision-Trigger Dashboard
1304,DB001,Simple Composite Resilience Score,6,4.45637,Adaptive Learning and Decision-Trigger Dashboard
1305,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.31571,Adaptive Learning and Decision-Trigger Dashboard
1305,DB003,Threshold-Sensitive Early Warning Dashboard,2,7.00342,Adaptive Learning and Decision-Trigger Dashboard
1305,DB006,Participatory Community Resilience Dashboard,3,6.85305,Adaptive Learning and Decision-Trigger Dashboard
1305,DB004,Justice-Centered Resilience Dashboard,4,6.74419,Adaptive Learning and Decision-Trigger Dashboard
1305,DB002,Indicator Domain Dashboard,5,6.21122,Adaptive Learning and Decision-Trigger Dashboard
1305,DB001,Simple Composite Resilience Score,6,4.46088,Adaptive Learning and Decision-Trigger Dashboard
1306,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.6088,Adaptive Learning and Decision-Trigger Dashboard
1306,DB003,Threshold-Sensitive Early Warning Dashboard,2,7.54812,Adaptive Learning and Decision-Trigger Dashboard
1306,DB006,Participatory Community Resilience Dashboard,3,7.08899,Adaptive Learning and Decision-Trigger Dashboard
1306,DB004,Justice-Centered Resilience Dashboard,4,7.01309,Adaptive Learning and Decision-Trigger Dashboard
1306,DB002,Indicator Domain Dashboard,5,6.26312,Adaptive Learning and Decision-Trigger Dashboard
1306,DB001,Simple Composite Resilience Score,6,4.97753,Adaptive Learning and Decision-Trigger Dashboard
1307,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.72014,Adaptive Learning and Decision-Trigger Dashboard
1307,DB003,Threshold-Sensitive Early Warning Dashboard,2,7.1914,Adaptive Learning and Decision-Trigger Dashboard
1307,DB006,Participatory Community Resilience Dashboard,3,7.04392,Adaptive Learning and Decision-Trigger Dashboard
1307,DB004,Justice-Centered Resilience Dashboard,4,6.71448,Adaptive Learning and Decision-Trigger Dashboard
1307,DB002,Indicator Domain Dashboard,5,6.52804,Adaptive Learning and Decision-Trigger Dashboard
1307,DB001,Simple Composite Resilience Score,6,4.43938,Adaptive Learning and Decision-Trigger Dashboard
1308,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.37643,Adaptive Learning and Decision-Trigger Dashboard
1308,DB006,Participatory Community Resilience Dashboard,2,7.07581,Adaptive Learning and Decision-Trigger Dashboard
1308,DB003,Threshold-Sensitive Early Warning Dashboard,3,6.87107,Adaptive Learning and Decision-Trigger Dashboard
1308,DB004,Justice-Centered Resilience Dashboard,4,6.48979,Adaptive Learning and Decision-Trigger Dashboard
1308,DB002,Indicator Domain Dashboard,5,6.15892,Adaptive Learning and Decision-Trigger Dashboard
1308,DB001,Simple Composite Resilience Score,6,4.72795,Adaptive Learning and Decision-Trigger Dashboard
1309,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.54311,Adaptive Learning and Decision-Trigger Dashboard
1309,DB003,Threshold-Sensitive Early Warning Dashboard,2,7.0415,Adaptive Learning and Decision-Trigger Dashboard
1309,DB004,Justice-Centered Resilience Dashboard,3,6.62731,Adaptive Learning and Decision-Trigger Dashboard
1309,DB006,Participatory Community Resilience Dashboard,4,6.62058,Adaptive Learning and Decision-Trigger Dashboard
1309,DB002,Indicator Domain Dashboard,5,6.31224,Adaptive Learning and Decision-Trigger Dashboard
1309,DB001,Simple Composite Resilience Score,6,5.01484,Adaptive Learning and Decision-Trigger Dashboard
1310,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.45103,Adaptive Learning and Decision-Trigger Dashboard
1310,DB004,Justice-Centered Resilience Dashboard,2,6.85536,Adaptive Learning and Decision-Trigger Dashboard
1310,DB003,Threshold-Sensitive Early Warning Dashboard,3,6.84438,Adaptive Learning and Decision-Trigger Dashboard
1310,DB006,Participatory Community Resilience Dashboard,4,6.65191,Adaptive Learning and Decision-Trigger Dashboard
1310,DB002,Indicator Domain Dashboard,5,5.98079,Adaptive Learning and Decision-Trigger Dashboard
1310,DB001,Simple Composite Resilience Score,6,4.65234,Adaptive Learning and Decision-Trigger Dashboard
1311,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.21202,Adaptive Learning and Decision-Trigger Dashboard
1311,DB003,Threshold-Sensitive Early Warning Dashboard,2,7.19156,Adaptive Learning and Decision-Trigger Dashboard
1311,DB004,Justice-Centered Resilience Dashboard,3,6.74237,Adaptive Learning and Decision-Trigger Dashboard
1311,DB006,Participatory Community Resilience Dashboard,4,6.72837,Adaptive Learning and Decision-Trigger Dashboard
1311,DB002,Indicator Domain Dashboard,5,6.3533,Adaptive Learning and Decision-Trigger Dashboard
1311,DB001,Simple Composite Resilience Score,6,4.89161,Adaptive Learning and Decision-Trigger Dashboard
1312,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.64933,Adaptive Learning and Decision-Trigger Dashboard
1312,DB003,Threshold-Sensitive Early Warning Dashboard,2,7.2764,Adaptive Learning and Decision-Trigger Dashboard
1312,DB006,Participatory Community Resilience Dashboard,3,7.21037,Adaptive Learning and Decision-Trigger Dashboard
1312,DB004,Justice-Centered Resilience Dashboard,4,6.47449,Adaptive Learning and Decision-Trigger Dashboard
1312,DB002,Indicator Domain Dashboard,5,6.01546,Adaptive Learning and Decision-Trigger Dashboard
1312,DB001,Simple Composite Resilience Score,6,4.70129,Adaptive Learning and Decision-Trigger Dashboard
1313,DB004,Justice-Centered Resilience Dashboard,1,7.09841,Justice-Centered Resilience Dashboard
1313,DB003,Threshold-Sensitive Early Warning Dashboard,2,6.99944,Justice-Centered Resilience Dashboard
1313,DB005,Adaptive Learning and Decision-Trigger Dashboard,3,6.94417,Justice-Centered Resilience Dashboard
1313,DB006,Participatory Community Resilience Dashboard,4,6.92911,Justice-Centered Resilience Dashboard
1313,DB002,Indicator Domain Dashboard,5,6.2953,Justice-Centered Resilience Dashboard
1313,DB001,Simple Composite Resilience Score,6,4.56933,Justice-Centered Resilience Dashboard
1314,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.60741,Adaptive Learning and Decision-Trigger Dashboard
1314,DB003,Threshold-Sensitive Early Warning Dashboard,2,6.91112,Adaptive Learning and Decision-Trigger Dashboard
1314,DB004,Justice-Centered Resilience Dashboard,3,6.86459,Adaptive Learning and Decision-Trigger Dashboard
1314,DB006,Participatory Community Resilience Dashboard,4,6.76645,Adaptive Learning and Decision-Trigger Dashboard
1314,DB002,Indicator Domain Dashboard,5,6.21549,Adaptive Learning and Decision-Trigger Dashboard
1314,DB001,Simple Composite Resilience Score,6,4.80424,Adaptive Learning and Decision-Trigger Dashboard
1315,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.6296,Adaptive Learning and Decision-Trigger Dashboard
1315,DB006,Participatory Community Resilience Dashboard,2,6.89849,Adaptive Learning and Decision-Trigger Dashboard
1315,DB003,Threshold-Sensitive Early Warning Dashboard,3,6.86127,Adaptive Learning and Decision-Trigger Dashboard
1315,DB004,Justice-Centered Resilience Dashboard,4,6.67767,Adaptive Learning and Decision-Trigger Dashboard
1315,DB002,Indicator Domain Dashboard,5,6.0774,Adaptive Learning and Decision-Trigger Dashboard
1315,DB001,Simple Composite Resilience Score,6,4.93891,Adaptive Learning and Decision-Trigger Dashboard
1316,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.61199,Adaptive Learning and Decision-Trigger Dashboard
1316,DB003,Threshold-Sensitive Early Warning Dashboard,2,7.49124,Adaptive Learning and Decision-Trigger Dashboard
1316,DB004,Justice-Centered Resilience Dashboard,3,7.12349,Adaptive Learning and Decision-Trigger Dashboard
1316,DB006,Participatory Community Resilience Dashboard,4,6.85064,Adaptive Learning and Decision-Trigger Dashboard
1316,DB002,Indicator Domain Dashboard,5,6.37568,Adaptive Learning and Decision-Trigger Dashboard
1316,DB001,Simple Composite Resilience Score,6,5.01016,Adaptive Learning and Decision-Trigger Dashboard
1317,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.44682,Adaptive Learning and Decision-Trigger Dashboard
1317,DB003,Threshold-Sensitive Early Warning Dashboard,2,7.12887,Adaptive Learning and Decision-Trigger Dashboard
1317,DB006,Participatory Community Resilience Dashboard,3,6.80031,Adaptive Learning and Decision-Trigger Dashboard
1317,DB002,Indicator Domain Dashboard,4,6.60088,Adaptive Learning and Decision-Trigger Dashboard
1317,DB004,Justice-Centered Resilience Dashboard,5,6.18599,Adaptive Learning and Decision-Trigger Dashboard
1317,DB001,Simple Composite Resilience Score,6,4.82073,Adaptive Learning and Decision-Trigger Dashboard
1318,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.67866,Adaptive Learning and Decision-Trigger Dashboard
1318,DB003,Threshold-Sensitive Early Warning Dashboard,2,7.02235,Adaptive Learning and Decision-Trigger Dashboard
1318,DB006,Participatory Community Resilience Dashboard,3,6.75473,Adaptive Learning and Decision-Trigger Dashboard
1318,DB004,Justice-Centered Resilience Dashboard,4,6.7028,Adaptive Learning and Decision-Trigger Dashboard
1318,DB002,Indicator Domain Dashboard,5,6.33097,Adaptive Learning and Decision-Trigger Dashboard
1318,DB001,Simple Composite Resilience Score,6,4.66981,Adaptive Learning and Decision-Trigger Dashboard
1319,DB006,Participatory Community Resilience Dashboard,1,7.67279,Participatory Community Resilience Dashboard
1319,DB005,Adaptive Learning and Decision-Trigger Dashboard,2,7.62196,Participatory Community Resilience Dashboard
1319,DB004,Justice-Centered Resilience Dashboard,3,7.03596,Participatory Community Resilience Dashboard
1319,DB003,Threshold-Sensitive Early Warning Dashboard,4,6.96772,Participatory Community Resilience Dashboard
1319,DB002,Indicator Domain Dashboard,5,6.56322,Participatory Community Resilience Dashboard
1319,DB001,Simple Composite Resilience Score,6,4.34581,Participatory Community Resilience Dashboard
1320,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.76848,Adaptive Learning and Decision-Trigger Dashboard
