simulation_id,strategy_id,strategy,rank,organizational_resilience_value
858,OR001,Critical Function and Dependency Mapping,5,7.03526
858,OR005,Psychological Safety and Weak-Signal Reporting System,6,6.95085
859,OR001,Critical Function and Dependency Mapping,1,7.49058
859,OR006,Operational Resilience and Continuity Exercise Program,2,7.35864
859,OR003,After-Action Learning and Corrective Action System,3,7.29968
859,OR004,Institutional Memory and Knowledge Architecture Program,4,7.2179
859,OR005,Psychological Safety and Weak-Signal Reporting System,5,7.15915
859,OR002,Cross-Training and Role Redundancy Program,6,7.02463
860,OR005,Psychological Safety and Weak-Signal Reporting System,1,7.72195
860,OR006,Operational Resilience and Continuity Exercise Program,2,7.556
860,OR003,After-Action Learning and Corrective Action System,3,7.37236
860,OR001,Critical Function and Dependency Mapping,4,7.18197
860,OR004,Institutional Memory and Knowledge Architecture Program,5,7.15588
860,OR002,Cross-Training and Role Redundancy Program,6,7.01129
861,OR003,After-Action Learning and Corrective Action System,1,7.65695
861,OR005,Psychological Safety and Weak-Signal Reporting System,2,7.44768
861,OR001,Critical Function and Dependency Mapping,3,7.39628
861,OR002,Cross-Training and Role Redundancy Program,4,7.34307
861,OR006,Operational Resilience and Continuity Exercise Program,5,7.29292
861,OR004,Institutional Memory and Knowledge Architecture Program,6,7.21833
862,OR005,Psychological Safety and Weak-Signal Reporting System,1,7.72428
862,OR006,Operational Resilience and Continuity Exercise Program,2,7.51103
862,OR002,Cross-Training and Role Redundancy Program,3,7.40497
862,OR004,Institutional Memory and Knowledge Architecture Program,4,7.37738
862,OR003,After-Action Learning and Corrective Action System,5,7.1901
862,OR001,Critical Function and Dependency Mapping,6,7.10493
863,OR006,Operational Resilience and Continuity Exercise Program,1,7.56041
863,OR005,Psychological Safety and Weak-Signal Reporting System,2,7.48973
863,OR001,Critical Function and Dependency Mapping,3,7.20578
863,OR004,Institutional Memory and Knowledge Architecture Program,4,7.18406
863,OR003,After-Action Learning and Corrective Action System,5,7.11915
863,OR002,Cross-Training and Role Redundancy Program,6,7.09235
864,OR005,Psychological Safety and Weak-Signal Reporting System,1,7.68669
864,OR003,After-Action Learning and Corrective Action System,2,7.67465
864,OR001,Critical Function and Dependency Mapping,3,7.64267
864,OR006,Operational Resilience and Continuity Exercise Program,4,7.4039
864,OR004,Institutional Memory and Knowledge Architecture Program,5,7.37691
864,OR002,Cross-Training and Role Redundancy Program,6,7.33771
865,OR003,After-Action Learning and Corrective Action System,1,7.6593
865,OR006,Operational Resilience and Continuity Exercise Program,2,7.39837
865,OR004,Institutional Memory and Knowledge Architecture Program,3,7.33296
865,OR005,Psychological Safety and Weak-Signal Reporting System,4,7.28951
865,OR001,Critical Function and Dependency Mapping,5,7.16079
865,OR002,Cross-Training and Role Redundancy Program,6,6.98361
866,OR006,Operational Resilience and Continuity Exercise Program,1,7.61124
866,OR005,Psychological Safety and Weak-Signal Reporting System,2,7.48222
866,OR003,After-Action Learning and Corrective Action System,3,7.3942
866,OR001,Critical Function and Dependency Mapping,4,7.35883
866,OR002,Cross-Training and Role Redundancy Program,5,7.0863
866,OR004,Institutional Memory and Knowledge Architecture Program,6,6.97735
867,OR005,Psychological Safety and Weak-Signal Reporting System,1,7.73899
867,OR003,After-Action Learning and Corrective Action System,2,7.70952
867,OR004,Institutional Memory and Knowledge Architecture Program,3,7.53083
867,OR002,Cross-Training and Role Redundancy Program,4,7.48318
867,OR006,Operational Resilience and Continuity Exercise Program,5,7.2428
867,OR001,Critical Function and Dependency Mapping,6,7.10488
868,OR006,Operational Resilience and Continuity Exercise Program,1,7.67751
868,OR005,Psychological Safety and Weak-Signal Reporting System,2,7.55918
868,OR004,Institutional Memory and Knowledge Architecture Program,3,7.4756
868,OR001,Critical Function and Dependency Mapping,4,7.38373
868,OR003,After-Action Learning and Corrective Action System,5,7.25282
868,OR002,Cross-Training and Role Redundancy Program,6,7.07084
869,OR004,Institutional Memory and Knowledge Architecture Program,1,7.66147
869,OR005,Psychological Safety and Weak-Signal Reporting System,2,7.50868
869,OR002,Cross-Training and Role Redundancy Program,3,7.42055
869,OR006,Operational Resilience and Continuity Exercise Program,4,7.27304
869,OR003,After-Action Learning and Corrective Action System,5,7.17122
869,OR001,Critical Function and Dependency Mapping,6,7.07665
870,OR006,Operational Resilience and Continuity Exercise Program,1,7.53085
870,OR003,After-Action Learning and Corrective Action System,2,7.52574
870,OR001,Critical Function and Dependency Mapping,3,7.52237
870,OR005,Psychological Safety and Weak-Signal Reporting System,4,7.41798
870,OR002,Cross-Training and Role Redundancy Program,5,7.36976
870,OR004,Institutional Memory and Knowledge Architecture Program,6,7.11896
871,OR002,Cross-Training and Role Redundancy Program,1,7.28511
871,OR001,Critical Function and Dependency Mapping,2,7.25388
871,OR005,Psychological Safety and Weak-Signal Reporting System,3,7.24152
871,OR006,Operational Resilience and Continuity Exercise Program,4,7.22346
871,OR003,After-Action Learning and Corrective Action System,5,7.22192
871,OR004,Institutional Memory and Knowledge Architecture Program,6,7.12472
872,OR005,Psychological Safety and Weak-Signal Reporting System,1,7.54301
872,OR006,Operational Resilience and Continuity Exercise Program,2,7.40819
872,OR003,After-Action Learning and Corrective Action System,3,7.36294
872,OR002,Cross-Training and Role Redundancy Program,4,7.26761
872,OR004,Institutional Memory and Knowledge Architecture Program,5,7.23848
872,OR001,Critical Function and Dependency Mapping,6,6.85836
873,OR003,After-Action Learning and Corrective Action System,1,7.59352
873,OR005,Psychological Safety and Weak-Signal Reporting System,2,7.55263
873,OR006,Operational Resilience and Continuity Exercise Program,3,7.48985
873,OR001,Critical Function and Dependency Mapping,4,7.25564
873,OR004,Institutional Memory and Knowledge Architecture Program,5,7.0332
873,OR002,Cross-Training and Role Redundancy Program,6,6.89177
874,OR006,Operational Resilience and Continuity Exercise Program,1,7.82518
874,OR003,After-Action Learning and Corrective Action System,2,7.51638
874,OR004,Institutional Memory and Knowledge Architecture Program,3,7.50714
874,OR002,Cross-Training and Role Redundancy Program,4,7.4528
874,OR005,Psychological Safety and Weak-Signal Reporting System,5,7.44214
874,OR001,Critical Function and Dependency Mapping,6,7.18174
875,OR003,After-Action Learning and Corrective Action System,1,7.49469
875,OR004,Institutional Memory and Knowledge Architecture Program,2,7.4371
875,OR006,Operational Resilience and Continuity Exercise Program,3,7.43709
875,OR002,Cross-Training and Role Redundancy Program,4,7.34341
875,OR001,Critical Function and Dependency Mapping,5,7.18849
875,OR005,Psychological Safety and Weak-Signal Reporting System,6,6.8759
876,OR006,Operational Resilience and Continuity Exercise Program,1,7.50687
876,OR005,Psychological Safety and Weak-Signal Reporting System,2,7.40985
876,OR002,Cross-Training and Role Redundancy Program,3,7.2474
876,OR004,Institutional Memory and Knowledge Architecture Program,4,7.20942
876,OR003,After-Action Learning and Corrective Action System,5,7.058
876,OR001,Critical Function and Dependency Mapping,6,7.02904
877,OR005,Psychological Safety and Weak-Signal Reporting System,1,7.70766
877,OR002,Cross-Training and Role Redundancy Program,2,7.43838
877,OR006,Operational Resilience and Continuity Exercise Program,3,7.38686
877,OR003,After-Action Learning and Corrective Action System,4,7.27425
877,OR004,Institutional Memory and Knowledge Architecture Program,5,7.23369
877,OR001,Critical Function and Dependency Mapping,6,7.14592
878,OR005,Psychological Safety and Weak-Signal Reporting System,1,7.75287
878,OR006,Operational Resilience and Continuity Exercise Program,2,7.39238
878,OR002,Cross-Training and Role Redundancy Program,3,7.33624
878,OR003,After-Action Learning and Corrective Action System,4,7.28351
878,OR001,Critical Function and Dependency Mapping,5,7.16296
878,OR004,Institutional Memory and Knowledge Architecture Program,6,7.1471
879,OR006,Operational Resilience and Continuity Exercise Program,1,7.65475
879,OR004,Institutional Memory and Knowledge Architecture Program,2,7.53533
879,OR003,After-Action Learning and Corrective Action System,3,7.44272
879,OR005,Psychological Safety and Weak-Signal Reporting System,4,7.11953
879,OR001,Critical Function and Dependency Mapping,5,7.11847
879,OR002,Cross-Training and Role Redundancy Program,6,7.01553
880,OR005,Psychological Safety and Weak-Signal Reporting System,1,7.78436
880,OR001,Critical Function and Dependency Mapping,2,7.44311
880,OR002,Cross-Training and Role Redundancy Program,3,7.36031
880,OR003,After-Action Learning and Corrective Action System,4,7.32533
880,OR004,Institutional Memory and Knowledge Architecture Program,5,6.98268
880,OR006,Operational Resilience and Continuity Exercise Program,6,6.97039
881,OR003,After-Action Learning and Corrective Action System,1,7.772
881,OR005,Psychological Safety and Weak-Signal Reporting System,2,7.55281
881,OR004,Institutional Memory and Knowledge Architecture Program,3,7.24932
881,OR006,Operational Resilience and Continuity Exercise Program,4,7.23755
881,OR002,Cross-Training and Role Redundancy Program,5,7.21638
881,OR001,Critical Function and Dependency Mapping,6,6.96556
882,OR004,Institutional Memory and Knowledge Architecture Program,1,7.62165
882,OR002,Cross-Training and Role Redundancy Program,2,7.35952
882,OR005,Psychological Safety and Weak-Signal Reporting System,3,7.31732
882,OR003,After-Action Learning and Corrective Action System,4,7.29852
882,OR001,Critical Function and Dependency Mapping,5,7.23395
882,OR006,Operational Resilience and Continuity Exercise Program,6,7.17549
883,OR006,Operational Resilience and Continuity Exercise Program,1,7.62147
883,OR001,Critical Function and Dependency Mapping,2,7.46965
883,OR003,After-Action Learning and Corrective Action System,3,7.39697
883,OR002,Cross-Training and Role Redundancy Program,4,7.27852
883,OR005,Psychological Safety and Weak-Signal Reporting System,5,7.27633
883,OR004,Institutional Memory and Knowledge Architecture Program,6,7.07664
884,OR002,Cross-Training and Role Redundancy Program,1,7.51507
884,OR001,Critical Function and Dependency Mapping,2,7.50413
884,OR005,Psychological Safety and Weak-Signal Reporting System,3,7.41004
884,OR003,After-Action Learning and Corrective Action System,4,7.32524
884,OR006,Operational Resilience and Continuity Exercise Program,5,7.30272
884,OR004,Institutional Memory and Knowledge Architecture Program,6,7.25771
885,OR005,Psychological Safety and Weak-Signal Reporting System,1,7.74662
885,OR003,After-Action Learning and Corrective Action System,2,7.64836
885,OR001,Critical Function and Dependency Mapping,3,7.6052
885,OR006,Operational Resilience and Continuity Exercise Program,4,7.27306
885,OR002,Cross-Training and Role Redundancy Program,5,7.17502
885,OR004,Institutional Memory and Knowledge Architecture Program,6,7.04801
886,OR005,Psychological Safety and Weak-Signal Reporting System,1,7.63681
886,OR002,Cross-Training and Role Redundancy Program,2,7.39106
886,OR003,After-Action Learning and Corrective Action System,3,7.34089
886,OR006,Operational Resilience and Continuity Exercise Program,4,7.28629
886,OR001,Critical Function and Dependency Mapping,5,7.23494
886,OR004,Institutional Memory and Knowledge Architecture Program,6,7.22369
887,OR006,Operational Resilience and Continuity Exercise Program,1,7.79161
887,OR003,After-Action Learning and Corrective Action System,2,7.78486
887,OR005,Psychological Safety and Weak-Signal Reporting System,3,7.38633
887,OR004,Institutional Memory and Knowledge Architecture Program,4,7.37343
887,OR001,Critical Function and Dependency Mapping,5,7.22581
887,OR002,Cross-Training and Role Redundancy Program,6,7.16474
888,OR001,Critical Function and Dependency Mapping,1,7.50447
888,OR006,Operational Resilience and Continuity Exercise Program,2,7.43423
888,OR002,Cross-Training and Role Redundancy Program,3,7.38017
888,OR004,Institutional Memory and Knowledge Architecture Program,4,7.34547
888,OR003,After-Action Learning and Corrective Action System,5,7.31358
888,OR005,Psychological Safety and Weak-Signal Reporting System,6,7.26695
889,OR005,Psychological Safety and Weak-Signal Reporting System,1,7.42868
889,OR003,After-Action Learning and Corrective Action System,2,7.40723
889,OR006,Operational Resilience and Continuity Exercise Program,3,7.31927
