simulation_id,strategy_id,strategy,rank,local_resilience_value,winner
1158,LE002,Community Development Finance and Patient Capital,2,7.75869,Commercial Anti-Displacement and Ownership Strategy
1158,LE006,Workforce Childcare and Local Skills Resilience,3,7.68633,Commercial Anti-Displacement and Ownership Strategy
1158,LE001,Emergency Microgrant and Liquidity Fund,4,7.60665,Commercial Anti-Displacement and Ownership Strategy
1158,LE003,Local Procurement and Anchor Institution Access,5,7.46958,Commercial Anti-Displacement and Ownership Strategy
1158,LE004,Small Business Continuity and Digital Resilience Support,6,7.40932,Commercial Anti-Displacement and Ownership Strategy
1159,LE006,Workforce Childcare and Local Skills Resilience,1,7.8656,Workforce Childcare and Local Skills Resilience
1159,LE005,Commercial Anti-Displacement and Ownership Strategy,2,7.83533,Workforce Childcare and Local Skills Resilience
1159,LE003,Local Procurement and Anchor Institution Access,3,7.7308,Workforce Childcare and Local Skills Resilience
1159,LE001,Emergency Microgrant and Liquidity Fund,4,7.63841,Workforce Childcare and Local Skills Resilience
1159,LE002,Community Development Finance and Patient Capital,5,7.57032,Workforce Childcare and Local Skills Resilience
1159,LE004,Small Business Continuity and Digital Resilience Support,6,7.48234,Workforce Childcare and Local Skills Resilience
1160,LE002,Community Development Finance and Patient Capital,1,7.82113,Community Development Finance and Patient Capital
1160,LE006,Workforce Childcare and Local Skills Resilience,2,7.50137,Community Development Finance and Patient Capital
1160,LE003,Local Procurement and Anchor Institution Access,3,7.38224,Community Development Finance and Patient Capital
1160,LE004,Small Business Continuity and Digital Resilience Support,4,7.12275,Community Development Finance and Patient Capital
1160,LE005,Commercial Anti-Displacement and Ownership Strategy,5,7.10088,Community Development Finance and Patient Capital
1160,LE001,Emergency Microgrant and Liquidity Fund,6,6.96717,Community Development Finance and Patient Capital
1161,LE002,Community Development Finance and Patient Capital,1,8.05341,Community Development Finance and Patient Capital
1161,LE005,Commercial Anti-Displacement and Ownership Strategy,2,7.90721,Community Development Finance and Patient Capital
1161,LE003,Local Procurement and Anchor Institution Access,3,7.65007,Community Development Finance and Patient Capital
1161,LE004,Small Business Continuity and Digital Resilience Support,4,7.5813,Community Development Finance and Patient Capital
1161,LE006,Workforce Childcare and Local Skills Resilience,5,7.34296,Community Development Finance and Patient Capital
1161,LE001,Emergency Microgrant and Liquidity Fund,6,7.28879,Community Development Finance and Patient Capital
1162,LE005,Commercial Anti-Displacement and Ownership Strategy,1,7.65614,Commercial Anti-Displacement and Ownership Strategy
1162,LE002,Community Development Finance and Patient Capital,2,7.54835,Commercial Anti-Displacement and Ownership Strategy
1162,LE006,Workforce Childcare and Local Skills Resilience,3,7.5244,Commercial Anti-Displacement and Ownership Strategy
1162,LE004,Small Business Continuity and Digital Resilience Support,4,7.422,Commercial Anti-Displacement and Ownership Strategy
1162,LE001,Emergency Microgrant and Liquidity Fund,5,7.31334,Commercial Anti-Displacement and Ownership Strategy
1162,LE003,Local Procurement and Anchor Institution Access,6,7.20009,Commercial Anti-Displacement and Ownership Strategy
1163,LE004,Small Business Continuity and Digital Resilience Support,1,7.71811,Small Business Continuity and Digital Resilience Support
1163,LE001,Emergency Microgrant and Liquidity Fund,2,7.50997,Small Business Continuity and Digital Resilience Support
1163,LE002,Community Development Finance and Patient Capital,3,7.39314,Small Business Continuity and Digital Resilience Support
1163,LE005,Commercial Anti-Displacement and Ownership Strategy,4,7.39103,Small Business Continuity and Digital Resilience Support
1163,LE006,Workforce Childcare and Local Skills Resilience,5,7.3449,Small Business Continuity and Digital Resilience Support
1163,LE003,Local Procurement and Anchor Institution Access,6,7.14373,Small Business Continuity and Digital Resilience Support
1164,LE003,Local Procurement and Anchor Institution Access,1,7.74031,Local Procurement and Anchor Institution Access
1164,LE002,Community Development Finance and Patient Capital,2,7.60739,Local Procurement and Anchor Institution Access
1164,LE004,Small Business Continuity and Digital Resilience Support,3,7.51082,Local Procurement and Anchor Institution Access
1164,LE005,Commercial Anti-Displacement and Ownership Strategy,4,7.46461,Local Procurement and Anchor Institution Access
1164,LE006,Workforce Childcare and Local Skills Resilience,5,7.38859,Local Procurement and Anchor Institution Access
1164,LE001,Emergency Microgrant and Liquidity Fund,6,7.22263,Local Procurement and Anchor Institution Access
1165,LE003,Local Procurement and Anchor Institution Access,1,7.75258,Local Procurement and Anchor Institution Access
1165,LE002,Community Development Finance and Patient Capital,2,7.72867,Local Procurement and Anchor Institution Access
1165,LE004,Small Business Continuity and Digital Resilience Support,3,7.6508,Local Procurement and Anchor Institution Access
1165,LE001,Emergency Microgrant and Liquidity Fund,4,7.58691,Local Procurement and Anchor Institution Access
1165,LE006,Workforce Childcare and Local Skills Resilience,5,7.58372,Local Procurement and Anchor Institution Access
1165,LE005,Commercial Anti-Displacement and Ownership Strategy,6,7.06736,Local Procurement and Anchor Institution Access
1166,LE006,Workforce Childcare and Local Skills Resilience,1,7.60788,Workforce Childcare and Local Skills Resilience
1166,LE003,Local Procurement and Anchor Institution Access,2,7.5796,Workforce Childcare and Local Skills Resilience
1166,LE004,Small Business Continuity and Digital Resilience Support,3,7.50968,Workforce Childcare and Local Skills Resilience
1166,LE005,Commercial Anti-Displacement and Ownership Strategy,4,7.44407,Workforce Childcare and Local Skills Resilience
1166,LE001,Emergency Microgrant and Liquidity Fund,5,7.30095,Workforce Childcare and Local Skills Resilience
1166,LE002,Community Development Finance and Patient Capital,6,7.04936,Workforce Childcare and Local Skills Resilience
1167,LE002,Community Development Finance and Patient Capital,1,7.97092,Community Development Finance and Patient Capital
1167,LE003,Local Procurement and Anchor Institution Access,2,7.95153,Community Development Finance and Patient Capital
1167,LE005,Commercial Anti-Displacement and Ownership Strategy,3,7.57426,Community Development Finance and Patient Capital
1167,LE006,Workforce Childcare and Local Skills Resilience,4,7.57121,Community Development Finance and Patient Capital
1167,LE001,Emergency Microgrant and Liquidity Fund,5,7.48037,Community Development Finance and Patient Capital
1167,LE004,Small Business Continuity and Digital Resilience Support,6,7.17232,Community Development Finance and Patient Capital
1168,LE002,Community Development Finance and Patient Capital,1,7.74325,Community Development Finance and Patient Capital
1168,LE005,Commercial Anti-Displacement and Ownership Strategy,2,7.62273,Community Development Finance and Patient Capital
1168,LE004,Small Business Continuity and Digital Resilience Support,3,7.45052,Community Development Finance and Patient Capital
1168,LE003,Local Procurement and Anchor Institution Access,4,7.36567,Community Development Finance and Patient Capital
1168,LE006,Workforce Childcare and Local Skills Resilience,5,7.31548,Community Development Finance and Patient Capital
1168,LE001,Emergency Microgrant and Liquidity Fund,6,7.29202,Community Development Finance and Patient Capital
1169,LE003,Local Procurement and Anchor Institution Access,1,8.02531,Local Procurement and Anchor Institution Access
1169,LE005,Commercial Anti-Displacement and Ownership Strategy,2,7.73973,Local Procurement and Anchor Institution Access
1169,LE006,Workforce Childcare and Local Skills Resilience,3,7.47555,Local Procurement and Anchor Institution Access
1169,LE001,Emergency Microgrant and Liquidity Fund,4,7.45595,Local Procurement and Anchor Institution Access
1169,LE002,Community Development Finance and Patient Capital,5,7.43716,Local Procurement and Anchor Institution Access
1169,LE004,Small Business Continuity and Digital Resilience Support,6,7.3335,Local Procurement and Anchor Institution Access
1170,LE002,Community Development Finance and Patient Capital,1,8.05727,Community Development Finance and Patient Capital
1170,LE003,Local Procurement and Anchor Institution Access,2,7.78121,Community Development Finance and Patient Capital
1170,LE006,Workforce Childcare and Local Skills Resilience,3,7.52767,Community Development Finance and Patient Capital
1170,LE005,Commercial Anti-Displacement and Ownership Strategy,4,7.3661,Community Development Finance and Patient Capital
1170,LE001,Emergency Microgrant and Liquidity Fund,5,7.23137,Community Development Finance and Patient Capital
1170,LE004,Small Business Continuity and Digital Resilience Support,6,6.80698,Community Development Finance and Patient Capital
1171,LE004,Small Business Continuity and Digital Resilience Support,1,7.81886,Small Business Continuity and Digital Resilience Support
1171,LE005,Commercial Anti-Displacement and Ownership Strategy,2,7.71269,Small Business Continuity and Digital Resilience Support
1171,LE006,Workforce Childcare and Local Skills Resilience,3,7.52401,Small Business Continuity and Digital Resilience Support
1171,LE002,Community Development Finance and Patient Capital,4,7.45856,Small Business Continuity and Digital Resilience Support
1171,LE003,Local Procurement and Anchor Institution Access,5,7.45277,Small Business Continuity and Digital Resilience Support
1171,LE001,Emergency Microgrant and Liquidity Fund,6,7.42685,Small Business Continuity and Digital Resilience Support
1172,LE002,Community Development Finance and Patient Capital,1,7.89699,Community Development Finance and Patient Capital
1172,LE005,Commercial Anti-Displacement and Ownership Strategy,2,7.58134,Community Development Finance and Patient Capital
1172,LE004,Small Business Continuity and Digital Resilience Support,3,7.54279,Community Development Finance and Patient Capital
1172,LE006,Workforce Childcare and Local Skills Resilience,4,7.41194,Community Development Finance and Patient Capital
1172,LE001,Emergency Microgrant and Liquidity Fund,5,7.30468,Community Development Finance and Patient Capital
1172,LE003,Local Procurement and Anchor Institution Access,6,7.29879,Community Development Finance and Patient Capital
1173,LE005,Commercial Anti-Displacement and Ownership Strategy,1,7.68065,Commercial Anti-Displacement and Ownership Strategy
1173,LE002,Community Development Finance and Patient Capital,2,7.53604,Commercial Anti-Displacement and Ownership Strategy
1173,LE006,Workforce Childcare and Local Skills Resilience,3,7.42473,Commercial Anti-Displacement and Ownership Strategy
1173,LE001,Emergency Microgrant and Liquidity Fund,4,7.4112,Commercial Anti-Displacement and Ownership Strategy
1173,LE003,Local Procurement and Anchor Institution Access,5,7.35433,Commercial Anti-Displacement and Ownership Strategy
1173,LE004,Small Business Continuity and Digital Resilience Support,6,7.08763,Commercial Anti-Displacement and Ownership Strategy
1174,LE003,Local Procurement and Anchor Institution Access,1,7.58252,Local Procurement and Anchor Institution Access
1174,LE005,Commercial Anti-Displacement and Ownership Strategy,2,7.51329,Local Procurement and Anchor Institution Access
1174,LE002,Community Development Finance and Patient Capital,3,7.38793,Local Procurement and Anchor Institution Access
