simulation_id,strategy_id,strategy,rank,financial_resilience_value,winner
1963,FR001,Higher Capital and Liquidity Buffers,3,5.69969,Payment and Clearing Infrastructure Hardening
1963,FR006,Inclusive Finance and Household Balance Sheet Resilience,4,5.35247,Payment and Clearing Infrastructure Hardening
1963,FR005,Non-Bank Financial Intermediation Oversight,5,5.28126,Payment and Clearing Infrastructure Hardening
1963,FR003,Resolution Planning and Bail-In Readiness,6,5.25582,Payment and Clearing Infrastructure Hardening
1964,FR001,Higher Capital and Liquidity Buffers,1,6.27653,Higher Capital and Liquidity Buffers
1964,FR004,Payment and Clearing Infrastructure Hardening,2,5.93877,Higher Capital and Liquidity Buffers
1964,FR003,Resolution Planning and Bail-In Readiness,3,5.77538,Higher Capital and Liquidity Buffers
1964,FR002,Expanded Systemwide Stress Testing,4,5.77338,Higher Capital and Liquidity Buffers
1964,FR005,Non-Bank Financial Intermediation Oversight,5,5.68225,Higher Capital and Liquidity Buffers
1964,FR006,Inclusive Finance and Household Balance Sheet Resilience,6,5.62318,Higher Capital and Liquidity Buffers
1965,FR006,Inclusive Finance and Household Balance Sheet Resilience,1,5.98648,Inclusive Finance and Household Balance Sheet Resilience
1965,FR004,Payment and Clearing Infrastructure Hardening,2,5.9721,Inclusive Finance and Household Balance Sheet Resilience
1965,FR002,Expanded Systemwide Stress Testing,3,5.87477,Inclusive Finance and Household Balance Sheet Resilience
1965,FR001,Higher Capital and Liquidity Buffers,4,5.75602,Inclusive Finance and Household Balance Sheet Resilience
1965,FR003,Resolution Planning and Bail-In Readiness,5,5.66383,Inclusive Finance and Household Balance Sheet Resilience
1965,FR005,Non-Bank Financial Intermediation Oversight,6,5.61844,Inclusive Finance and Household Balance Sheet Resilience
1966,FR004,Payment and Clearing Infrastructure Hardening,1,6.14893,Payment and Clearing Infrastructure Hardening
1966,FR002,Expanded Systemwide Stress Testing,2,5.76312,Payment and Clearing Infrastructure Hardening
1966,FR005,Non-Bank Financial Intermediation Oversight,3,5.59214,Payment and Clearing Infrastructure Hardening
1966,FR001,Higher Capital and Liquidity Buffers,4,5.46253,Payment and Clearing Infrastructure Hardening
1966,FR006,Inclusive Finance and Household Balance Sheet Resilience,5,5.34611,Payment and Clearing Infrastructure Hardening
1966,FR003,Resolution Planning and Bail-In Readiness,6,5.33313,Payment and Clearing Infrastructure Hardening
1967,FR004,Payment and Clearing Infrastructure Hardening,1,5.71659,Payment and Clearing Infrastructure Hardening
1967,FR002,Expanded Systemwide Stress Testing,2,5.71093,Payment and Clearing Infrastructure Hardening
1967,FR003,Resolution Planning and Bail-In Readiness,3,5.69799,Payment and Clearing Infrastructure Hardening
1967,FR001,Higher Capital and Liquidity Buffers,4,5.66925,Payment and Clearing Infrastructure Hardening
1967,FR005,Non-Bank Financial Intermediation Oversight,5,5.34511,Payment and Clearing Infrastructure Hardening
1967,FR006,Inclusive Finance and Household Balance Sheet Resilience,6,5.27262,Payment and Clearing Infrastructure Hardening
1968,FR001,Higher Capital and Liquidity Buffers,1,5.67974,Higher Capital and Liquidity Buffers
1968,FR004,Payment and Clearing Infrastructure Hardening,2,5.65913,Higher Capital and Liquidity Buffers
1968,FR003,Resolution Planning and Bail-In Readiness,3,5.57796,Higher Capital and Liquidity Buffers
1968,FR005,Non-Bank Financial Intermediation Oversight,4,5.55,Higher Capital and Liquidity Buffers
1968,FR006,Inclusive Finance and Household Balance Sheet Resilience,5,5.50265,Higher Capital and Liquidity Buffers
1968,FR002,Expanded Systemwide Stress Testing,6,5.47371,Higher Capital and Liquidity Buffers
1969,FR002,Expanded Systemwide Stress Testing,1,5.64466,Expanded Systemwide Stress Testing
1969,FR001,Higher Capital and Liquidity Buffers,2,5.60824,Expanded Systemwide Stress Testing
1969,FR003,Resolution Planning and Bail-In Readiness,3,5.5184,Expanded Systemwide Stress Testing
1969,FR005,Non-Bank Financial Intermediation Oversight,4,5.49639,Expanded Systemwide Stress Testing
1969,FR004,Payment and Clearing Infrastructure Hardening,5,5.49137,Expanded Systemwide Stress Testing
1969,FR006,Inclusive Finance and Household Balance Sheet Resilience,6,5.39776,Expanded Systemwide Stress Testing
1970,FR001,Higher Capital and Liquidity Buffers,1,5.9923,Higher Capital and Liquidity Buffers
1970,FR004,Payment and Clearing Infrastructure Hardening,2,5.8056,Higher Capital and Liquidity Buffers
1970,FR003,Resolution Planning and Bail-In Readiness,3,5.70762,Higher Capital and Liquidity Buffers
1970,FR005,Non-Bank Financial Intermediation Oversight,4,5.65201,Higher Capital and Liquidity Buffers
1970,FR002,Expanded Systemwide Stress Testing,5,5.5183,Higher Capital and Liquidity Buffers
1970,FR006,Inclusive Finance and Household Balance Sheet Resilience,6,5.46176,Higher Capital and Liquidity Buffers
1971,FR003,Resolution Planning and Bail-In Readiness,1,6.27463,Resolution Planning and Bail-In Readiness
1971,FR004,Payment and Clearing Infrastructure Hardening,2,6.16671,Resolution Planning and Bail-In Readiness
1971,FR002,Expanded Systemwide Stress Testing,3,5.74154,Resolution Planning and Bail-In Readiness
1971,FR001,Higher Capital and Liquidity Buffers,4,5.70073,Resolution Planning and Bail-In Readiness
1971,FR005,Non-Bank Financial Intermediation Oversight,5,5.66987,Resolution Planning and Bail-In Readiness
1971,FR006,Inclusive Finance and Household Balance Sheet Resilience,6,5.57546,Resolution Planning and Bail-In Readiness
1972,FR004,Payment and Clearing Infrastructure Hardening,1,6.10234,Payment and Clearing Infrastructure Hardening
1972,FR001,Higher Capital and Liquidity Buffers,2,5.92875,Payment and Clearing Infrastructure Hardening
1972,FR002,Expanded Systemwide Stress Testing,3,5.83128,Payment and Clearing Infrastructure Hardening
1972,FR003,Resolution Planning and Bail-In Readiness,4,5.69797,Payment and Clearing Infrastructure Hardening
1972,FR005,Non-Bank Financial Intermediation Oversight,5,5.53668,Payment and Clearing Infrastructure Hardening
1972,FR006,Inclusive Finance and Household Balance Sheet Resilience,6,5.49025,Payment and Clearing Infrastructure Hardening
1973,FR001,Higher Capital and Liquidity Buffers,1,6.19975,Higher Capital and Liquidity Buffers
1973,FR002,Expanded Systemwide Stress Testing,2,5.9882,Higher Capital and Liquidity Buffers
1973,FR005,Non-Bank Financial Intermediation Oversight,3,5.8193,Higher Capital and Liquidity Buffers
1973,FR004,Payment and Clearing Infrastructure Hardening,4,5.80002,Higher Capital and Liquidity Buffers
1973,FR003,Resolution Planning and Bail-In Readiness,5,5.43979,Higher Capital and Liquidity Buffers
1973,FR006,Inclusive Finance and Household Balance Sheet Resilience,6,5.37233,Higher Capital and Liquidity Buffers
1974,FR006,Inclusive Finance and Household Balance Sheet Resilience,1,5.77782,Inclusive Finance and Household Balance Sheet Resilience
1974,FR003,Resolution Planning and Bail-In Readiness,2,5.6819,Inclusive Finance and Household Balance Sheet Resilience
1974,FR004,Payment and Clearing Infrastructure Hardening,3,5.64156,Inclusive Finance and Household Balance Sheet Resilience
1974,FR001,Higher Capital and Liquidity Buffers,4,5.5497,Inclusive Finance and Household Balance Sheet Resilience
1974,FR002,Expanded Systemwide Stress Testing,5,5.50783,Inclusive Finance and Household Balance Sheet Resilience
1974,FR005,Non-Bank Financial Intermediation Oversight,6,5.27896,Inclusive Finance and Household Balance Sheet Resilience
1975,FR003,Resolution Planning and Bail-In Readiness,1,5.79297,Resolution Planning and Bail-In Readiness
1975,FR001,Higher Capital and Liquidity Buffers,2,5.63804,Resolution Planning and Bail-In Readiness
1975,FR002,Expanded Systemwide Stress Testing,3,5.5851,Resolution Planning and Bail-In Readiness
1975,FR005,Non-Bank Financial Intermediation Oversight,4,5.51528,Resolution Planning and Bail-In Readiness
1975,FR006,Inclusive Finance and Household Balance Sheet Resilience,5,5.41527,Resolution Planning and Bail-In Readiness
1975,FR004,Payment and Clearing Infrastructure Hardening,6,5.41075,Resolution Planning and Bail-In Readiness
1976,FR001,Higher Capital and Liquidity Buffers,1,6.10969,Higher Capital and Liquidity Buffers
1976,FR003,Resolution Planning and Bail-In Readiness,2,5.70424,Higher Capital and Liquidity Buffers
1976,FR005,Non-Bank Financial Intermediation Oversight,3,5.65271,Higher Capital and Liquidity Buffers
1976,FR006,Inclusive Finance and Household Balance Sheet Resilience,4,5.63188,Higher Capital and Liquidity Buffers
1976,FR002,Expanded Systemwide Stress Testing,5,5.37526,Higher Capital and Liquidity Buffers
1976,FR004,Payment and Clearing Infrastructure Hardening,6,5.36777,Higher Capital and Liquidity Buffers
1977,FR002,Expanded Systemwide Stress Testing,1,6.10388,Expanded Systemwide Stress Testing
1977,FR005,Non-Bank Financial Intermediation Oversight,2,5.96158,Expanded Systemwide Stress Testing
1977,FR004,Payment and Clearing Infrastructure Hardening,3,5.84494,Expanded Systemwide Stress Testing
1977,FR006,Inclusive Finance and Household Balance Sheet Resilience,4,5.63795,Expanded Systemwide Stress Testing
1977,FR003,Resolution Planning and Bail-In Readiness,5,5.48453,Expanded Systemwide Stress Testing
1977,FR001,Higher Capital and Liquidity Buffers,6,5.27841,Expanded Systemwide Stress Testing
1978,FR001,Higher Capital and Liquidity Buffers,1,6.23263,Higher Capital and Liquidity Buffers
1978,FR002,Expanded Systemwide Stress Testing,2,6.05925,Higher Capital and Liquidity Buffers
1978,FR003,Resolution Planning and Bail-In Readiness,3,5.90017,Higher Capital and Liquidity Buffers
1978,FR004,Payment and Clearing Infrastructure Hardening,4,5.73102,Higher Capital and Liquidity Buffers
1978,FR005,Non-Bank Financial Intermediation Oversight,5,5.46074,Higher Capital and Liquidity Buffers
1978,FR006,Inclusive Finance and Household Balance Sheet Resilience,6,5.12972,Higher Capital and Liquidity Buffers
1979,FR004,Payment and Clearing Infrastructure Hardening,1,5.8203,Payment and Clearing Infrastructure Hardening
1979,FR001,Higher Capital and Liquidity Buffers,2,5.7522,Payment and Clearing Infrastructure Hardening
1979,FR003,Resolution Planning and Bail-In Readiness,3,5.74297,Payment and Clearing Infrastructure Hardening
1979,FR002,Expanded Systemwide Stress Testing,4,5.70585,Payment and Clearing Infrastructure Hardening
1979,FR005,Non-Bank Financial Intermediation Oversight,5,5.66154,Payment and Clearing Infrastructure Hardening
1979,FR006,Inclusive Finance and Household Balance Sheet Resilience,6,5.27327,Payment and Clearing Infrastructure Hardening
1980,FR003,Resolution Planning and Bail-In Readiness,1,6.34085,Resolution Planning and Bail-In Readiness
1980,FR004,Payment and Clearing Infrastructure Hardening,2,5.9504,Resolution Planning and Bail-In Readiness
1980,FR001,Higher Capital and Liquidity Buffers,3,5.84687,Resolution Planning and Bail-In Readiness
1980,FR002,Expanded Systemwide Stress Testing,4,5.59286,Resolution Planning and Bail-In Readiness
1980,FR006,Inclusive Finance and Household Balance Sheet Resilience,5,5.44814,Resolution Planning and Bail-In Readiness
1980,FR005,Non-Bank Financial Intermediation Oversight,6,5.42639,Resolution Planning and Bail-In Readiness
1981,FR004,Payment and Clearing Infrastructure Hardening,1,5.94567,Payment and Clearing Infrastructure Hardening
1981,FR003,Resolution Planning and Bail-In Readiness,2,5.73879,Payment and Clearing Infrastructure Hardening
1981,FR001,Higher Capital and Liquidity Buffers,3,5.52213,Payment and Clearing Infrastructure Hardening
1981,FR002,Expanded Systemwide Stress Testing,4,5.49282,Payment and Clearing Infrastructure Hardening
1981,FR006,Inclusive Finance and Household Balance Sheet Resilience,5,5.43455,Payment and Clearing Infrastructure Hardening
1981,FR005,Non-Bank Financial Intermediation Oversight,6,5.13577,Payment and Clearing Infrastructure Hardening
1982,FR001,Higher Capital and Liquidity Buffers,1,6.01007,Higher Capital and Liquidity Buffers
1982,FR004,Payment and Clearing Infrastructure Hardening,2,5.98164,Higher Capital and Liquidity Buffers
1982,FR003,Resolution Planning and Bail-In Readiness,3,5.75823,Higher Capital and Liquidity Buffers
1982,FR002,Expanded Systemwide Stress Testing,4,5.70622,Higher Capital and Liquidity Buffers
1982,FR005,Non-Bank Financial Intermediation Oversight,5,5.57775,Higher Capital and Liquidity Buffers
1982,FR006,Inclusive Finance and Household Balance Sheet Resilience,6,5.47633,Higher Capital and Liquidity Buffers
1983,FR006,Inclusive Finance and Household Balance Sheet Resilience,1,6.18788,Inclusive Finance and Household Balance Sheet Resilience
1983,FR001,Higher Capital and Liquidity Buffers,2,6.03612,Inclusive Finance and Household Balance Sheet Resilience
1983,FR002,Expanded Systemwide Stress Testing,3,5.79978,Inclusive Finance and Household Balance Sheet Resilience
1983,FR003,Resolution Planning and Bail-In Readiness,4,5.72669,Inclusive Finance and Household Balance Sheet Resilience
1983,FR005,Non-Bank Financial Intermediation Oversight,5,5.64055,Inclusive Finance and Household Balance Sheet Resilience
1983,FR004,Payment and Clearing Infrastructure Hardening,6,5.53678,Inclusive Finance and Household Balance Sheet Resilience
1984,FR002,Expanded Systemwide Stress Testing,1,6.13775,Expanded Systemwide Stress Testing
1984,FR003,Resolution Planning and Bail-In Readiness,2,6.03257,Expanded Systemwide Stress Testing
1984,FR004,Payment and Clearing Infrastructure Hardening,3,5.8404,Expanded Systemwide Stress Testing
1984,FR006,Inclusive Finance and Household Balance Sheet Resilience,4,5.69561,Expanded Systemwide Stress Testing
1984,FR001,Higher Capital and Liquidity Buffers,5,5.58498,Expanded Systemwide Stress Testing
1984,FR005,Non-Bank Financial Intermediation Oversight,6,5.3187,Expanded Systemwide Stress Testing
1985,FR001,Higher Capital and Liquidity Buffers,1,6.23605,Higher Capital and Liquidity Buffers
1985,FR004,Payment and Clearing Infrastructure Hardening,2,5.83967,Higher Capital and Liquidity Buffers
1985,FR002,Expanded Systemwide Stress Testing,3,5.64951,Higher Capital and Liquidity Buffers
1985,FR003,Resolution Planning and Bail-In Readiness,4,5.64436,Higher Capital and Liquidity Buffers
1985,FR006,Inclusive Finance and Household Balance Sheet Resilience,5,5.60934,Higher Capital and Liquidity Buffers
1985,FR005,Non-Bank Financial Intermediation Oversight,6,5.30182,Higher Capital and Liquidity Buffers
1986,FR002,Expanded Systemwide Stress Testing,1,6.06654,Expanded Systemwide Stress Testing
1986,FR004,Payment and Clearing Infrastructure Hardening,2,5.83644,Expanded Systemwide Stress Testing
1986,FR003,Resolution Planning and Bail-In Readiness,3,5.67151,Expanded Systemwide Stress Testing
1986,FR001,Higher Capital and Liquidity Buffers,4,5.60553,Expanded Systemwide Stress Testing
1986,FR005,Non-Bank Financial Intermediation Oversight,5,5.42367,Expanded Systemwide Stress Testing
1986,FR006,Inclusive Finance and Household Balance Sheet Resilience,6,5.40132,Expanded Systemwide Stress Testing
1987,FR001,Higher Capital and Liquidity Buffers,1,6.07633,Higher Capital and Liquidity Buffers
1987,FR004,Payment and Clearing Infrastructure Hardening,2,5.80198,Higher Capital and Liquidity Buffers
1987,FR002,Expanded Systemwide Stress Testing,3,5.77337,Higher Capital and Liquidity Buffers
1987,FR006,Inclusive Finance and Household Balance Sheet Resilience,4,5.45393,Higher Capital and Liquidity Buffers
1987,FR003,Resolution Planning and Bail-In Readiness,5,5.41363,Higher Capital and Liquidity Buffers
